method,split,seed,extractor,evidence_status,person_id,visible_nle,lower_limb_nle,missing_rate,displacement_nle,ankle_separation_mae,amplitude_error,amplitude_ratio,event_timing_mae_s,p95_nle,synthetic_all_nle,synthetic_occluded_nle
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.00767084976164195,0.011407318716314938,0.0,0.004491807343807587,,,,,0.015225190809203563,0.010063908740786207,
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.011125246044498887,0.020624801331386375,0.0,0.0058024393962479055,,,,,0.02707969631141042,0.01572320802392603,
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.011932939914097825,0.02657258752291946,0.0,0.005220263929763919,,,,,0.0321793788210486,0.020113453832016136,
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.010000152599387456,,0.0,0.007742371659724188,,,,,0.023144578203372623,0.017335758843119775,0.025985771709463236
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.012343677663389726,0.026581759585075047,0.0,0.007973510260299275,,,,,0.03288576733754778,0.022901217796523557,0.04077327931694657
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.034014293450168,0.038434680974316196,0.0,0.012632287592692613,,,,,0.06690218649513602,0.04057798172705202,
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.011169199733999782,0.01794953531323892,0.0,0.008525387551062236,,,,,0.02921928128047385,0.019342883723193826,0.02987868360816025
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.009760452716756912,,0.0,0.0070963226430933125,,,,,0.022803783164156648,0.0161774685608339,0.0274899877571868
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.0094660619161953,0.018002273030484822,0.0,0.005273817481091869,,,,,0.020719455305001612,0.012896680680182062,
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.019038278060155074,0.02706067393754869,0.0,0.009870107602242087,,,,,0.04730912256018294,0.023300866168969852,
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.01008661461157225,0.018009508583977644,0.0,0.0069876770103647935,,,,,0.022405013612443563,0.014530882060459003,
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.010404317559889466,,0.0,0.009151498794875108,,,,,0.022437173716633608,0.01667255227270354,0.02577396024762382
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.016405548459699777,0.030740846101036882,0.0,0.015145251174314811,,,,,0.04794375634242806,0.02453383233046017,0.037974233611444315
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.020995850999954234,0.02869925563768674,0.0,0.013031555771426352,,,,,0.04589787243843425,0.02730767659848091,
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.010604061979593484,0.015505562504218449,0.0,0.01021486942830912,,,,,0.02730454728795971,0.0166343526056927,0.02443006566589241
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.009040800371163534,,0.0,0.008057545467781101,,,,,0.020249301946394144,0.01691905375870966,0.028403754307255953
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.008428388490246255,0.014650048913186426,0.0,0.007059165229540507,,,,,0.0179519853971336,0.011299911834017753,
coordinate,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.010909234501740597,0.022681839445582674,0.0,0.008119851686323412,,,,,0.027963718737480405,0.016421221771335422,
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.009658757289421116,0.015946633248612202,0.0,0.004772052218069856,,,,,0.020601800032628,0.013286968949535542,
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.00949917583340524,,0.0,0.006729463630805688,,,,,0.020736259926440327,0.014113696119791293,0.022620849381634226
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.011450701029267247,0.021204697537152904,0.0,0.009615846050366602,,,,,0.027835554559971276,0.016673151096422274,0.033309899559960686
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.021968599802172657,0.021268365108851457,0.0,0.013628721009011083,,,,,0.058797401503799356,0.026426280252868334,
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.009700800752241076,0.013622115271955643,0.0,0.008738599581340257,,,,,0.0266699107267594,0.01457534233941524,0.022741181504486757
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.008852849182195997,,0.0,0.006506832939953283,,,,,0.02073114869230862,0.01374395810644195,0.023835910593770243
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.007598911088593317,0.01168318863692553,0.0,0.004527141839946146,,,,,0.015479063522900398,0.010041982658391641,
coordinate,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.011040317718061094,0.020657685939768397,0.0,0.005912682977528011,,,,,0.027501077275076072,0.01568168032976485,
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.012011268033869489,0.026550580332401603,0.0,0.005269707996877412,,,,,0.03146071816769257,0.020154153403088803,
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.010187460518128324,,0.0,0.007849057115755188,,,,,0.023374950508509316,0.017548772762435945,0.027025182889272522
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.012443380685878793,0.026918116826857526,0.0,0.008101600084602235,,,,,0.03366287202769721,0.02296673738796709,0.041947185757083366
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.03387384747811549,0.038564937320483626,0.0,0.012710073680519183,,,,,0.06784951556571386,0.040804714061292435,
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.011096236192408172,0.01811217578286837,0.0,0.008549795513512157,,,,,0.029088039473079426,0.019293548911483018,0.030169881197403686
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.009690583025506315,,0.0,0.007127603108227011,,,,,0.02277938512749288,0.01621069296671485,0.02822011562213688
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.009395307473545727,0.01822658736731683,0.0,0.005349540376218881,,,,,0.02103788906523287,0.012804599528230138,
coordinate,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.018830782343126042,0.026638039348846888,0.0,0.009979314410941865,,,,,0.04728325975788552,0.023153889475691962,
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.01009548218898939,0.0177746945238081,0.0,0.00707308587777934,,,,,0.02242870074108143,0.014534554635733686,
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.010312198328858642,,0.0,0.009125017561675736,,,,,0.02219914728540947,0.016607754212951013,0.025294326702114824
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.016250444966825903,0.03048715743987334,0.0,0.015221129848631951,,,,,0.047962864058541534,0.024442106686612234,0.0379950532431613
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.0212287529571725,0.02901687375319235,0.0,0.013155160269384354,,,,,0.046614507557715575,0.027138847866769428,
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.010587450084258113,0.015609171591715761,0.0,0.010253222795832219,,,,,0.027612465902685384,0.01662492111972265,0.023941122105578132
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.009150658192031352,,0.0,0.008119267377687858,,,,,0.02125530479983718,0.01697835640470612,0.02843837280336114
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.00852717398152288,0.014725684443596319,0.0,0.0071804372870906755,,,,,0.018457308914838478,0.011368296348108587,
coordinate,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.01094730859929733,0.02299511311840069,0.0,0.008113979164480836,,,,,0.028234441817912986,0.016499836866113247,
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.009704278571229269,0.01578799527136224,0.0,0.004811518218085612,,,,,0.020882920489897552,0.013307727204128504,
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.009425960218567146,,0.0,0.006722665683049292,,,,,0.02082788402007105,0.014023773318715897,0.022280880925005235
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.011030094062079516,0.020411325959898603,0.0,0.009467894581299534,,,,,0.027248548550026824,0.016427080105153445,0.0320952869326422
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.02219860836892293,0.021316113218201514,0.0,0.01386767263763834,,,,,0.058782758132978924,0.026381729172076367,
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.009541952938354704,0.01365617597801806,0.0,0.008765357479130011,,,,,0.026707997040189127,0.01449147111040031,0.022168762992699813
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.008805468426660194,,0.0,0.006530501185079904,,,,,0.021125773429075696,0.013645264822713391,0.02365444714639881
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.007665631811528351,0.01152104674808478,0.0,0.004614323519134123,,,,,0.01544701072736278,0.010084995912551062,
coordinate,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.011106115018671741,0.0206498757111991,0.0,0.005894857602896477,,,,,0.02758505427022228,0.015728202236477182,
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.011889019265528123,0.02601495611259297,0.0,0.005331712453461098,,,,,0.03138321518961919,0.02001583768208127,
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.009966709017428792,,0.0,0.007798491033294996,,,,,0.023597235455887215,0.01734605926504429,0.026245708511167375
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.012286321183736536,0.026652064834767186,0.0,0.008005416871452108,,,,,0.032916182774746144,0.02289045419840022,0.040717183489629494
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.03433616109863089,0.03916821661843402,0.0,0.012746952516425148,,,,,0.06576793999545553,0.040851864053385915,
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.011131742163538755,0.018221073382991452,0.0,0.008577600824692362,,,,,0.02946437722734332,0.01930333533786899,0.029819255291121696
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.009697149056286214,,0.0,0.007117522280650734,,,,,0.02318404118277652,0.0161334035552469,0.027968624500095077
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.009303340581415149,0.018532869325257408,0.0,0.005364451495621915,,,,,0.021179651380678878,0.012823236159020387,
coordinate,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.019278213860711293,0.026945597095167702,0.0,0.010061588562790241,,,,,0.04779721799794703,0.023490343823789558,
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.009106871680494144,0.017161042647107588,0.0,0.006679050510108544,,,,,0.02144628023820464,0.014096969917199238,
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.008428802410013063,,0.0,0.007966932381415482,,,,,0.0181655712971214,0.012963276195677094,0.019306458115205555
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.01554435064469378,0.027303965256891258,0.0,0.014289570858766032,,,,,0.04603113955539373,0.02062764150216855,0.028736624065865312
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.021517354720837274,0.030045305910444835,0.0,0.012095652583992351,,,,,0.045344619045642284,0.026431661412896917,
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.010302525223712562,0.01741947059596889,0.0,0.009175608497524457,,,,,0.02581664889134372,0.01567928489925608,0.022702216374079792
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.007909699471716087,,0.0,0.0074949211364141064,,,,,0.017747527589979502,0.013232616372413963,0.022299963252797976
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.007861973681290393,0.012234681697797794,0.0,0.006754526164134925,,,,,0.016883214744085575,0.010530302062854855,
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.009383354657323881,0.020174890739124426,0.0,0.0073883310662579815,,,,,0.02402967490212367,0.014537472360706625,
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.009056944448293663,0.017718878740248512,0.0,0.004788128750665225,,,,,0.02097892120135818,0.013736178928330806,
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.008100566415651343,,0.0,0.005757716401613369,,,,,0.01711303318018202,0.01263003395079625,0.021011300863362288
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.010383620227154212,0.01983672940926013,0.0,0.008454373522972644,,,,,0.02703481556878024,0.014764464881525,0.02316942921563557
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.02118999485170608,0.016006026463391092,0.0,0.013080310593971894,,,,,0.053463053649832074,0.0243717310929221,
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.008711782823653775,0.013476034732597944,0.0,0.007544890022943694,,,,,0.022986892133555863,0.012956700497840475,0.023011416656124474
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.00812499941327282,,0.0,0.005912280288937463,,,,,0.019241681883676268,0.011578853951364787,0.020025140414326213
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.007653988321799412,0.011928056665652694,0.0,0.004434092991974507,,,,,0.015806650087515577,0.010092230516663681,
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.009076950678931056,0.017191514059216005,0.0,0.005268804661958025,,,,,0.024560587719799916,0.013335719236262675,
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.010784709087549813,0.024120793028317437,0.0,0.004778466526171456,,,,,0.027737322281089754,0.019211718034672483,
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.009104705331708512,,0.0,0.006605929047347594,,,,,0.01968610614570937,0.01433126316064795,0.020795655514929613
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.0110577050141693,0.022399151744524635,0.0,0.007022807818130137,,,,,0.028106873158174638,0.017119227343942212,0.02726564917697259
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.031618285183916864,0.0333520123630542,0.0,0.012047963021809207,,,,,0.06163981049574729,0.037112277248681616,
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.010819876015794806,0.01961821309012876,0.0,0.007637837364480769,,,,,0.02770375333383622,0.017755715300100863,0.026921666815953624
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.008960601327040168,,0.0,0.006605421768974225,,,,,0.02229525473861237,0.01392468585583194,0.02358733823504023
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.008990246774389844,0.017211133714022143,0.0,0.0046703372424302565,,,,,0.0181881484216701,0.012486343012675406,
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.01689624787232671,0.02249036926073545,0.0,0.009205655903325638,,,,,0.04159074026213305,0.019835940506400074,
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.009211644132702833,0.019636534296717887,0.0,0.006713798146441229,,,,,0.023687153891032247,0.014057490591600462,
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.008471243877068841,,0.0,0.007969346011818555,,,,,0.018532128533107924,0.012783708931077307,0.020024922089056152
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.015829717399828355,0.02869864391023556,0.0,0.014244728077309764,,,,,0.045757186009001055,0.020139536912473888,0.02846461828951856
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.019238166148626227,0.025232453561370303,0.0,0.011809448451024177,,,,,0.040293898170057,0.023888632889380562,
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.009484635407917056,0.014161604498329101,0.0,0.009140412663428289,,,,,0.0235455083057653,0.013616606098629804,0.019108066126366653
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.007376800034529316,,0.0,0.007513433212074708,,,,,0.01668775134225908,0.012279839520836134,0.020501002608217543
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.007616746351397345,0.011910675061448236,0.0,0.006825769189012302,,,,,0.016074488360587204,0.010150669866913622,
direct,development,29,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.008754685024583445,0.016556931735184844,0.0,0.007441716995956369,,,,,0.02276006033572367,0.013550141083598725,
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.008803431515459693,0.017527912397561886,0.0,0.004857183439540716,,,,,0.02103649919825002,0.012347533133517215,
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.008370222033782234,,0.0,0.005743367489920158,,,,,0.01738095329015492,0.012153260396196916,0.021177415051019118
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.009848871127057865,0.015843326750763012,0.0,0.00845819786837413,,,,,0.02366844878435998,0.013320952213667143,0.01983147993333826
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.020752411894501374,0.01665660267382042,0.0,0.012891848025050072,,,,,0.05391054504099805,0.02381239082478004,
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.008482211904290575,0.011977739901418646,0.0,0.007535538687331117,,,,,0.02236851145085849,0.012036597818613094,0.02158321681082141
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.007325547115582231,,0.0,0.005947111987645456,,,,,0.017283580077370478,0.010529769683077544,0.01983518887452497
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.006872084364267974,0.009806587624331838,0.0,0.0044688816797868736,,,,,0.013941494867851968,0.009021461239632007,
direct,development,29,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.008742803221713396,0.015499899537496614,0.0,0.005285529938027219,,,,,0.024786245744735872,0.012364930324519975,
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.011251867009434029,0.022191341898457326,0.0,0.004936232107152233,,,,,0.026836476272444683,0.017793156886632498,
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.00935077559657189,,0.0,0.006708038591758129,,,,,0.019321872174669952,0.014425734397227717,0.021669140896354657
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.010836078623555864,0.024106430802758115,0.0,0.0072059008671335805,,,,,0.029001020344146998,0.01753001330932476,0.031038252405633474
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.03153838984180912,0.0332737923931086,0.0,0.011942989335397761,,,,,0.05757331367834668,0.036234972998576705,
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.009515484308890619,0.016150615268177723,0.0,0.007653561270295186,,,,,0.024046342124639117,0.015123230566971083,0.0226317858809724
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.008461884086126312,,0.0,0.006654331528782639,,,,,0.020920606537997186,0.013258880983262873,0.02282753118778897
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.008523883520085021,0.013245376281807263,0.0,0.0047015493168207625,,,,,0.01595357948004141,0.010954639136706863,
direct,development,29,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.01661517227620557,0.020026329696569905,0.0,0.00933791544245087,,,,,0.03971873477585327,0.019146474695305095,
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.008376505736911797,0.01514520151649908,0.0,0.0067541329826904415,,,,,0.01971245063810176,0.011996623464725487,
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.008768395138394338,,0.0,0.008015556873058776,,,,,0.018274067169319654,0.013225253382957148,0.01968690434912044
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.014603702377119394,0.02452349056364375,0.0,0.013900010416735713,,,,,0.04057396896772935,0.019186353059272878,0.027507898445259204
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.019251187952271293,0.024306672024009063,0.0,0.011860345820063872,,,,,0.0387369062573197,0.02298578722623752,
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.008758860335631911,0.011982235085769195,0.0,0.009104384771554412,,,,,0.02126124783017977,0.01301016074231361,0.018943767097853215
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.00740564444275805,,0.0,0.0074397550945800375,,,,,0.016272579934300934,0.012253112886257786,0.021007724503662166
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.007787326432241998,0.01260573186088538,0.0,0.006802692142438159,,,,,0.017340542455687998,0.010506728993456064,
direct,development,43,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.009391116135557195,0.01820615899781599,0.0,0.007359142889506995,,,,,0.023743454657555715,0.013531491419983579,
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.008859083745292862,0.017308899562989113,0.0,0.004910959461535952,,,,,0.021108291209645736,0.012988583244368595,
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.008187048339707608,,0.0,0.005864452072404674,,,,,0.016911754180086863,0.01153258385767609,0.017473531118217568
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.00998887564771364,0.01908010350810417,0.0,0.008441714724108897,,,,,0.025128373923718007,0.01410009468928201,0.022288945936718974
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.021196401467997446,0.016704504105606536,0.0,0.012120300643235283,,,,,0.0513098889368153,0.022903533546169537,
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.008056856943680711,0.012056550864540685,0.0,0.007350009538028248,,,,,0.02113045284436787,0.01209773008879876,0.021491034584074357
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.0074234593680406954,,0.0,0.005896884651605259,,,,,0.01734954725882599,0.010647457724709054,0.020587584620703356
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.007409293556102443,0.011361753944502569,0.0,0.004580818281386466,,,,,0.014833920774213957,0.009920896724156296,
direct,development,43,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.009331595286257367,0.01665956253243297,0.0,0.005272284214867123,,,,,0.026148069988026965,0.012575286500861049,
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.010239567192158152,0.02318703412064361,0.0,0.004885559937363788,,,,,0.02724292818948272,0.017555120537728376,
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.009007132846305135,,0.0,0.006516471672312796,,,,,0.01919470256952857,0.0140084675870515,0.020317807367473524
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.010499205836609292,0.021465941463772883,0.0,0.007144218985890698,,,,,0.026745412488747712,0.01702412397902118,0.02753515896462102
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.03282227660354957,0.03277821678136235,0.0,0.011738139222790664,,,,,0.05803421761712147,0.03715123089752169,
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.009824422129556008,0.01598947813335054,0.0,0.0074410473827513385,,,,,0.02430593449690806,0.01578682151837146,0.024435344167649746
direct,development,43,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.008167382172186299,,0.0,0.006632108114045094,,,,,0.020619112344499597,0.013374999518704833,0.02353258926751354
