method,split,seed,extractor,evidence_status,metric,value,condition
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,visible_nle,0.011320624218848097,blur
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,visible_nle,0.00993121312430944,blur
shuffled_jepa,development,29,vitpose_base,automated-source-screen,visible_nle,0.018980032013763103,blur
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,visible_nle,0.011436396715913929,blur
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,visible_nle,0.010104425465486767,blur
shuffled_jepa,development,43,vitpose_base,automated-source-screen,visible_nle,0.019350030359684245,blur
smoothnet,development,17,hrnet_w32,automated-source-screen,visible_nle,0.013687646921472094,blur
smoothnet,development,17,rtmpose_m,automated-source-screen,visible_nle,0.012669419827927665,blur
smoothnet,development,17,vitpose_base,automated-source-screen,visible_nle,0.021113345138672773,blur
smoothnet,development,29,hrnet_w32,automated-source-screen,visible_nle,0.013834372890900818,blur
smoothnet,development,29,rtmpose_m,automated-source-screen,visible_nle,0.012784426372803769,blur
smoothnet,development,29,vitpose_base,automated-source-screen,visible_nle,0.02124011527521388,blur
smoothnet,development,43,hrnet_w32,automated-source-screen,visible_nle,0.01383779783495614,blur
smoothnet,development,43,rtmpose_m,automated-source-screen,visible_nle,0.012792471462065615,blur
smoothnet,development,43,vitpose_base,automated-source-screen,visible_nle,0.021202417642027727,blur
static,development,17,hrnet_w32,automated-source-screen,visible_nle,0.010518278174538502,blur
static,development,17,rtmpose_m,automated-source-screen,visible_nle,0.009185436922049603,blur
static,development,17,vitpose_base,automated-source-screen,visible_nle,0.01821876995753557,blur
static,development,29,hrnet_w32,automated-source-screen,visible_nle,0.010489711927250546,blur
static,development,29,rtmpose_m,automated-source-screen,visible_nle,0.009095283441295827,blur
static,development,29,vitpose_base,automated-source-screen,visible_nle,0.01823171619302094,blur
static,development,43,hrnet_w32,automated-source-screen,visible_nle,0.010546533104566061,blur
static,development,43,rtmpose_m,automated-source-screen,visible_nle,0.009127075189696637,blur
static,development,43,vitpose_base,automated-source-screen,visible_nle,0.018462962176023494,blur
unchanged,development,17,hrnet_w32,automated-source-screen,visible_nle,0.02088259093420114,blur
unchanged,development,17,rtmpose_m,automated-source-screen,visible_nle,0.019462531321334874,blur
unchanged,development,17,vitpose_base,automated-source-screen,visible_nle,0.027952412334275197,blur
unchanged,development,29,hrnet_w32,automated-source-screen,visible_nle,0.0208825909342012,blur
unchanged,development,29,rtmpose_m,automated-source-screen,visible_nle,0.01946253132133492,blur
unchanged,development,29,vitpose_base,automated-source-screen,visible_nle,0.02795241233427524,blur
unchanged,development,43,hrnet_w32,automated-source-screen,visible_nle,0.0208825909342012,blur
unchanged,development,43,rtmpose_m,automated-source-screen,visible_nle,0.01946253132133492,blur
unchanged,development,43,vitpose_base,automated-source-screen,visible_nle,0.02795241233427524,blur
coordinate,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013626217891916672,blur
coordinate,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012099065536544119,blur
coordinate,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.019975447794582574,blur
coordinate,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.013482430431328251,blur
coordinate,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.011950246064419334,blur
coordinate,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.019786313094171396,blur
coordinate,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.013760185314096804,blur
coordinate,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.012016269286950385,blur
coordinate,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.02006252836544949,blur
direct,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.0107255450762157,blur
direct,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.009674993855141015,blur
direct,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.01571386077779077,blur
direct,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.009805332132769861,blur
direct,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.008848594136160466,blur
direct,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.015035648197074236,blur
direct,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.00981081306652689,blur
direct,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.009219785013120473,blur
direct,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.0161565053156059,blur
filter0,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709558,blur
filter0,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217747,blur
filter0,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251288,blur
filter0,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709603,blur
filter0,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217792,blur
filter0,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251336,blur
filter0,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709603,blur
filter0,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217792,blur
filter0,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251336,blur
filter1,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023840701513358018,blur
filter1,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021503182977568727,blur
filter1,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029886172471344306,blur
filter1,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.023840701513358063,blur
filter1,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.021503182977568782,blur
filter1,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.029886172471344355,blur
filter1,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.023840701513358063,blur
filter1,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.021503182977568782,blur
filter1,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.029886172471344355,blur
filter2,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.02396051471367467,blur
filter2,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021629230337007983,blur
filter2,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.03000897374854035,blur
filter2,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.023960514713674726,blur
filter2,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.02162923033700804,blur
filter2,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.03000897374854039,blur
filter2,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.023960514713674726,blur
filter2,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.02162923033700804,blur
filter2,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.03000897374854039,blur
initialized,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013262317251448122,blur
initialized,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011401486739353038,blur
initialized,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02021615202192294,blur
initialized,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.013248379253103806,blur
initialized,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.01144164832823308,blur
initialized,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.020337161429554062,blur
initialized,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.013122077875089545,blur
initialized,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.011584035226300055,blur
initialized,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.019921277865144547,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.014534844995758398,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012312639034519585,blur
joint_affine,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02088693865988527,blur
joint_affine,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.014534844995758398,blur
joint_affine,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.012312639034519585,blur
joint_affine,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.02088693865988527,blur
joint_affine,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.014534844995758398,blur
joint_affine,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.012312639034519585,blur
joint_affine,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.02088693865988527,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.014375645808473468,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.012161043666616987,blur
joint_offset,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02113840064899706,blur
joint_offset,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.014375645808473468,blur
joint_offset,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.012161043666616987,blur
joint_offset,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.02113840064899706,blur
joint_offset,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.014375645808473468,blur
joint_offset,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.012161043666616987,blur
joint_offset,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.02113840064899706,blur
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013220201493166474,blur
ordinary_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.010679288722179832,blur
ordinary_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.020316316354793452,blur
ordinary_jepa,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.013536929573085409,blur
ordinary_jepa,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.011076287951519508,blur
ordinary_jepa,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.02031588638365031,blur
ordinary_jepa,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.013540304960612015,blur
ordinary_jepa,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.01093881206222094,blur
ordinary_jepa,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.020948330593702227,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013560910782506087,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011253305098879007,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.0204714402599764,blur
paired_jepa,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.013445002719329219,blur
paired_jepa,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.011093465556887058,blur
paired_jepa,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.020490377786937127,blur
paired_jepa,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.013613478712630769,blur
paired_jepa,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.01135853765360419,blur
paired_jepa,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.020857664381724008,blur
shuffled_jepa,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.013582522485466406,blur
shuffled_jepa,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.011274287691955109,blur
shuffled_jepa,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.02054170827637683,blur
shuffled_jepa,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.013439618286722705,blur
shuffled_jepa,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.011102645847817581,blur
shuffled_jepa,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.020487736913565136,blur
shuffled_jepa,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.013615242005495262,blur
shuffled_jepa,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.011346493987600995,blur
shuffled_jepa,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.020850101786633865,blur
smoothnet,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.01750084699038947,blur
smoothnet,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.015511122115212687,blur
smoothnet,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.024053192626089407,blur
smoothnet,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.017601229821760066,blur
smoothnet,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.015610348282603173,blur
smoothnet,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.024225756619220704,blur
smoothnet,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.017579090787836156,blur
smoothnet,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.015653446667406135,blur
smoothnet,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.024103156702201547,blur
static,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.012170987040764388,blur
static,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.010014103853295956,blur
static,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.019152263167321718,blur
static,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.012127609690335788,blur
static,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.009864240315436895,blur
static,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.019213680881060066,blur
static,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.01224207126352317,blur
static,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.009920517511598883,blur
static,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.019692629292171873,blur
unchanged,development,17,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709558,blur
unchanged,development,17,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217747,blur
unchanged,development,17,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251288,blur
unchanged,development,29,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709603,blur
unchanged,development,29,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217792,blur
unchanged,development,29,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251336,blur
unchanged,development,43,hrnet_w32,automated-source-screen,lower_limb_nle,0.023965195216709603,blur
unchanged,development,43,rtmpose_m,automated-source-screen,lower_limb_nle,0.021527228299217792,blur
unchanged,development,43,vitpose_base,automated-source-screen,lower_limb_nle,0.029894193072251336,blur
coordinate,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
coordinate,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
coordinate,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
coordinate,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
coordinate,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
coordinate,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
coordinate,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
coordinate,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
coordinate,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
direct,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
direct,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
direct,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
direct,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
direct,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
direct,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
direct,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
direct,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
direct,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter0,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter0,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter0,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter0,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter0,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter0,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter0,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter0,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter0,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter1,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter1,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter1,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter1,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter1,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter1,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter1,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter1,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter1,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter2,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter2,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter2,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter2,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter2,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter2,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
filter2,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
filter2,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
filter2,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
initialized,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
initialized,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
initialized,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
initialized,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
initialized,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
initialized,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
initialized,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
initialized,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
initialized,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_affine,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,17,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,29,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,29,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,29,vitpose_base,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,43,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,43,rtmpose_m,automated-source-screen,missing_rate,0.0,blur
joint_offset,development,43,vitpose_base,automated-source-screen,missing_rate,0.0,blur
ordinary_jepa,development,17,hrnet_w32,automated-source-screen,missing_rate,0.0,blur
