metric,extractor,candidate,comparator,reduction_percent,ci95_low,ci95_high,people_improved,people,seed_count,bootstrap_draws,uncertainty
visible_nle,vitpose_base,direct,static,7.662897990194118,4.500965212641905,9.565566550719861,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,direct,filter2,42.7541441507013,34.28111388949204,51.21763612525218,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,direct,paired_jepa,10.430738290845209,8.450129632850466,12.876195475291418,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,paired_jepa,coordinate,-1.0918683477358693,-1.6657360401628607,-0.4648011395995466,1,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,paired_jepa,initialized,-0.5309838475516804,-1.746759371813158,0.5326940399155489,3,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,paired_jepa,ordinary_jepa,0.6482546481417106,0.1104143600866192,0.9929574233258465,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
visible_nle,vitpose_base,paired_jepa,shuffled_jepa,-0.02443870317863084,-0.05747875889610121,-0.0012492254041873707,1,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,direct,unchanged,7.3649503440449955,5.1406301195925375,9.434909616385445,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,direct,joint_affine,6.520246181620881,4.667845086226741,8.337108259360974,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,direct,static,5.159232594248852,2.8199844873852977,7.567875927867643,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,direct,filter2,-13.461398962931902,-18.968288347755212,-8.147718151674788,0,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,direct,paired_jepa,7.371254426300899,5.317382623122779,9.367342306687965,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,paired_jepa,coordinate,0.7275048872035228,0.03602982391492926,1.3249549917784154,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,paired_jepa,initialized,0.06934543214096589,-0.07748667115599073,0.22781037094489198,3,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,paired_jepa,ordinary_jepa,0.17373410950574097,0.019752254396920854,0.29369960586009825,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,hrnet_w32,paired_jepa,shuffled_jepa,0.00460380050646414,-0.01610471932607105,0.026674137118798402,4,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,direct,unchanged,8.824994237086415,4.777751340452907,11.768354375755774,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,direct,joint_affine,8.780738448305792,5.167606888580789,11.658544808752847,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,direct,static,5.164963499889186,1.360563479888488,8.289785470480215,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,direct,filter2,5.879757900089078,0.14566895193073248,11.505218346249645,5,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,direct,paired_jepa,7.9504276340805475,4.374826548870992,10.60713480958453,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,paired_jepa,coordinate,1.2215186445277748,0.19717028522312496,2.3305665934880153,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,paired_jepa,initialized,-0.031540788838935185,-0.2709911725687686,0.16024840033364018,3,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.08506545579651803,-0.0658304332012527,0.28389545746290157,4,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,rtmpose_m,paired_jepa,shuffled_jepa,-0.014625996028017063,-0.08266113929509267,0.04888424654170276,2,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,direct,unchanged,9.04298622122025,6.9161980944472905,11.063273084029657,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,direct,joint_affine,8.104890616187221,6.419670919079323,10.203416786828878,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,direct,static,5.912556877955566,2.1266457716572873,9.545727408005922,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,direct,filter2,5.893313338995854,0.4214885110405353,11.5962861003031,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,direct,paired_jepa,9.44281191866746,7.647121046328352,11.404781315013214,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,paired_jepa,coordinate,-0.09129519454784685,-1.9872202307541498,1.5124323328319924,7,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,paired_jepa,initialized,0.18663598409340842,-3.9967706122467916e-05,0.3880850598257046,6,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,paired_jepa,ordinary_jepa,0.29802436181268765,0.15066192659355354,0.4814427101577571,8,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
displacement_nle,vitpose_base,paired_jepa,shuffled_jepa,0.007720400438782082,-0.049393336931347065,0.06676012043185298,4,8,3,50000,pointwise person bootstrap after averaging three fitted seeds; no multiplicity or training-selection adjustment
