condition,sequence_id,video_id,frames,pose_frame_coverage,neurologic_observed_fraction,fps,status,path
myopathic,cljarmcm700dh3n6lxw24hxgx,R8LRCiTvUz8,159,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljarmcm700dh3n6lxw24hxgx.npz
myopathic,cljarn9oy00dl3n6l8pg9exfg,R8LRCiTvUz8,108,1.0,0.9945987654320988,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljarn9oy00dl3n6l8pg9exfg.npz
myopathic,cljaroguw00dp3n6lhfddiadu,R8LRCiTvUz8,190,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljaroguw00dp3n6lhfddiadu.npz
myopathic,cljarp08600dt3n6lxa7sysiv,R8LRCiTvUz8,138,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljarp08600dt3n6lxa7sysiv.npz
myopathic,cljarpts600dx3n6l98zqf6yn,R8LRCiTvUz8,138,1.0,0.9957729468599034,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljarpts600dx3n6l98zqf6yn.npz
myopathic,cljarqtuz00e13n6lrnox6mfs,R8LRCiTvUz8,139,1.0,0.9820143884892086,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljarqtuz00e13n6lrnox6mfs.npz
myopathic,cljawb5nf00043n6l38chxsod,HDkWDe6FZDg,202,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljawb5nf00043n6l38chxsod.npz
myopathic,cljawd01m00093n6l4kx9020l,HDkWDe6FZDg,83,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljawd01m00093n6l4kx9020l.npz
myopathic,cljawdoej000d3n6ll5ysj34f,HDkWDe6FZDg,140,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljawdoej000d3n6ll5ysj34f.npz
myopathic,cljax9d2p00363n6lx043s1m7,jzJIpY6vRLo,140,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljax9d2p00363n6lx043s1m7.npz
myopathic,cljaxabfg003a3n6l95mrlcry,jzJIpY6vRLo,125,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljaxabfg003a3n6l95mrlcry.npz
myopathic,cljaxb5y2003e3n6lj1j9qvav,jzJIpY6vRLo,128,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljaxb5y2003e3n6lj1j9qvav.npz
myopathic,cljaxbq22003i3n6lmzka93uq,jzJIpY6vRLo,155,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljaxbq22003i3n6lmzka93uq.npz
myopathic,cljo817z5004u3n6le3srfa4t,4Yiqk-ud8rI,407,1.0,0.9916052416052417,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljo817z5004u3n6le3srfa4t.npz
myopathic,cljo83yl800513n6lfglf5jn8,05oyBOE_0UE,153,0.9934640522875817,0.9558823529411765,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljo83yl800513n6lfglf5jn8.npz
myopathic,cljo84jju00553n6lmgm4dqtb,05oyBOE_0UE,183,1.0,0.98224043715847,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljo84jju00553n6lmgm4dqtb.npz
myopathic,cljr5nnwf000w3n6l8byrugrq,8NlJgIySMG0,503,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5nnwf000w3n6l8byrugrq.npz
myopathic,cljr5pdec00103n6lxb9mplvp,8NlJgIySMG0,467,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5pdec00103n6lxb9mplvp.npz
myopathic,cljr5tz3c001k3n6lfc27vpnp,8PPLTf0fZsY,125,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5tz3c001k3n6lfc27vpnp.npz
myopathic,cljr5unji001o3n6lapqpzkio,8PPLTf0fZsY,86,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5unji001o3n6lapqpzkio.npz
myopathic,cljr5vg0s001s3n6lvxtmt0rn,8PPLTf0fZsY,121,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5vg0s001s3n6lvxtmt0rn.npz
myopathic,cljr5wgkf001w3n6lwp1w3wlu,8PPLTf0fZsY,65,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr5wgkf001w3n6lwp1w3wlu.npz
myopathic,cljr61601002i3n6lp9ppmflo,5qM6wxZ_dNs,222,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr61601002i3n6lp9ppmflo.npz
myopathic,cljr62h3i002m3n6l9z24blly,5qM6wxZ_dNs,181,1.0,0.9700736648250461,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr62h3i002m3n6l9z24blly.npz
myopathic,cljr632e1002q3n6lcmbpwpnh,5qM6wxZ_dNs,152,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr632e1002q3n6lcmbpwpnh.npz
myopathic,cljr63lr2002u3n6ltz5dkwef,5qM6wxZ_dNs,97,1.0,0.9991408934707904,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr63lr2002u3n6ltz5dkwef.npz
myopathic,cljr64k4y002y3n6lqg5rmn1o,5qM6wxZ_dNs,169,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr64k4y002y3n6lqg5rmn1o.npz
myopathic,cljr658xk00323n6lfid0k0y6,5qM6wxZ_dNs,189,1.0,0.9642857142857143,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr658xk00323n6lfid0k0y6.npz
myopathic,cljr676xh00363n6le4sij6m4,5qM6wxZ_dNs,105,1.0,0.9928571428571429,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr676xh00363n6le4sij6m4.npz
myopathic,cljr6cam3003f3n6lzc4mo5ig,5qM6wxZ_dNs,144,1.0,1.0,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6cam3003f3n6lzc4mo5ig.npz
myopathic,cljr6mxf0000c3n6lujp11l6w,7Ft1bUTzxkM,202,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6mxf0000c3n6lujp11l6w.npz
myopathic,cljr6o2r2000g3n6ld9zqoaqo,7Ft1bUTzxkM,111,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6o2r2000g3n6ld9zqoaqo.npz
myopathic,cljr6ohvb000k3n6lfqwsgy5d,7Ft1bUTzxkM,79,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6ohvb000k3n6lfqwsgy5d.npz
myopathic,cljr6plhu000o3n6loi07umhh,7Ft1bUTzxkM,144,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6plhu000o3n6loi07umhh.npz
myopathic,cljr6q6hi000s3n6l92mb8yqa,7Ft1bUTzxkM,129,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6q6hi000s3n6l92mb8yqa.npz
myopathic,cljr6u47g00113n6lkd13v5fb,9qg-3smwLcs,60,0.9833333333333333,0.9791666666666666,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6u47g00113n6lkd13v5fb.npz
myopathic,cljr6wkld00193n6ltjloqzl1,9qg-3smwLcs,264,1.0,0.9952651515151515,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6wkld00193n6ltjloqzl1.npz
myopathic,cljr6xqvi001d3n6lctvtihw2,9qg-3smwLcs,455,1.0,0.9987179487179487,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6xqvi001d3n6lctvtihw2.npz
myopathic,cljr6z0uo001h3n6lixdz25qa,9qg-3smwLcs,247,1.0,0.9956140350877193,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6z0uo001h3n6lixdz25qa.npz
myopathic,cljr6zqwu001l3n6lc40rmemx,9qg-3smwLcs,422,0.9928909952606635,0.9383886255924171,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr6zqwu001l3n6lc40rmemx.npz
myopathic,cljr70g44001p3n6l08md7kau,9qg-3smwLcs,411,1.0,0.9835766423357665,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/cljr70g44001p3n6l08md7kau.npz
myopathic,clldgy8s700723o6l5i2b6d4e,R8LRCiTvUz8,147,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/myopathic/clldgy8s700723o6l5i2b6d4e.npz
normal,cljo2wwu7001a3n6ljmqm39l6,3KnFt8bH3tE,96,0.9895833333333334,0.984375,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo2wwu7001a3n6ljmqm39l6.npz
normal,cljo2y1f7001e3n6lt1wgacw6,3KnFt8bH3tE,85,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo2y1f7001e3n6lt1wgacw6.npz
normal,cljo2yqzp001i3n6lg75p7wtq,3KnFt8bH3tE,61,1.0,0.98224043715847,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo2yqzp001i3n6lg75p7wtq.npz
normal,cljo2zn41001m3n6lhbvww48i,3KnFt8bH3tE,47,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo2zn41001m3n6lhbvww48i.npz
normal,cljo30lnz001q3n6lopfty7q5,3KnFt8bH3tE,80,0.975,0.9427083333333334,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo30lnz001q3n6lopfty7q5.npz
normal,cljo32213001u3n6lel97up5f,3KnFt8bH3tE,70,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo32213001u3n6lel97up5f.npz
normal,cljo32ik2001y3n6lmmnu0sgo,3KnFt8bH3tE,49,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo32ik2001y3n6lmmnu0sgo.npz
normal,cljo32xnz00223n6lvxzyif3y,3KnFt8bH3tE,48,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo32xnz00223n6lvxzyif3y.npz
normal,cljo33m8400263n6l4xxsl6ku,3KnFt8bH3tE,44,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo33m8400263n6l4xxsl6ku.npz
normal,cljo340cm002a3n6low42ugvh,3KnFt8bH3tE,1170,1.0,0.9961538461538462,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo340cm002a3n6low42ugvh.npz
normal,cljo39ok9002h3n6ldr0w5sey,3KnFt8bH3tE,274,1.0,0.9893552311435523,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo39ok9002h3n6ldr0w5sey.npz
normal,cljo3b2dy002l3n6l270vpzp8,3KnFt8bH3tE,574,1.0,0.9995644599303136,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/normal/cljo3b2dy002l3n6l270vpzp8.npz
parkinsons,cljan9b4p00043n6ligceanyp,B5hrxKe2nP8,512,1.0,0.8977864583333334,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljan9b4p00043n6ligceanyp.npz
parkinsons,cljanb45y00083n6lmh1qhydd,B5hrxKe2nP8,215,1.0,0.8414728682170542,30.0,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljanb45y00083n6lmh1qhydd.npz
parkinsons,cljnyzwbo00043n6lugyldlhu,_Wn9oYGpRdM,232,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnyzwbo00043n6lugyldlhu.npz
parkinsons,cljnz3l34000c3n6ldapq560j,_Wn9oYGpRdM,170,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz3l34000c3n6ldapq560j.npz
parkinsons,cljnz4e8u000g3n6l1luikppo,_Wn9oYGpRdM,78,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz4e8u000g3n6l1luikppo.npz
parkinsons,cljnz4y5a000k3n6lkv4b1rjn,_Wn9oYGpRdM,120,1.0,0.9986111111111111,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz4y5a000k3n6lkv4b1rjn.npz
parkinsons,cljnz5sb1000o3n6lntosswwz,_Wn9oYGpRdM,81,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz5sb1000o3n6lntosswwz.npz
parkinsons,cljnz6vg1000s3n6lxxknbe72,_Wn9oYGpRdM,111,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz6vg1000s3n6lxxknbe72.npz
parkinsons,cljnz7jnj000w3n6lku3pfvtm,_Wn9oYGpRdM,90,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/parkinsons/cljnz7jnj000w3n6lku3pfvtm.npz
stroke,cljo8c0sw005w3n6l9ulr2eg2,5gpoegYv1hs,141,1.0,0.9674940898345153,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8c0sw005w3n6l9ulr2eg2.npz
stroke,cljo8cyv500603n6lyl148tmg,5gpoegYv1hs,306,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8cyv500603n6lyl148tmg.npz
stroke,cljo8e32t00643n6l37ncjeic,5gpoegYv1hs,603,1.0,0.9941956882255389,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8e32t00643n6l37ncjeic.npz
stroke,cljo8eumx00683n6le2s7myd4,5gpoegYv1hs,354,1.0,0.9830508474576272,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8eumx00683n6le2s7myd4.npz
stroke,cljo8fdke006c3n6lr8bzjjgi,5gpoegYv1hs,306,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8fdke006c3n6lr8bzjjgi.npz
stroke,cljo8g74m006g3n6l6kuxy9cf,5gpoegYv1hs,304,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8g74m006g3n6l6kuxy9cf.npz
stroke,cljo8hcfv006k3n6lgrx0fcpx,5gpoegYv1hs,573,1.0,1.0,23.976024627685547,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljo8hcfv006k3n6lgrx0fcpx.npz
stroke,cljr5fc5d000b3n6lkvc71zyl,8mTHlAIdea0,396,1.0,0.9930555555555556,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljr5fc5d000b3n6lkvc71zyl.npz
stroke,cljr5hwxc000f3n6lof5w9tyt,8mTHlAIdea0,82,0.8048780487804879,0.8048780487804879,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljr5hwxc000f3n6lof5w9tyt.npz
stroke,cljr5iki0000j3n6lwi8z5nh6,8mTHlAIdea0,137,0.5693430656934306,0.5693430656934306,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljr5iki0000j3n6lwi8z5nh6.npz
stroke,cljr5jk0h000n3n6la34mkdfz,8mTHlAIdea0,241,1.0,1.0,29.970029830932617,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljr5jk0h000n3n6la34mkdfz.npz
stroke,cljvvsucg00043n6l4evgn7q4,9VzOTO0nV8U,166,1.0,1.0,29.969999313354492,cached,/Users/pmui/dev/alexpose/penny/gavd3/cache/artifacts/real/poses/stroke/cljvvsucg00043n6l4evgn7q4.npz
