condition,sequence_id,video_id,neurologic_observed_fraction
normal,cljxh19il00143n6lcoxgwtoj,gp4H7Z2Vvn0,1.0
normal,cljxh25bj00183n6lp4ev8gns,gp4H7Z2Vvn0,0.9934895833333334
normal,cljxh303i001c3n6lznalpt42,gp4H7Z2Vvn0,1.0
normal,cljxh46p8001j3n6lnjlzlxpd,gp4H7Z2Vvn0,1.0
normal,cljxh4sqp001n3n6lrk6rnevw,gp4H7Z2Vvn0,1.0
normal,cljxh5uz0001r3n6l64mpm5b3,hGNKzkCF4J8,0.984375
normal,cljxh7ss1001w3n6lqp12u749,hSIYGZhRGd4,0.98046875
normal,cljxh9aq900203n6l7y6lqrt3,hSIYGZhRGd4,0.96484375
normal,cljxh9q2200243n6lq69dhx3v,hSIYGZhRGd4,0.9921875
normal,cljxhaq1h00283n6lyhcf8obn,hSIYGZhRGd4,1.0
normal,cljxhbr13002c3n6lo1ds8kua,hSIYGZhRGd4,0.8567708333333334
normal,cljxhcwlt002g3n6lpnrdf5mx,hSIYGZhRGd4,0.921875
normal,cljxhdl5y002k3n6lryoxnto7,hSIYGZhRGd4,1.0
normal,cljxhfdki002v3n6lq3lw1ob6,hSIYGZhRGd4,0.9830729166666666
normal,cljxhg8mm002z3n6lco4twkh5,hSIYGZhRGd4,0.9830729166666666
normal,cljxhh8ya00333n6lmn4bfa1d,hSIYGZhRGd4,1.0
normal,cljxhirrl00373n6l7xsxnxki,hSIYGZhRGd4,0.9947916666666666
normal,cljxhkcct003c3n6lvn7vvhnk,hSIYGZhRGd4,0.9895833333333334
normal,cljxhla5g003g3n6le1tbxmop,hSIYGZhRGd4,0.8932291666666666
normal,cljxhlvfn003k3n6li498ww87,hSIYGZhRGd4,0.9947916666666666
normal,cljxhm9kc003o3n6lint153vq,hSIYGZhRGd4,1.0
normal,cljxhmxzx003s3n6lb888laay,hSIYGZhRGd4,1.0
normal,cljxho16c003w3n6lm2bhcvp6,hSIYGZhRGd4,1.0
normal,cljxhovdm00403n6l8h1dj8v5,hSIYGZhRGd4,1.0
normal,cljxhpdds00443n6l04zwwcby,hSIYGZhRGd4,1.0
normal,cljxhqmkc00483n6l5nmlgtsk,hSIYGZhRGd4,1.0
normal,cljxhqzxh004c3n6l7fpf8bpn,hSIYGZhRGd4,1.0
normal,cljxhrmyz004g3n6ldq656j69,hSIYGZhRGd4,1.0
normal,cljxhso2n004k3n6lczes9nyj,hSIYGZhRGd4,0.98046875
normal,cljxhtnel004o3n6lv2qg78s8,hSIYGZhRGd4,0.9544270833333334
normal,cljxhuq6p004s3n6lvv0r39b9,hSIYGZhRGd4,0.96875
normal,cljxhvgec004w3n6lbq9yhtpd,hSIYGZhRGd4,0.9817708333333334
normal,cljxhw08900503n6l3nyj2qhl,hSIYGZhRGd4,0.953125
normal,cljxhxc8l00543n6le711pgu9,hSIYGZhRGd4,0.99609375
normal,cljxhybys00583n6l77dunspa,hSIYGZhRGd4,1.0
normal,cljxhzmht005c3n6ljn9iszh2,hSIYGZhRGd4,1.0
normal,cljxi0h9y005g3n6lbv12po7w,hSIYGZhRGd4,1.0
normal,cljxi10qi005k3n6lyaoabejr,hSIYGZhRGd4,1.0
normal,cljxi1ue5005o3n6lb1dsot60,hSIYGZhRGd4,1.0
normal,cljxi2qbp005s3n6llajez7qb,hSIYGZhRGd4,1.0
normal,cljxi3myk005w3n6lqukbi24u,hSIYGZhRGd4,0.984375
normal,cljxi533z00603n6lb3jwkr3v,hSIYGZhRGd4,1.0
normal,cljxi664s00683n6lhxbh8beh,hSIYGZhRGd4,1.0
normal,cljxi6yx1006c3n6l55izjvr5,hSIYGZhRGd4,0.953125
normal,cljxi7kt0006g3n6l9obrwgde,hSIYGZhRGd4,1.0
normal,cljxi82s2006k3n6l8u7gqntq,hSIYGZhRGd4,0.9765625
normal,cljxi9qeq006o3n6lybhf28cp,JD1AGVpftps,0.7825520833333334
normal,cljxiepu3007k3n6lnr4xhxvd,JD1AGVpftps,0.75
normal,cljxigc9k007p3n6l1tr0hmno,KnvYRnTA3XQ,1.0
normal,cljxih2v7007t3n6lbkgqlfoq,KnvYRnTA3XQ,1.0
normal,cljxihp86007x3n6lv3i1hc0h,KnvYRnTA3XQ,0.9674479166666666
normal,cljxijaiy00813n6lc6oo1rzh,KnvYRnTA3XQ,1.0
normal,cljxikwg800883n6l1fsf45nx,KnvYRnTA3XQ,1.0
normal,cljxilqrf008c3n6l523828ci,KnvYRnTA3XQ,0.9713541666666666
normal,cljximnr0008g3n6lmof9rjho,KnvYRnTA3XQ,1.0
normal,cljxinqoh008k3n6leh71a7vd,KnvYRnTA3XQ,1.0
normal,cljxjd0vg008q3n6lik66nqws,KnvYRnTA3XQ,0.99609375
normal,cljxjew0v008u3n6lfp6v2l22,KnvYRnTA3XQ,0.9440104166666666
normal,cljxjfx4c008y3n6lvumawda5,KnvYRnTA3XQ,1.0
normal,cljxjgy7n00923n6lf1jskzuu,KnvYRnTA3XQ,1.0
normal,cljxji13l00963n6l0o7vmhnf,KnvYRnTA3XQ,0.84375
normal,cljxjiy2z009a3n6lt8814xvn,KnvYRnTA3XQ,0.8736979166666666
normal,cljxjjxh5009f3n6ltrwv4sda,tUT8Fh1zGKA,1.0
normal,cljxjktjg009j3n6lvb3spwbi,tUT8Fh1zGKA,1.0
normal,cljxjnwb200043n6l82lqfqs4,ucZdenbi65k,1.0
normal,cljxjogr100083n6ldltplryd,ucZdenbi65k,1.0
normal,cljxjpb7z000d3n6lpmxhbqau,VL0AOiZt_lg,1.0
normal,cljxjq1v8000h3n6ljow5w2g6,VL0AOiZt_lg,1.0
normal,cljxjqo0e000l3n6lzw4fbzvx,VL0AOiZt_lg,1.0
normal,cljxjrak3000p3n6lpocul02a,VL0AOiZt_lg,1.0
normal,cljxjsfhr000t3n6l1t0t0i5v,VL0AOiZt_lg,1.0
normal,cljxjsxio000x3n6ldkxm7gs4,VL0AOiZt_lg,1.0
normal,cljxjtvxn00113n6lzfbo2p4o,VL0AOiZt_lg,1.0
normal,cljxjv25j001a3n6lw4iv9fwe,WpARylM4UYU,1.0
normal,cljxkbce1001f3n6lfsg0zbg4,FTHc-TJOQ34,1.0
normal,cljxkinfg001j3n6lrled80pl,FTHc-TJOQ34,0.859375
normal,cljxkjjxz001n3n6lui5d54d8,FTHc-TJOQ34,0.9713541666666666
normal,cljxkk705001r3n6lih7q9zt8,FTHc-TJOQ34,1.0
normal,cljxklc35001v3n6l6ex171ry,FTHc-TJOQ34,0.9283854166666666
normal,cljxkmtb900203n6l4tapnb5w,FTHc-TJOQ34,0.9986979166666666
normal,cljxknprk00243n6l8cnbqih7,FTHc-TJOQ34,0.96875
normal,cljxko91g00283n6llxc0x25r,FTHc-TJOQ34,0.9986979166666666
normal,cljxkp6vv002c3n6lcdfo99ti,FTHc-TJOQ34,1.0
normal,cljxkpurw002g3n6lnq0pryhp,FTHc-TJOQ34,1.0
normal,cljxkr5zf002k3n6lv3aaexih,FTHc-TJOQ34,0.984375
normal,cljxkrp7o002o3n6lmygdz4gg,FTHc-TJOQ34,1.0
normal,cljxksdtz002s3n6lnhe5t4p3,FTHc-TJOQ34,1.0
normal,cljxlqqqm002g3n6lc2tgfix6,_-Ubl8iD2B0,0.9986979166666666
normal,cljxlrov1002l3n6lpdcu0j0p,-0wbleNgAwg,1.0
normal,cljxlsc97002p3n6ldn9pbuxt,-0wbleNgAwg,1.0
normal,cljxlsxdl002t3n6l0re2d2cy,-0wbleNgAwg,1.0
normal,cljxltgmi002x3n6luf6r5xa4,-0wbleNgAwg,1.0
normal,cljxlu1ql00313n6lqtuw77ji,-0wbleNgAwg,0.9947916666666666
normal,cljxlunqd00353n6lhitle9h1,-0wbleNgAwg,1.0
normal,cljxlxk3m003r3n6l0ooimbk2,3FXUw98rrUY,1.0
normal,cljxlxyc0003v3n6l0if3b0i7,3FXUw98rrUY,1.0
normal,cljxlzffo00413n6le9f85cjl,3FXUw98rrUY,1.0
normal,cljxlzzdt00453n6l50zvip0f,3FXUw98rrUY,0.953125
normal,cljxm0q9n00493n6l1zgi8j4p,3FXUw98rrUY,1.0
normal,cljxm1es7004d3n6l1uh2pnq5,3FXUw98rrUY,1.0
normal,cljxm1xnl004h3n6lgh5v6l03,3FXUw98rrUY,0.984375
normal,cljxm3ajs004m3n6lk7unsn04,4KU6G7Iv8ZM,0.96875
normal,cljxm3vy3004q3n6lbbo4t0af,4KU6G7Iv8ZM,0.8619791666666666
normal,clk7f45v100043n6lfg3slaf9,3FXUw98rrUY,1.0
normal,clk7f51es000a3n6l36qtf09v,3FXUw98rrUY,0.984375
normal,clk7fexpr000l3n6l3fnz76zq,KnvYRnTA3XQ,1.0
normal,clk7fg9z9000p3n6lwqf8ijr7,KnvYRnTA3XQ,0.9934895833333334
normal,clk7fgn9n000t3n6ld4fxevnl,KnvYRnTA3XQ,1.0
normal,clk7fh5rw000x3n6lxsbdzyi5,KnvYRnTA3XQ,0.6953125
normal,clk7gxjve00123n6l2advgzrw,KnvYRnTA3XQ,1.0
normal,clk7gyl2g00163n6llq7wids3,KnvYRnTA3XQ,1.0
normal,clk7gz7xe001a3n6lwzc45ru5,KnvYRnTA3XQ,0.8893229166666666
normal,clk7gzvwl001e3n6ldwqkwlhl,KnvYRnTA3XQ,1.0
normal,clk7h0iwr001i3n6l7zutfxo5,KnvYRnTA3XQ,1.0
normal,clk7h195v001m3n6lqorxya1g,KnvYRnTA3XQ,0.984375
normal,clk7h2ijw001q3n6lisf01i9v,KnvYRnTA3XQ,0.9895833333333334
normal,clk7h3u8a001u3n6l5e34c1yc,KnvYRnTA3XQ,1.0
normal,clk7h4oki001y3n6l7typ149i,KnvYRnTA3XQ,0.97265625
normal,clk7uq89a00053n6lonxln755,KnvYRnTA3XQ,1.0
normal,clk7uqx0y00093n6lyp9anc3y,KnvYRnTA3XQ,1.0
normal,clk7ushtq000d3n6lkqijwp5x,KnvYRnTA3XQ,0.6888020833333334
normal,clk7v0al3000j3n6l81n66a68,MN4vnaNwIsA,1.0
normal,clk7v207i000r3n6l7cnpz7iv,MN4vnaNwIsA,1.0
normal,clk7v3gtf000v3n6la00c8eue,MN4vnaNwIsA,0.9895833333333334
normal,clk7v4dfr000z3n6lthxv7b9z,MN4vnaNwIsA,1.0
normal,clk7v612u00133n6ldrkdfi7n,MN4vnaNwIsA,0.9856770833333334
normal,clk7v783700173n6l6ng8xiqw,MN4vnaNwIsA,1.0
normal,clk7v85pj001b3n6lhmu8dk9m,MN4vnaNwIsA,0.9934895833333334
normal,clk7v95jh001f3n6lh0f2hs6i,MN4vnaNwIsA,1.0
normal,clk7va03r001j3n6l2elaj4na,MN4vnaNwIsA,0.9817708333333334
normal,clk7vb47s001n3n6lygrlfyfm,MN4vnaNwIsA,1.0
normal,clk7vbv2o001r3n6lwm62yivw,MN4vnaNwIsA,0.9934895833333334
normal,clk7vcgpg001v3n6le7jiaagx,MN4vnaNwIsA,1.0
normal,clk7vd8v8001z3n6l4h45mbxl,MN4vnaNwIsA,0.98828125
normal,clk7veg1d00233n6ld9n15yu8,MN4vnaNwIsA,1.0
normal,clk7vfg2700273n6l7uw034tx,MN4vnaNwIsA,0.9934895833333334
normal,clk7vg4wh002b3n6lnrl2k4nf,MN4vnaNwIsA,1.0
normal,clk7vgohu002f3n6l6edo8gi2,MN4vnaNwIsA,0.9934895833333334
normal,clk7vhaux002j3n6lnpdit5wa,MN4vnaNwIsA,1.0
normal,clk7vifr9002o3n6lofjqr29e,MN4vnaNwIsA,0.9765625
normal,clk7vjylo002t3n6l0is9degp,n-O8dHyYIF0,0.9895833333333334
normal,clk7vkjqo002x3n6lfrz358aq,n-O8dHyYIF0,1.0
normal,clk7vl6yu00313n6lknetd6da,n-O8dHyYIF0,0.98828125
normal,clk7vlsxt00353n6lmynqknax,n-O8dHyYIF0,0.9453125
normal,clk7vopzf003b3n6ls09yk91c,nXuJIs25z1U,1.0
normal,clk7vphu3003f3n6l7q6xnzl8,nXuJIs25z1U,1.0
normal,clk7vqef6003j3n6labf9flig,nXuJIs25z1U,1.0
normal,clk7vr8n7003n3n6l1mm7nwq5,nXuJIs25z1U,1.0
normal,clk7vs979003r3n6l21728wxc,nXuJIs25z1U,1.0
normal,clk7vstq3003v3n6lx16fsb87,nXuJIs25z1U,0.9934895833333334
normal,clk7vuicr00413n6l97p3b0gj,PAeh4qBwsUk,1.0
normal,clk7vv77k00453n6lht826fk9,PAeh4qBwsUk,1.0
normal,clk7vxpkh004b3n6lh19y5sxu,RMdC8Pa3VbU,1.0
normal,clk7vy9ja004f3n6lhju0ini5,RMdC8Pa3VbU,1.0
normal,clk7vzont004k3n6l8rzcrabu,sk0EU7MNt78,1.0
normal,clk7w2a5o004r3n6l5ra8skem,ucZdenbi65k,0.984375
normal,clk7w3ipd004v3n6lvxg2f2do,ucZdenbi65k,0.9908854166666666
normal,cll167h5e001i3o6l5mpbhm7y,diCVwltkV5M,0.9934895833333334
normal,cll168a55001o3o6lwsqxz5b4,diCVwltkV5M,0.8489583333333334
normal,cll16hpim00363o6lw2vi7j2h,EHymg4AGMJs,1.0
normal,cll16ij2s003e3o6lrapjbhw5,EHymg4AGMJs,1.0
normal,cll16j9i2003m3o6l0q72twds,EHymg4AGMJs,1.0
normal,cll16k7c9003u3o6l1z4qfzpf,EHymg4AGMJs,0.99609375
normal,cll16lmkw00423o6lvpbnbl4n,EHymg4AGMJs,1.0
normal,cll16mmxj004a3o6lims8zdjc,EHymg4AGMJs,1.0
normal,cll16nhyo004i3o6lhic41bhi,EHymg4AGMJs,1.0
normal,cll9vjtaw00133o6lyz1ucmc4,vUM4OwTQk34,1.0
normal,cllbxozns00053o6lttivp81c,nXuJIs25z1U,0.9986979166666666
normal,cllbyadr3000a3o6ll9sc6eii,EHymg4AGMJs,1.0
normal,cllbyvxgt000u3o6l7nwi510j,hSIYGZhRGd4,1.0
normal,cllbywkb000103o6lmam65od6,hSIYGZhRGd4,0.99609375
normal,cllbyxjmr00163o6l8skxmujb,hSIYGZhRGd4,1.0
normal,cllbyyh2a001c3o6lanqqhs7g,hSIYGZhRGd4,0.99609375
normal,cllbyzkkm001i3o6l45u1jeg3,hSIYGZhRGd4,1.0
normal,cllbz0tcd001o3o6l9xk6p1rd,hSIYGZhRGd4,0.8880208333333334
normal,cllbz3nkx001u3o6lc1n8stel,hSIYGZhRGd4,0.984375
normal,cllbz4yas00203o6lb5lv3xmr,hSIYGZhRGd4,1.0
normal,cllc0la2000263o6ldir88qnb,hSIYGZhRGd4,0.96875
normal,cllc0njf1002c3o6lc9oewi8q,hSIYGZhRGd4,0.9765625
normal,cllc0owv5002i3o6lf8nc9wez,hSIYGZhRGd4,0.9986979166666666
normal,cllc0reid002s3o6l3w7ki23w,hSIYGZhRGd4,0.9791666666666666
normal,cllc0t1oc002y3o6lz7j1wq4l,hSIYGZhRGd4,1.0
normal,cllc0v8c100363o6l0tnitjgo,hSIYGZhRGd4,1.0
normal,cllc0wbia003c3o6lkgntlxxj,hSIYGZhRGd4,0.9505208333333334
normal,cllc0y22y003i3o6liek1w8k8,hSIYGZhRGd4,1.0
normal,cllc0zccl003o3o6lsxg9bxha,hSIYGZhRGd4,0.8841145833333334
normal,cllc10m7m003u3o6lzizfrn1k,hSIYGZhRGd4,1.0
normal,cllc11h4u003y3o6lujf8deva,hSIYGZhRGd4,0.953125
normal,cllc136vu00423o6lz1gyo2p8,hSIYGZhRGd4,0.9973958333333334
normal,cllc1utlu001r3o6leofk2m9w,MN4vnaNwIsA,1.0
normal,cllc1x7j3001y3o6l3jo829my,MN4vnaNwIsA,0.98046875
normal,cllc1ylva00253o6le0hrppme,MN4vnaNwIsA,1.0
normal,cllc208i9002c3o6ls21a9v6i,MN4vnaNwIsA,0.9856770833333334
normal,cllc21h2d002g3o6lq9rx96l1,MN4vnaNwIsA,1.0
normal,cllc248am002q3o6lx58pvcyp,MN4vnaNwIsA,0.98828125
normal,cllc26p7b002x3o6lmz7e7jh5,MN4vnaNwIsA,1.0
normal,cllc295kl00343o6ldnlgsc1i,MN4vnaNwIsA,0.9856770833333334
normal,cllc2b2ja003b3o6lprua1g0l,MN4vnaNwIsA,1.0
normal,cllc2gg5z003i3o6l7f4xc4qr,MN4vnaNwIsA,0.84375
normal,cllc2ioa7003q3o6lns793jmg,MN4vnaNwIsA,1.0
normal,cllc2jyqh003u3o6lmte5fdzt,MN4vnaNwIsA,1.0
normal,cllc2ljyk00413o6l0hx0vps0,MN4vnaNwIsA,1.0
normal,cllen39z8000v3o6l4x2kgvwe,KnvYRnTA3XQ,1.0
normal,cllen5o7r00113o6lgnt7bym8,KnvYRnTA3XQ,1.0
normal,cllenanis001h3o6lsiozrhdi,KnvYRnTA3XQ,0.9375
normal,cllencclk001n3o6lakdxfzps,KnvYRnTA3XQ,0.90625
normal,clleng5wh001z3o6lpemlh9dy,KnvYRnTA3XQ,1.0
normal,cllenjarj002b3o6ldef7ptm7,KnvYRnTA3XQ,0.9947916666666666
normal,cllenlhp2002h3o6luagefsxk,KnvYRnTA3XQ,1.0
normal,cllenmtfi002n3o6l56xcf72f,KnvYRnTA3XQ,1.0
normal,cllenppvx002t3o6lxhjlee0a,KnvYRnTA3XQ,1.0
normal,cllenrt11002z3o6lcmujqn8n,KnvYRnTA3XQ,1.0
normal,cllenu3ga00333o6luwrwtc56,KnvYRnTA3XQ,1.0
normal,cllenvewz00393o6lvc1dc7qr,KnvYRnTA3XQ,1.0
normal,cllenw3r8003g3o6ludxcf6jg,KnvYRnTA3XQ,0.8125
normal,cllenx426003m3o6ld6v9zx31,KnvYRnTA3XQ,0.75
normal,cllenznbt003s3o6liisv7agr,KnvYRnTA3XQ,0.9453125
parkinsons,cljan9b4p00043n6ligceanyp,B5hrxKe2nP8,0.8971354166666666
parkinsons,cljanb45y00083n6lmh1qhydd,B5hrxKe2nP8,0.8411458333333334
parkinsons,cljnyzwbo00043n6lugyldlhu,_Wn9oYGpRdM,1.0
parkinsons,cljnz3l34000c3n6ldapq560j,_Wn9oYGpRdM,1.0
parkinsons,cljnz4e8u000g3n6l1luikppo,_Wn9oYGpRdM,1.0
parkinsons,cljnz4y5a000k3n6lkv4b1rjn,_Wn9oYGpRdM,0.9986979166666666
parkinsons,cljnz5sb1000o3n6lntosswwz,_Wn9oYGpRdM,1.0
parkinsons,cljnz6vg1000s3n6lxxknbe72,_Wn9oYGpRdM,1.0
parkinsons,cljnz7jnj000w3n6lku3pfvtm,_Wn9oYGpRdM,1.0
parkinsons,cljw614kh002n3n6l98x3nnr6,bmi1hYOnTHs,1.0
parkinsons,cljw61mqp002r3n6ly9axf1b2,bmi1hYOnTHs,1.0
parkinsons,cljw63z1r002z3n6ls929nezr,bmi1hYOnTHs,1.0
parkinsons,cljw65m0800333n6lpxsiegdj,bmi1hYOnTHs,0.87890625
parkinsons,cljw66tru00363n6lul1gvz3v,bmi1hYOnTHs,1.0
parkinsons,cljw69f3h003a3n6lk2qd3f08,bmi1hYOnTHs,0.98046875
parkinsons,cljw6a6on003e3n6l34f95ehd,bmi1hYOnTHs,0.9322916666666666
parkinsons,cljwno0m600043n6lq54umusu,-oJM2wUUjws,1.0
parkinsons,cljwnp5ai000c3n6lqhuqij08,-oJM2wUUjws,1.0
parkinsons,cljwrfyf600203n6ld19mo3ez,M-_cogKwXK4,1.0
parkinsons,cljwrgl2p00243n6lwusay4pt,M-_cogKwXK4,1.0
parkinsons,cljwri6el002b3n6l76w6m2d2,M-_cogKwXK4,1.0
parkinsons,cljwrix1g002f3n6lcqc3bzfa,M-_cogKwXK4,1.0
parkinsons,cljwsrf6f00043n6lyvybiqah,v1SoZ_S31pk,1.0
parkinsons,cll1ste1x00063o6l3v8z8pxh,t1IkEAkBSz4,0.9973958333333334
parkinsons,cll1stw3h000c3o6ls181yumr,t1IkEAkBSz4,1.0
parkinsons,cll1suku5000i3o6l0ztj3m3v,t1IkEAkBSz4,1.0
parkinsons,cll1sv6l6000o3o6lnedidemq,t1IkEAkBSz4,1.0
parkinsons,cll1svwwf000u3o6l1ek6dzq5,t1IkEAkBSz4,1.0
parkinsons,cll1sweuf00103o6lbl3xk82g,t1IkEAkBSz4,1.0
parkinsons,cll1swzih00163o6lxkyk0n6i,t1IkEAkBSz4,0.984375
parkinsons,cll1sxtm2001c3o6ljrt1rg3u,t1IkEAkBSz4,0.9622395833333334
parkinsons,cll1tbuth00053o6lx6ohlub5,b0KrA_96Ks0,0.9609375
parkinsons,cll1tcctq00093o6l30ew8fz2,b0KrA_96Ks0,0.90234375
parkinsons,cll8f6ept00473o6lw6kjtfk7,pFLC9C-xH8E,1.0
parkinsons,cll8f71lx004b3o6l0tgjpc2f,pFLC9C-xH8E,0.94921875
parkinsons,cll8f81fi004f3o6lg0cl1dqz,pFLC9C-xH8E,1.0
parkinsons,cll8f8oxc004j3o6lf22qu0lg,pFLC9C-xH8E,0.9713541666666666
parkinsons,cll8f95iw004n3o6l6eqevch7,pFLC9C-xH8E,1.0
parkinsons,cll8f9vug004r3o6lkzlw0bf1,pFLC9C-xH8E,0.9309895833333334
parkinsons,cll8fagz6004v3o6li524eskm,pFLC9C-xH8E,1.0
parkinsons,cllbkxxuf000c3o6l848vr3gz,v1SoZ_S31pk,1.0
stroke,cljo8c0sw005w3n6l9ulr2eg2,5gpoegYv1hs,0.9661458333333334
stroke,cljo8cyv500603n6lyl148tmg,5gpoegYv1hs,1.0
stroke,cljo8e32t00643n6l37ncjeic,5gpoegYv1hs,0.9921875
stroke,cljo8eumx00683n6le2s7myd4,5gpoegYv1hs,0.984375
stroke,cljo8fdke006c3n6lr8bzjjgi,5gpoegYv1hs,1.0
stroke,cljo8g74m006g3n6l6kuxy9cf,5gpoegYv1hs,1.0
stroke,cljo8hcfv006k3n6lgrx0fcpx,5gpoegYv1hs,1.0
stroke,cljr5fc5d000b3n6lkvc71zyl,8mTHlAIdea0,0.9934895833333334
stroke,cljr5hwxc000f3n6lof5w9tyt,8mTHlAIdea0,0.796875
stroke,cljr5iki0000j3n6lwi8z5nh6,8mTHlAIdea0,0.578125
stroke,cljr5jk0h000n3n6la34mkdfz,8mTHlAIdea0,1.0
stroke,cljvvsucg00043n6l4evgn7q4,9VzOTO0nV8U,1.0
stroke,cljw456fl001b3n6lgrikkdsg,B4rOTkTPbMI,0.9908854166666666
stroke,cljw461m9001f3n6l0o9gjzvg,B4rOTkTPbMI,1.0
stroke,cljw6utb3002i3n6ll0pspyhl,CMls0LwK5OU,1.0
stroke,cljw6vv80002m3n6l14b2y4jg,CMls0LwK5OU,0.9348958333333334
stroke,cljw6wq8o002q3n6lo4lmi8vd,CMls0LwK5OU,0.9296875
stroke,cljw6xyo3002u3n6lyl23l27l,CMls0LwK5OU,0.7786458333333334
stroke,cljw6yqg200313n6l6u9humd4,CMls0LwK5OU,1.0
stroke,cljw76g4e00443n6lfbboyczo,dc7cnLxbpKU,0.921875
stroke,cljw77snx004c3n6lvetndlu2,dc7cnLxbpKU,0.9375
stroke,cljw7jxyk00663n6la0rfq89w,dvfeYnWVD08,0.9114583333333334
stroke,cljw7knmw006a3n6lz5gfb0bo,dvfeYnWVD08,0.9986979166666666
stroke,cljw7r04700753n6ljc4jrdyl,eBvzFkcvScg,1.0
stroke,cljw7rexn00793n6l1q6fmh8e,eBvzFkcvScg,0.9635416666666666
stroke,cljw7rzbm007d3n6lanxu4gf4,eBvzFkcvScg,1.0
