sequence_id,video_id,cohort,neurologic_observed_fraction
cljwszxbr001c3n6lb5como0l,vUM4OwTQk34,canonical_normal,0.9661458333333334
cljwt17kh001g3n6lhqelrx2w,vUM4OwTQk34,canonical_normal,1.0
cljwt1mnk001k3n6lsrz5snat,vUM4OwTQk34,canonical_normal,0.99609375
cljwt275b001o3n6lx021hys6,vUM4OwTQk34,canonical_normal,1.0
cljwt2kh6001s3n6lnyzpoe3i,vUM4OwTQk34,canonical_normal,0.9765625
cljwtauxc00093n6lcfjk03tn,DfRhvdCiUJk,canonical_normal,0.9231770833333334
cljwtchru000e3n6ln81oebjw,diCVwltkV5M,canonical_normal,0.9088541666666666
cljwtdtig000m3n6l1wnao0fx,diCVwltkV5M,canonical_normal,0.9361979166666666
cljwteh0c000q3n6l0atu1s0y,diCVwltkV5M,canonical_normal,1.0
cljwtfmw9000u3n6lwarp8uit,diCVwltkV5M,canonical_normal,0.9778645833333334
cljwtgpsm000y3n6lgbj91b5h,eCCYhDSDlDc,canonical_normal,1.0
cljwth9ln00123n6l7bn94j2u,eCCYhDSDlDc,canonical_normal,0.875
cljwtj9z000173n6lfvq9s6p5,EHx08gSNfxQ,canonical_normal,1.0
cljwtjwzm001b3n6ldfj8y8yt,EHx08gSNfxQ,canonical_normal,1.0
cljwtki9b001f3n6lx9z4sqj7,EHx08gSNfxQ,canonical_normal,1.0
cljwtlo9i001k3n6l5haobi9m,EHymg4AGMJs,canonical_normal,1.0
cljwtm8x8001o3n6lz7zicp07,EHymg4AGMJs,canonical_normal,1.0
cljwtmuyo001s3n6lwvf8vtx3,EHymg4AGMJs,canonical_normal,1.0
cljwtogit00203n6labkjs3gk,EHymg4AGMJs,canonical_normal,1.0
cljwtp06q00243n6luy6xd8yh,EHymg4AGMJs,canonical_normal,1.0
cljxgsqgt00043n6lvj5enj3z,gp4H7Z2Vvn0,canonical_normal,1.0
cljxgtshi00093n6lozooumt1,gp4H7Z2Vvn0,canonical_normal,1.0
cljxgugiu000d3n6l1ieoxyk9,gp4H7Z2Vvn0,canonical_normal,1.0
cljxgvdvj000k3n6lmyydoci5,gp4H7Z2Vvn0,canonical_normal,0.9908854166666666
cljxgw12o000o3n6lm1k3e342,gp4H7Z2Vvn0,canonical_normal,1.0
cljxgwqfa000s3n6lpfzakjof,gp4H7Z2Vvn0,canonical_normal,0.9934895833333334
cljxgxq03000w3n6lpsp4cgc9,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh0rcs00103n6lwtbna364,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh19il00143n6lcoxgwtoj,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh25bj00183n6lp4ev8gns,gp4H7Z2Vvn0,canonical_normal,0.9934895833333334
cljxh303i001c3n6lznalpt42,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh46p8001j3n6lnjlzlxpd,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh4sqp001n3n6lrk6rnevw,gp4H7Z2Vvn0,canonical_normal,1.0
cljxh5uz0001r3n6l64mpm5b3,hGNKzkCF4J8,canonical_normal,0.984375
cljxh7ss1001w3n6lqp12u749,hSIYGZhRGd4,canonical_normal,0.98046875
cljxh9aq900203n6l7y6lqrt3,hSIYGZhRGd4,canonical_normal,0.96484375
cljxh9q2200243n6lq69dhx3v,hSIYGZhRGd4,canonical_normal,0.9921875
cljxhaq1h00283n6lyhcf8obn,hSIYGZhRGd4,canonical_normal,1.0
cljxhbr13002c3n6lo1ds8kua,hSIYGZhRGd4,canonical_normal,0.8567708333333334
cljxhcwlt002g3n6lpnrdf5mx,hSIYGZhRGd4,canonical_normal,0.921875
cljxhdl5y002k3n6lryoxnto7,hSIYGZhRGd4,canonical_normal,1.0
cljxhfdki002v3n6lq3lw1ob6,hSIYGZhRGd4,canonical_normal,0.9830729166666666
cljxhg8mm002z3n6lco4twkh5,hSIYGZhRGd4,canonical_normal,0.9830729166666666
cljxhh8ya00333n6lmn4bfa1d,hSIYGZhRGd4,canonical_normal,1.0
cljxhirrl00373n6l7xsxnxki,hSIYGZhRGd4,canonical_normal,0.9947916666666666
cljxhkcct003c3n6lvn7vvhnk,hSIYGZhRGd4,canonical_normal,0.9895833333333334
cljxhla5g003g3n6le1tbxmop,hSIYGZhRGd4,canonical_normal,0.8932291666666666
cljxhlvfn003k3n6li498ww87,hSIYGZhRGd4,canonical_normal,0.9947916666666666
cljxhm9kc003o3n6lint153vq,hSIYGZhRGd4,canonical_normal,1.0
cljxhmxzx003s3n6lb888laay,hSIYGZhRGd4,canonical_normal,1.0
cljxho16c003w3n6lm2bhcvp6,hSIYGZhRGd4,canonical_normal,1.0
cljxhovdm00403n6l8h1dj8v5,hSIYGZhRGd4,canonical_normal,1.0
cljxhpdds00443n6l04zwwcby,hSIYGZhRGd4,canonical_normal,1.0
cljxhqmkc00483n6l5nmlgtsk,hSIYGZhRGd4,canonical_normal,1.0
cljxhqzxh004c3n6l7fpf8bpn,hSIYGZhRGd4,canonical_normal,1.0
cljxhrmyz004g3n6ldq656j69,hSIYGZhRGd4,canonical_normal,1.0
cljxhso2n004k3n6lczes9nyj,hSIYGZhRGd4,canonical_normal,0.98046875
cljxhtnel004o3n6lv2qg78s8,hSIYGZhRGd4,canonical_normal,0.9544270833333334
cljxhuq6p004s3n6lvv0r39b9,hSIYGZhRGd4,canonical_normal,0.96875
cljxhvgec004w3n6lbq9yhtpd,hSIYGZhRGd4,canonical_normal,0.9817708333333334
cljxhw08900503n6l3nyj2qhl,hSIYGZhRGd4,canonical_normal,0.953125
cljxhxc8l00543n6le711pgu9,hSIYGZhRGd4,canonical_normal,0.99609375
cljxhybys00583n6l77dunspa,hSIYGZhRGd4,canonical_normal,1.0
cljxhzmht005c3n6ljn9iszh2,hSIYGZhRGd4,canonical_normal,1.0
cljxi0h9y005g3n6lbv12po7w,hSIYGZhRGd4,canonical_normal,1.0
cljxi10qi005k3n6lyaoabejr,hSIYGZhRGd4,canonical_normal,1.0
cljxi1ue5005o3n6lb1dsot60,hSIYGZhRGd4,canonical_normal,1.0
cljxi2qbp005s3n6llajez7qb,hSIYGZhRGd4,canonical_normal,1.0
cljxi3myk005w3n6lqukbi24u,hSIYGZhRGd4,canonical_normal,0.984375
cljxi533z00603n6lb3jwkr3v,hSIYGZhRGd4,canonical_normal,1.0
cljxi664s00683n6lhxbh8beh,hSIYGZhRGd4,canonical_normal,1.0
cljxi6yx1006c3n6l55izjvr5,hSIYGZhRGd4,canonical_normal,0.953125
cljxi7kt0006g3n6l9obrwgde,hSIYGZhRGd4,canonical_normal,1.0
cljxi82s2006k3n6l8u7gqntq,hSIYGZhRGd4,canonical_normal,0.9765625
cljxi9qeq006o3n6lybhf28cp,JD1AGVpftps,canonical_normal,0.7825520833333334
cljxiakgy006s3n6lnv6bs294,JD1AGVpftps,canonical_normal,0.3177083333333333
cljxib3tw006w3n6librdqi7p,JD1AGVpftps,canonical_normal,0.3606770833333333
cljxibqo100703n6lt6hgcqi4,JD1AGVpftps,canonical_normal,0.2734375
cljxiccu300743n6lmy70fnrb,JD1AGVpftps,canonical_normal,0.0
cljxicsda00783n6lzoxzdb0r,JD1AGVpftps,canonical_normal,0.015625
cljxid694007c3n6l2mwpxjbt,JD1AGVpftps,canonical_normal,0.0
cljxidr5v007g3n6l7sp6espk,JD1AGVpftps,canonical_normal,0.1171875
cljxiepu3007k3n6lnr4xhxvd,JD1AGVpftps,canonical_normal,0.75
cljxigc9k007p3n6l1tr0hmno,KnvYRnTA3XQ,canonical_normal,1.0
cljxih2v7007t3n6lbkgqlfoq,KnvYRnTA3XQ,canonical_normal,1.0
cljxihp86007x3n6lv3i1hc0h,KnvYRnTA3XQ,canonical_normal,0.9674479166666666
cljxijaiy00813n6lc6oo1rzh,KnvYRnTA3XQ,canonical_normal,1.0
cljxikwg800883n6l1fsf45nx,KnvYRnTA3XQ,canonical_normal,1.0
cljxilqrf008c3n6l523828ci,KnvYRnTA3XQ,canonical_normal,0.9713541666666666
cljximnr0008g3n6lmof9rjho,KnvYRnTA3XQ,canonical_normal,1.0
cljxinqoh008k3n6leh71a7vd,KnvYRnTA3XQ,canonical_normal,1.0
cljxjd0vg008q3n6lik66nqws,KnvYRnTA3XQ,canonical_normal,0.99609375
cljxjew0v008u3n6lfp6v2l22,KnvYRnTA3XQ,canonical_normal,0.9440104166666666
cljxjfx4c008y3n6lvumawda5,KnvYRnTA3XQ,canonical_normal,1.0
cljxjgy7n00923n6lf1jskzuu,KnvYRnTA3XQ,canonical_normal,1.0
cljxji13l00963n6l0o7vmhnf,KnvYRnTA3XQ,canonical_normal,0.84375
cljxjiy2z009a3n6lt8814xvn,KnvYRnTA3XQ,canonical_normal,0.8736979166666666
cljxjjxh5009f3n6ltrwv4sda,tUT8Fh1zGKA,canonical_normal,1.0
cljxjktjg009j3n6lvb3spwbi,tUT8Fh1zGKA,canonical_normal,1.0
cljxjnwb200043n6l82lqfqs4,ucZdenbi65k,canonical_normal,1.0
cljxjogr100083n6ldltplryd,ucZdenbi65k,canonical_normal,1.0
cljxjpb7z000d3n6lpmxhbqau,VL0AOiZt_lg,canonical_normal,1.0
cljxjq1v8000h3n6ljow5w2g6,VL0AOiZt_lg,canonical_normal,1.0
cljxjqo0e000l3n6lzw4fbzvx,VL0AOiZt_lg,canonical_normal,1.0
cljxjrak3000p3n6lpocul02a,VL0AOiZt_lg,canonical_normal,1.0
cljxjsfhr000t3n6l1t0t0i5v,VL0AOiZt_lg,canonical_normal,1.0
cljxjsxio000x3n6ldkxm7gs4,VL0AOiZt_lg,canonical_normal,1.0
cljxjtvxn00113n6lzfbo2p4o,VL0AOiZt_lg,canonical_normal,1.0
cljxjv25j001a3n6lw4iv9fwe,WpARylM4UYU,canonical_normal,1.0
cljxkbce1001f3n6lfsg0zbg4,FTHc-TJOQ34,canonical_normal,1.0
cljxkinfg001j3n6lrled80pl,FTHc-TJOQ34,canonical_normal,0.859375
cljxkjjxz001n3n6lui5d54d8,FTHc-TJOQ34,canonical_normal,0.9713541666666666
cljxkk705001r3n6lih7q9zt8,FTHc-TJOQ34,canonical_normal,1.0
cljxklc35001v3n6l6ex171ry,FTHc-TJOQ34,canonical_normal,0.9283854166666666
cljxkmtb900203n6l4tapnb5w,FTHc-TJOQ34,canonical_normal,0.9986979166666666
cljxknprk00243n6l8cnbqih7,FTHc-TJOQ34,canonical_normal,0.96875
cljxko91g00283n6llxc0x25r,FTHc-TJOQ34,canonical_normal,0.9986979166666666
cljxkp6vv002c3n6lcdfo99ti,FTHc-TJOQ34,canonical_normal,1.0
cljxkpurw002g3n6lnq0pryhp,FTHc-TJOQ34,canonical_normal,1.0
cljxkr5zf002k3n6lv3aaexih,FTHc-TJOQ34,canonical_normal,0.984375
cljxkrp7o002o3n6lmygdz4gg,FTHc-TJOQ34,canonical_normal,1.0
cljxksdtz002s3n6lnhe5t4p3,FTHc-TJOQ34,canonical_normal,1.0
cljxlqqqm002g3n6lc2tgfix6,_-Ubl8iD2B0,canonical_normal,0.9986979166666666
cljxlrov1002l3n6lpdcu0j0p,-0wbleNgAwg,canonical_normal,1.0
cljxlsc97002p3n6ldn9pbuxt,-0wbleNgAwg,canonical_normal,1.0
cljxlsxdl002t3n6l0re2d2cy,-0wbleNgAwg,canonical_normal,1.0
cljxltgmi002x3n6luf6r5xa4,-0wbleNgAwg,canonical_normal,1.0
cljxlu1ql00313n6lqtuw77ji,-0wbleNgAwg,canonical_normal,0.9947916666666666
cljxlunqd00353n6lhitle9h1,-0wbleNgAwg,canonical_normal,1.0
cljxlvf5h003a3n6lqssm40es,2LbERGI34lA,canonical_normal,0.0
cljxlvp0c003e3n6lhbqb87qc,2LbERGI34lA,canonical_normal,0.18619791666666666
cljxlw9dn003i3n6l27b3p6y1,2LbERGI34lA,canonical_normal,0.18489583333333334
cljxlwvyd003n3n6ljo58d6s9,2LbERGI34lA,canonical_normal,0.07291666666666667
cljxlxk3m003r3n6l0ooimbk2,3FXUw98rrUY,canonical_normal,1.0
cljxlxyc0003v3n6l0if3b0i7,3FXUw98rrUY,canonical_normal,1.0
cljxlzffo00413n6le9f85cjl,3FXUw98rrUY,canonical_normal,1.0
cljxlzzdt00453n6l50zvip0f,3FXUw98rrUY,canonical_normal,0.953125
cljxm0q9n00493n6l1zgi8j4p,3FXUw98rrUY,canonical_normal,1.0
cljxm1es7004d3n6l1uh2pnq5,3FXUw98rrUY,canonical_normal,1.0
cljxm1xnl004h3n6lgh5v6l03,3FXUw98rrUY,canonical_normal,0.984375
cljxm3ajs004m3n6lk7unsn04,4KU6G7Iv8ZM,canonical_normal,0.96875
cljxm3vy3004q3n6lbbo4t0af,4KU6G7Iv8ZM,canonical_normal,0.8619791666666666
clk7f45v100043n6lfg3slaf9,3FXUw98rrUY,canonical_normal,1.0
clk7f51es000a3n6l36qtf09v,3FXUw98rrUY,canonical_normal,0.984375
clk7fexpr000l3n6l3fnz76zq,KnvYRnTA3XQ,canonical_normal,1.0
clk7fg9z9000p3n6lwqf8ijr7,KnvYRnTA3XQ,canonical_normal,0.9934895833333334
clk7fgn9n000t3n6ld4fxevnl,KnvYRnTA3XQ,canonical_normal,1.0
clk7fh5rw000x3n6lxsbdzyi5,KnvYRnTA3XQ,canonical_normal,0.6953125
clk7gxjve00123n6l2advgzrw,KnvYRnTA3XQ,canonical_normal,1.0
clk7gyl2g00163n6llq7wids3,KnvYRnTA3XQ,canonical_normal,1.0
clk7gz7xe001a3n6lwzc45ru5,KnvYRnTA3XQ,canonical_normal,0.8893229166666666
clk7gzvwl001e3n6ldwqkwlhl,KnvYRnTA3XQ,canonical_normal,1.0
clk7h0iwr001i3n6l7zutfxo5,KnvYRnTA3XQ,canonical_normal,1.0
clk7h195v001m3n6lqorxya1g,KnvYRnTA3XQ,canonical_normal,0.984375
clk7h2ijw001q3n6lisf01i9v,KnvYRnTA3XQ,canonical_normal,0.9895833333333334
clk7h3u8a001u3n6l5e34c1yc,KnvYRnTA3XQ,canonical_normal,1.0
clk7h4oki001y3n6l7typ149i,KnvYRnTA3XQ,canonical_normal,0.97265625
clk7uq89a00053n6lonxln755,KnvYRnTA3XQ,canonical_normal,1.0
clk7uqx0y00093n6lyp9anc3y,KnvYRnTA3XQ,canonical_normal,1.0
clk7ushtq000d3n6lkqijwp5x,KnvYRnTA3XQ,canonical_normal,0.6888020833333334
clk7v0al3000j3n6l81n66a68,MN4vnaNwIsA,canonical_normal,1.0
clk7v207i000r3n6l7cnpz7iv,MN4vnaNwIsA,canonical_normal,1.0
clk7v3gtf000v3n6la00c8eue,MN4vnaNwIsA,canonical_normal,0.9895833333333334
clk7v4dfr000z3n6lthxv7b9z,MN4vnaNwIsA,canonical_normal,1.0
clk7v612u00133n6ldrkdfi7n,MN4vnaNwIsA,canonical_normal,0.9856770833333334
clk7v783700173n6l6ng8xiqw,MN4vnaNwIsA,canonical_normal,1.0
clk7v85pj001b3n6lhmu8dk9m,MN4vnaNwIsA,canonical_normal,0.9934895833333334
clk7v95jh001f3n6lh0f2hs6i,MN4vnaNwIsA,canonical_normal,1.0
clk7va03r001j3n6l2elaj4na,MN4vnaNwIsA,canonical_normal,0.9817708333333334
clk7vb47s001n3n6lygrlfyfm,MN4vnaNwIsA,canonical_normal,1.0
clk7vbv2o001r3n6lwm62yivw,MN4vnaNwIsA,canonical_normal,0.9934895833333334
clk7vcgpg001v3n6le7jiaagx,MN4vnaNwIsA,canonical_normal,1.0
clk7vd8v8001z3n6l4h45mbxl,MN4vnaNwIsA,canonical_normal,0.98828125
clk7veg1d00233n6ld9n15yu8,MN4vnaNwIsA,canonical_normal,1.0
clk7vfg2700273n6l7uw034tx,MN4vnaNwIsA,canonical_normal,0.9934895833333334
clk7vg4wh002b3n6lnrl2k4nf,MN4vnaNwIsA,canonical_normal,1.0
clk7vgohu002f3n6l6edo8gi2,MN4vnaNwIsA,canonical_normal,0.9934895833333334
clk7vhaux002j3n6lnpdit5wa,MN4vnaNwIsA,canonical_normal,1.0
clk7vifr9002o3n6lofjqr29e,MN4vnaNwIsA,canonical_normal,0.9765625
clk7vjylo002t3n6l0is9degp,n-O8dHyYIF0,canonical_normal,0.9895833333333334
clk7vkjqo002x3n6lfrz358aq,n-O8dHyYIF0,canonical_normal,1.0
clk7vl6yu00313n6lknetd6da,n-O8dHyYIF0,canonical_normal,0.98828125
clk7vlsxt00353n6lmynqknax,n-O8dHyYIF0,canonical_normal,0.9453125
clk7vopzf003b3n6ls09yk91c,nXuJIs25z1U,canonical_normal,1.0
clk7vphu3003f3n6l7q6xnzl8,nXuJIs25z1U,canonical_normal,1.0
clk7vqef6003j3n6labf9flig,nXuJIs25z1U,canonical_normal,1.0
clk7vr8n7003n3n6l1mm7nwq5,nXuJIs25z1U,canonical_normal,1.0
clk7vs979003r3n6l21728wxc,nXuJIs25z1U,canonical_normal,1.0
clk7vstq3003v3n6lx16fsb87,nXuJIs25z1U,canonical_normal,0.9934895833333334
clk7vuicr00413n6l97p3b0gj,PAeh4qBwsUk,canonical_normal,1.0
clk7vv77k00453n6lht826fk9,PAeh4qBwsUk,canonical_normal,1.0
clk7vxpkh004b3n6lh19y5sxu,RMdC8Pa3VbU,canonical_normal,1.0
clk7vy9ja004f3n6lhju0ini5,RMdC8Pa3VbU,canonical_normal,1.0
clk7vzont004k3n6l8rzcrabu,sk0EU7MNt78,canonical_normal,1.0
clk7w2a5o004r3n6l5ra8skem,ucZdenbi65k,canonical_normal,0.984375
clk7w3ipd004v3n6lvxg2f2do,ucZdenbi65k,canonical_normal,0.9908854166666666
cll167h5e001i3o6l5mpbhm7y,diCVwltkV5M,canonical_normal,0.9934895833333334
cll168a55001o3o6lwsqxz5b4,diCVwltkV5M,canonical_normal,0.8489583333333334
cll16hpim00363o6lw2vi7j2h,EHymg4AGMJs,canonical_normal,1.0
cll16ij2s003e3o6lrapjbhw5,EHymg4AGMJs,canonical_normal,1.0
cll16j9i2003m3o6l0q72twds,EHymg4AGMJs,canonical_normal,1.0
cll16k7c9003u3o6l1z4qfzpf,EHymg4AGMJs,canonical_normal,0.99609375
cll16lmkw00423o6lvpbnbl4n,EHymg4AGMJs,canonical_normal,1.0
cll16mmxj004a3o6lims8zdjc,EHymg4AGMJs,canonical_normal,1.0
cll16nhyo004i3o6lhic41bhi,EHymg4AGMJs,canonical_normal,1.0
cll9vjtaw00133o6lyz1ucmc4,vUM4OwTQk34,canonical_normal,1.0
cllbxozns00053o6lttivp81c,nXuJIs25z1U,canonical_normal,0.9986979166666666
cllbyadr3000a3o6ll9sc6eii,EHymg4AGMJs,canonical_normal,1.0
cllbyvxgt000u3o6l7nwi510j,hSIYGZhRGd4,canonical_normal,1.0
cllbywkb000103o6lmam65od6,hSIYGZhRGd4,canonical_normal,0.99609375
cllbyxjmr00163o6l8skxmujb,hSIYGZhRGd4,canonical_normal,1.0
cllbyyh2a001c3o6lanqqhs7g,hSIYGZhRGd4,canonical_normal,0.99609375
cllbyzkkm001i3o6l45u1jeg3,hSIYGZhRGd4,canonical_normal,1.0
cllbz0tcd001o3o6l9xk6p1rd,hSIYGZhRGd4,canonical_normal,0.8880208333333334
cllbz3nkx001u3o6lc1n8stel,hSIYGZhRGd4,canonical_normal,0.984375
cllbz4yas00203o6lb5lv3xmr,hSIYGZhRGd4,canonical_normal,1.0
cllc0la2000263o6ldir88qnb,hSIYGZhRGd4,canonical_normal,0.96875
cllc0njf1002c3o6lc9oewi8q,hSIYGZhRGd4,canonical_normal,0.9765625
cllc0owv5002i3o6lf8nc9wez,hSIYGZhRGd4,canonical_normal,0.9986979166666666
cllc0qhax002m3o6ltjkzvput,hSIYGZhRGd4,canonical_normal,0.48828125
cllc0reid002s3o6l3w7ki23w,hSIYGZhRGd4,canonical_normal,0.9791666666666666
cllc0t1oc002y3o6lz7j1wq4l,hSIYGZhRGd4,canonical_normal,1.0
cllc0v8c100363o6l0tnitjgo,hSIYGZhRGd4,canonical_normal,1.0
cllc0wbia003c3o6lkgntlxxj,hSIYGZhRGd4,canonical_normal,0.9505208333333334
cllc0y22y003i3o6liek1w8k8,hSIYGZhRGd4,canonical_normal,1.0
cllc0zccl003o3o6lsxg9bxha,hSIYGZhRGd4,canonical_normal,0.8841145833333334
cllc10m7m003u3o6lzizfrn1k,hSIYGZhRGd4,canonical_normal,1.0
cllc11h4u003y3o6lujf8deva,hSIYGZhRGd4,canonical_normal,0.953125
cllc136vu00423o6lz1gyo2p8,hSIYGZhRGd4,canonical_normal,0.9973958333333334
cllc1utlu001r3o6leofk2m9w,MN4vnaNwIsA,canonical_normal,1.0
cllc1x7j3001y3o6l3jo829my,MN4vnaNwIsA,canonical_normal,0.98046875
cllc1ylva00253o6le0hrppme,MN4vnaNwIsA,canonical_normal,1.0
cllc208i9002c3o6ls21a9v6i,MN4vnaNwIsA,canonical_normal,0.9856770833333334
cllc21h2d002g3o6lq9rx96l1,MN4vnaNwIsA,canonical_normal,1.0
cllc248am002q3o6lx58pvcyp,MN4vnaNwIsA,canonical_normal,0.98828125
cllc26p7b002x3o6lmz7e7jh5,MN4vnaNwIsA,canonical_normal,1.0
cllc295kl00343o6ldnlgsc1i,MN4vnaNwIsA,canonical_normal,0.9856770833333334
cllc2b2ja003b3o6lprua1g0l,MN4vnaNwIsA,canonical_normal,1.0
cllc2gg5z003i3o6l7f4xc4qr,MN4vnaNwIsA,canonical_normal,0.84375
cllc2ioa7003q3o6lns793jmg,MN4vnaNwIsA,canonical_normal,1.0
cllc2jyqh003u3o6lmte5fdzt,MN4vnaNwIsA,canonical_normal,1.0
cllc2ljyk00413o6l0hx0vps0,MN4vnaNwIsA,canonical_normal,1.0
cllen39z8000v3o6l4x2kgvwe,KnvYRnTA3XQ,canonical_normal,1.0
cllen5o7r00113o6lgnt7bym8,KnvYRnTA3XQ,canonical_normal,1.0
cllenanis001h3o6lsiozrhdi,KnvYRnTA3XQ,canonical_normal,0.9375
cllencclk001n3o6lakdxfzps,KnvYRnTA3XQ,canonical_normal,0.90625
cllendz0h001t3o6lkl4rhklc,KnvYRnTA3XQ,canonical_normal,0.4127604166666667
clleng5wh001z3o6lpemlh9dy,KnvYRnTA3XQ,canonical_normal,1.0
cllenh9d100253o6lu2fyb0jk,KnvYRnTA3XQ,canonical_normal,0.14973958333333334
cllenjarj002b3o6ldef7ptm7,KnvYRnTA3XQ,canonical_normal,0.9947916666666666
cllenlhp2002h3o6luagefsxk,KnvYRnTA3XQ,canonical_normal,1.0
cllenmtfi002n3o6l56xcf72f,KnvYRnTA3XQ,canonical_normal,1.0
cllenppvx002t3o6lxhjlee0a,KnvYRnTA3XQ,canonical_normal,1.0
cllenrt11002z3o6lcmujqn8n,KnvYRnTA3XQ,canonical_normal,1.0
cllenu3ga00333o6luwrwtc56,KnvYRnTA3XQ,canonical_normal,1.0
cllenvewz00393o6lvc1dc7qr,KnvYRnTA3XQ,canonical_normal,1.0
cllenw3r8003g3o6ludxcf6jg,KnvYRnTA3XQ,canonical_normal,0.8125
cllenx426003m3o6ld6v9zx31,KnvYRnTA3XQ,canonical_normal,0.75
cllenznbt003s3o6liisv7agr,KnvYRnTA3XQ,canonical_normal,0.9453125
