endpoint,scale_policy,person_id,motion_id,window_id,variant,reference_eligible,reference_reasons,reference_visible_frames,reference_valid_frames,reference_finite_frames,reference_raw_event_count,reference_event_count,reference_amplitude_raw_px,reference_amplitude_normalized,bbox_scale_cv
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,c73a7148094870a685f0,clean,False,reference_visibility_gap,56,64,64,3,2,13.281935459594658,0.0360907010765461,0.0105618250455392
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,c73a7148094870a685f0,blur,False,reference_visibility_gap,56,64,64,3,2,13.281935459594658,0.0360907010765461,0.0105618250455392
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,c73a7148094870a685f0,obstruction,False,reference_visibility_gap,1,64,64,3,2,13.281935459594658,0.0360907010765461,0.0105618250455392
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,c73a7148094870a685f0,blur_obstruction,False,reference_visibility_gap,1,64,64,3,2,13.281935459594658,0.0360907010765461,0.0105618250455392
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,8939c196fe3ef77be5e4,clean,False,reference_visibility_gap,60,64,64,4,4,9.98287982603127,0.0269203327207687,0.0112427519770765
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,8939c196fe3ef77be5e4,blur,False,reference_visibility_gap,60,64,64,4,4,9.98287982603127,0.0269203327207687,0.0112427519770765
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,8939c196fe3ef77be5e4,obstruction,False,reference_visibility_gap,0,64,64,4,4,9.98287982603127,0.0269203327207687,0.0112427519770765
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,8939c196fe3ef77be5e4,blur_obstruction,False,reference_visibility_gap,0,64,64,4,4,9.98287982603127,0.0269203327207687,0.0112427519770765
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,9488154b89875adbc97c,clean,True,,64,64,64,7,6,3.677439183643535,0.0105200733337532,0.0174415948332304
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,9488154b89875adbc97c,blur,True,,64,64,64,7,6,3.677439183643535,0.0105200733337532,0.0174415948332304
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,9488154b89875adbc97c,obstruction,False,reference_visibility_gap,0,64,64,7,6,3.677439183643535,0.0105200733337532,0.0174415948332304
visible,frame_reference,BioMotionLab_NTroje::rub054,BioMotionLab_NTroje/rub054/0000_treadmill_norm_poses.npz,9488154b89875adbc97c,blur_obstruction,False,reference_visibility_gap,0,64,64,7,6,3.677439183643535,0.0105200733337532,0.0174415948332304
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,4effeee8776b0a86b353,clean,False,reference_visibility_gap,52,64,64,3,3,13.09319738947318,0.0361053154949915,0.0113828391902717
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,4effeee8776b0a86b353,blur,False,reference_visibility_gap,52,64,64,3,3,13.09319738947318,0.0361053154949915,0.0113828391902717
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,4effeee8776b0a86b353,obstruction,False,reference_visibility_gap,0,64,64,3,3,13.09319738947318,0.0361053154949915,0.0113828391902717
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,4effeee8776b0a86b353,blur_obstruction,False,reference_visibility_gap,0,64,64,3,3,13.09319738947318,0.0361053154949915,0.0113828391902717
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,0950ed4076ce2f83dfb6,clean,False,reference_visibility_gap,51,64,64,3,3,12.962011894667691,0.03581027136957,0.0104967058715567
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,0950ed4076ce2f83dfb6,blur,False,reference_visibility_gap,51,64,64,3,3,12.962011894667691,0.03581027136957,0.0104967058715567
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,0950ed4076ce2f83dfb6,obstruction,False,reference_visibility_gap,1,64,64,3,3,12.962011894667691,0.03581027136957,0.0104967058715567
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,0950ed4076ce2f83dfb6,blur_obstruction,False,reference_visibility_gap,1,64,64,3,3,12.962011894667691,0.03581027136957,0.0104967058715567
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,c7305501243810cc82f6,clean,False,reference_visibility_gap,55,64,64,4,3,12.700110318779446,0.0352034270757409,0.0105920733153931
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,c7305501243810cc82f6,blur,False,reference_visibility_gap,55,64,64,4,3,12.700110318779446,0.0352034270757409,0.0105920733153931
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,c7305501243810cc82f6,obstruction,False,reference_visibility_gap,0,64,64,4,3,12.700110318779446,0.0352034270757409,0.0105920733153931
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,c7305501243810cc82f6,blur_obstruction,False,reference_visibility_gap,0,64,64,4,3,12.700110318779446,0.0352034270757409,0.0105920733153931
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,7ae4e1b185b67910e47b,clean,False,reference_visibility_gap,55,64,64,4,4,9.874394776725463,0.0271964594658491,0.0099538583644596
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,7ae4e1b185b67910e47b,blur,False,reference_visibility_gap,55,64,64,4,4,9.874394776725463,0.0271964594658491,0.0099538583644596
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,7ae4e1b185b67910e47b,obstruction,False,reference_visibility_gap,0,64,64,4,4,9.874394776725463,0.0271964594658491,0.0099538583644596
visible,frame_reference,BioMotionLab_NTroje::rub070,BioMotionLab_NTroje/rub070/0000_treadmill_norm_poses.npz,7ae4e1b185b67910e47b,blur_obstruction,False,reference_visibility_gap,0,64,64,4,4,9.874394776725463,0.0271964594658491,0.0099538583644596
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,5f3854ebb232dd83471e,clean,True,,64,64,64,4,4,2.515276153595808,0.0064959538852824,0.0144468272142019
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,5f3854ebb232dd83471e,blur,True,,64,64,64,4,4,2.515276153595808,0.0064959538852824,0.0144468272142019
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,5f3854ebb232dd83471e,obstruction,False,reference_visibility_gap,0,64,64,4,4,2.515276153595808,0.0064959538852824,0.0144468272142019
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,5f3854ebb232dd83471e,blur_obstruction,False,reference_visibility_gap,0,64,64,4,4,2.515276153595808,0.0064959538852824,0.0144468272142019
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,10182d8310f65038f923,clean,True,,64,64,64,3,3,3.6627642476469826,0.0096641583596135,0.012088521209587
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,10182d8310f65038f923,blur,True,,64,64,64,3,3,3.6627642476469826,0.0096641583596135,0.012088521209587
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,10182d8310f65038f923,obstruction,False,reference_visibility_gap,0,64,64,3,3,3.6627642476469826,0.0096641583596135,0.012088521209587
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,10182d8310f65038f923,blur_obstruction,False,reference_visibility_gap,0,64,64,3,3,3.6627642476469826,0.0096641583596135,0.012088521209587
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,38cd80652e9fa5b398d2,clean,True,,64,64,64,5,5,2.1925313538972873,0.0065452023823158,0.015104417217762
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,38cd80652e9fa5b398d2,blur,True,,64,64,64,5,5,2.1925313538972873,0.0065452023823158,0.015104417217762
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,38cd80652e9fa5b398d2,obstruction,False,reference_visibility_gap,0,64,64,5,5,2.1925313538972873,0.0065452023823158,0.015104417217762
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,38cd80652e9fa5b398d2,blur_obstruction,False,reference_visibility_gap,0,64,64,5,5,2.1925313538972873,0.0065452023823158,0.015104417217762
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,93878f8d0e6cfd488ee9,clean,True,,64,64,64,2,2,2.7461999061387035,0.0070056741446103,0.0139324488452423
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,93878f8d0e6cfd488ee9,blur,True,,64,64,64,2,2,2.7461999061387035,0.0070056741446103,0.0139324488452423
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,93878f8d0e6cfd488ee9,obstruction,False,reference_visibility_gap,0,64,64,2,2,2.7461999061387035,0.0070056741446103,0.0139324488452423
visible,frame_reference,BioMotionLab_NTroje::rub072,BioMotionLab_NTroje/rub072/0000_treadmill_norm_poses.npz,93878f8d0e6cfd488ee9,blur_obstruction,False,reference_visibility_gap,0,64,64,2,2,2.7461999061387035,0.0070056741446103,0.0139324488452423
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,db7ea9852862feb47788,clean,False,reference_visibility_gap,59,64,64,6,6,3.9604883282783794,0.0109398885936076,0.0135639582305727
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,db7ea9852862feb47788,blur,False,reference_visibility_gap,59,64,64,6,6,3.9604883282783794,0.0109398885936076,0.0135639582305727
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,db7ea9852862feb47788,obstruction,False,reference_visibility_gap,0,64,64,6,6,3.9604883282783794,0.0109398885936076,0.0135639582305727
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,db7ea9852862feb47788,blur_obstruction,False,reference_visibility_gap,0,64,64,6,6,3.9604883282783794,0.0109398885936076,0.0135639582305727
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,8a01311f36d7649395d0,clean,False,reference_visibility_gap,61,64,64,5,5,4.329932516499491,0.0123237748154857,0.016027900420769
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,8a01311f36d7649395d0,blur,False,reference_visibility_gap,61,64,64,5,5,4.329932516499491,0.0123237748154857,0.016027900420769
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,8a01311f36d7649395d0,obstruction,False,reference_visibility_gap,0,64,64,5,5,4.329932516499491,0.0123237748154857,0.016027900420769
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,8a01311f36d7649395d0,blur_obstruction,False,reference_visibility_gap,0,64,64,5,5,4.329932516499491,0.0123237748154857,0.016027900420769
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,f7be2b8b5cc6cb168bc3,clean,True,,64,64,64,6,8,3.71875647597618,0.0101427499037063,0.0120528110584272
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,f7be2b8b5cc6cb168bc3,blur,True,,64,64,64,6,8,3.71875647597618,0.0101427499037063,0.0120528110584272
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,f7be2b8b5cc6cb168bc3,obstruction,False,reference_visibility_gap,0,64,64,6,8,3.71875647597618,0.0101427499037063,0.0120528110584272
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,f7be2b8b5cc6cb168bc3,blur_obstruction,False,reference_visibility_gap,0,64,64,6,8,3.71875647597618,0.0101427499037063,0.0120528110584272
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,72f675be463db7a6f461,clean,True,,64,64,64,4,5,2.469363440616991,0.0063453614261302,0.0135461521506996
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,72f675be463db7a6f461,blur,True,,64,64,64,4,5,2.469363440616991,0.0063453614261302,0.0135461521506996
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,72f675be463db7a6f461,obstruction,False,reference_visibility_gap,0,64,64,4,5,2.469363440616991,0.0063453614261302,0.0135461521506996
visible,frame_reference,BioMotionLab_NTroje::rub075,BioMotionLab_NTroje/rub075/0000_treadmill_norm_poses.npz,72f675be463db7a6f461,blur_obstruction,False,reference_visibility_gap,0,64,64,4,5,2.469363440616991,0.0063453614261302,0.0135461521506996
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,5ebe69bf63a35449ab27,clean,False,reference_visibility_gap,58,64,64,5,5,2.134070754811001,0.0056591829657836,0.0128867728352881
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,5ebe69bf63a35449ab27,blur,False,reference_visibility_gap,58,64,64,5,5,2.134070754811001,0.0056591829657836,0.0128867728352881
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,5ebe69bf63a35449ab27,obstruction,False,reference_visibility_gap,0,64,64,5,5,2.134070754811001,0.0056591829657836,0.0128867728352881
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,5ebe69bf63a35449ab27,blur_obstruction,False,reference_visibility_gap,0,64,64,5,5,2.134070754811001,0.0056591829657836,0.0128867728352881
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,fd0f2a67a4faa15c084c,clean,False,reference_visibility_gap,47,64,64,5,4,16.57626521108831,0.0449999127050146,0.0116591100753599
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,fd0f2a67a4faa15c084c,blur,False,reference_visibility_gap,47,64,64,5,4,16.57626521108831,0.0449999127050146,0.0116591100753599
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,fd0f2a67a4faa15c084c,obstruction,False,reference_visibility_gap,0,64,64,5,4,16.57626521108831,0.0449999127050146,0.0116591100753599
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,fd0f2a67a4faa15c084c,blur_obstruction,False,reference_visibility_gap,0,64,64,5,4,16.57626521108831,0.0449999127050146,0.0116591100753599
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,3eebc2749e681cbd2893,clean,False,reference_visibility_gap,57,64,64,6,6,9.71085468225424,0.0270345016875208,0.0172106638757733
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,3eebc2749e681cbd2893,blur,False,reference_visibility_gap,57,64,64,6,6,9.71085468225424,0.0270345016875208,0.0172106638757733
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,3eebc2749e681cbd2893,obstruction,False,reference_visibility_gap,0,64,64,6,6,9.71085468225424,0.0270345016875208,0.0172106638757733
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,3eebc2749e681cbd2893,blur_obstruction,False,reference_visibility_gap,0,64,64,6,6,9.71085468225424,0.0270345016875208,0.0172106638757733
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,0d9e9d674e5a0487693a,clean,False,reference_visibility_gap,58,64,64,5,2,9.565187270830306,0.025748802315177,0.0095575154930415
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,0d9e9d674e5a0487693a,blur,False,reference_visibility_gap,58,64,64,5,2,9.565187270830306,0.025748802315177,0.0095575154930415
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,0d9e9d674e5a0487693a,obstruction,False,reference_visibility_gap,0,64,64,5,2,9.565187270830306,0.025748802315177,0.0095575154930415
visible,frame_reference,BioMotionLab_NTroje::rub086,BioMotionLab_NTroje/rub086/0000_treadmill_norm_poses.npz,0d9e9d674e5a0487693a,blur_obstruction,False,reference_visibility_gap,0,64,64,5,2,9.565187270830306,0.025748802315177,0.0095575154930415
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,476c51575eb78e3f6c26,clean,True,,64,64,64,4,5,4.152713030112032,0.0105970505531415,0.0125203004203452
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,476c51575eb78e3f6c26,blur,True,,64,64,64,4,5,4.152713030112032,0.0105970505531415,0.0125203004203452
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,476c51575eb78e3f6c26,obstruction,False,reference_visibility_gap,0,64,64,4,5,4.152713030112032,0.0105970505531415,0.0125203004203452
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,476c51575eb78e3f6c26,blur_obstruction,False,reference_visibility_gap,0,64,64,4,5,4.152713030112032,0.0105970505531415,0.0125203004203452
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,2643db7d5f10aab574ce,clean,True,,64,64,64,5,5,3.4352341796899126,0.0090398863127995,0.0111381750639797
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,2643db7d5f10aab574ce,blur,True,,64,64,64,5,5,3.4352341796899126,0.0090398863127995,0.0111381750639797
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,2643db7d5f10aab574ce,obstruction,False,reference_visibility_gap,0,64,64,5,5,3.4352341796899126,0.0090398863127995,0.0111381750639797
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,2643db7d5f10aab574ce,blur_obstruction,False,reference_visibility_gap,0,64,64,5,5,3.4352341796899126,0.0090398863127995,0.0111381750639797
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,04e4c773146f3b53bb0b,clean,True,,64,64,64,5,4,8.186526805839371,0.0221658681053435,0.0083730850341927
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,04e4c773146f3b53bb0b,blur,True,,64,64,64,5,4,8.186526805839371,0.0221658681053435,0.0083730850341927
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,04e4c773146f3b53bb0b,obstruction,False,reference_visibility_gap,0,64,64,5,4,8.186526805839371,0.0221658681053435,0.0083730850341927
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,04e4c773146f3b53bb0b,blur_obstruction,False,reference_visibility_gap,0,64,64,5,4,8.186526805839371,0.0221658681053435,0.0083730850341927
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,9f8a24dd6609f78c8876,clean,True,,64,64,64,7,7,2.0972758873218105,0.0054109140469437,0.0106032276041171
visible,frame_reference,BioMotionLab_NTroje::rub098,BioMotionLab_NTroje/rub098/0000_treadmill_norm_poses.npz,9f8a24dd6609f78c8876,blur,True,,64,64,64,7,7,2.0972758873218105,0.0054109140469437,0.0106032276041171
