endpoint,scale_policy,method,extractor,seed,condition,records,reference_eligible,reference_ineligible,original_supported,complete_predictions,incomplete_predictions,count_mismatch_records,reference_events,matched_events,missed_events,known_extra_events,extra_count_unknown_records,event_recall,known_event_precision,conditional_timing_mae_s
all_valid_synthetic,frame_reference,initialized,vitpose_base,17,clean,32,32,0,6,32,0,26,140,131,9.0,63.0,0,0.9357142857142857,0.6752577319587629,0.022290076335877904
all_valid_synthetic,frame_reference,initialized,vitpose_base,17,obstruction,32,32,0,2,32,0,30,140,121,19.0,229.0,0,0.8642857142857143,0.3457142857142857,0.0347107438016528
all_valid_synthetic,frame_reference,joint_affine,hrnet_w32,17,all_conditions,128,128,0,3,128,0,125,560,525,35.0,862.0,0,0.9375,0.37851478010093725,0.0335238095238094
all_valid_synthetic,frame_reference,joint_affine,hrnet_w32,17,blur,32,32,0,0,32,0,32,140,137,3.0,165.0,0,0.9785714285714285,0.45364238410596025,0.031240875912408685
all_valid_synthetic,frame_reference,joint_affine,hrnet_w32,17,blur_obstruction,32,32,0,2,32,0,30,140,123,17.0,229.0,0,0.8785714285714286,0.3494318181818182,0.03837398373983729
all_valid_synthetic,frame_reference,joint_affine,hrnet_w32,17,clean,32,32,0,1,32,0,31,140,134,6.0,176.0,0,0.9571428571428572,0.432258064516129,0.030447761194029654
all_valid_synthetic,frame_reference,joint_affine,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,131,9.0,292.0,0,0.9357142857142857,0.30969267139479906,0.03450381679389301
all_valid_synthetic,frame_reference,joint_affine,rtmpose_m,17,all_conditions,128,128,0,21,127,1,106,560,484,76.0,471.0,1,0.8642857142857143,0.506806282722513,0.03570247933884288
all_valid_synthetic,frame_reference,joint_affine,rtmpose_m,17,blur,32,32,0,8,32,0,24,140,124,16.0,65.0,0,0.8857142857142857,0.656084656084656,0.029354838709677335
all_valid_synthetic,frame_reference,joint_affine,rtmpose_m,17,blur_obstruction,32,32,0,5,31,1,26,140,110,30.0,137.0,1,0.7857142857142857,0.44534412955465585,0.04872727272727259
all_valid_synthetic,frame_reference,joint_affine,rtmpose_m,17,clean,32,32,0,7,32,0,25,140,126,14.0,61.0,0,0.9,0.6737967914438503,0.023492063492063484
all_valid_synthetic,frame_reference,joint_affine,rtmpose_m,17,obstruction,32,32,0,1,32,0,31,140,124,16.0,208.0,0,0.8857142857142857,0.37349397590361444,0.04290322580645152
all_valid_synthetic,frame_reference,joint_affine,vitpose_base,17,all_conditions,128,128,0,20,128,0,108,560,479,81.0,536.0,0,0.8553571428571428,0.4719211822660099,0.03022964509394567
all_valid_synthetic,frame_reference,joint_affine,vitpose_base,17,blur,32,32,0,11,32,0,21,140,127,13.0,51.0,0,0.9071428571428571,0.7134831460674157,0.02110236220472435
all_valid_synthetic,frame_reference,joint_affine,vitpose_base,17,blur_obstruction,32,32,0,1,32,0,31,140,101,39.0,178.0,0,0.7214285714285714,0.36200716845878134,0.0431683168316831
all_valid_synthetic,frame_reference,joint_affine,vitpose_base,17,clean,32,32,0,8,32,0,24,140,131,9.0,63.0,0,0.9357142857142857,0.6752577319587629,0.021068702290076326
all_valid_synthetic,frame_reference,joint_affine,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,120,20.0,244.0,0,0.8571428571428571,0.32967032967032966,0.038999999999999924
all_valid_synthetic,frame_reference,joint_offset,hrnet_w32,17,all_conditions,128,128,0,4,128,0,124,560,522,38.0,784.0,0,0.9321428571428572,0.3996937212863706,0.036091954022988405
all_valid_synthetic,frame_reference,joint_offset,hrnet_w32,17,blur,32,32,0,1,32,0,31,140,134,6.0,154.0,0,0.9571428571428572,0.4652777777777778,0.028955223880596917
all_valid_synthetic,frame_reference,joint_offset,hrnet_w32,17,blur_obstruction,32,32,0,1,32,0,31,140,125,15.0,218.0,0,0.8928571428571429,0.36443148688046645,0.04127999999999997
all_valid_synthetic,frame_reference,joint_offset,hrnet_w32,17,clean,32,32,0,2,32,0,30,140,131,9.0,128.0,0,0.9357142857142857,0.5057915057915058,0.0360305343511449
all_valid_synthetic,frame_reference,joint_offset,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,132,8.0,284.0,0,0.9428571428571428,0.3173076923076923,0.03848484848484835
all_valid_synthetic,frame_reference,joint_offset,rtmpose_m,17,all_conditions,128,128,0,14,127,1,113,560,500,60.0,496.0,1,0.8928571428571429,0.5020080321285141,0.035679999999999906
all_valid_synthetic,frame_reference,joint_offset,rtmpose_m,17,blur,32,32,0,6,32,0,26,140,129,11.0,78.0,0,0.9214285714285714,0.6231884057971014,0.026046511627906895
all_valid_synthetic,frame_reference,joint_offset,rtmpose_m,17,blur_obstruction,32,32,0,2,31,1,29,140,114,26.0,150.0,1,0.8142857142857143,0.4318181818181818,0.051929824561403354
all_valid_synthetic,frame_reference,joint_offset,rtmpose_m,17,clean,32,32,0,5,32,0,27,140,130,10.0,63.0,0,0.9285714285714286,0.6735751295336787,0.024307692307692287
all_valid_synthetic,frame_reference,joint_offset,rtmpose_m,17,obstruction,32,32,0,1,32,0,31,140,127,13.0,205.0,0,0.9071428571428571,0.3825301204819277,0.042519685039369974
all_valid_synthetic,frame_reference,joint_offset,vitpose_base,17,all_conditions,128,128,0,15,128,0,113,560,481,79.0,542.0,0,0.8589285714285714,0.4701857282502444,0.03268191268191263
all_valid_synthetic,frame_reference,joint_offset,vitpose_base,17,blur,32,32,0,9,32,0,23,140,127,13.0,59.0,0,0.9071428571428571,0.6827956989247311,0.022992125984251908
all_valid_synthetic,frame_reference,joint_offset,vitpose_base,17,blur_obstruction,32,32,0,1,32,0,31,140,102,38.0,179.0,0,0.7285714285714285,0.36298932384341637,0.04274509803921562
all_valid_synthetic,frame_reference,joint_offset,vitpose_base,17,clean,32,32,0,5,32,0,27,140,131,9.0,62.0,0,0.9357142857142857,0.6787564766839378,0.022900763358778622
all_valid_synthetic,frame_reference,joint_offset,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,121,19.0,242.0,0,0.8642857142857143,0.3333333333333333,0.044958677685950334
all_valid_synthetic,frame_reference,ordinary_jepa,hrnet_w32,17,all_conditions,128,128,0,1,128,0,127,560,516,44.0,831.0,0,0.9214285714285714,0.3830734966592428,0.03201550387596888
all_valid_synthetic,frame_reference,ordinary_jepa,hrnet_w32,17,blur,32,32,0,0,32,0,32,140,136,4.0,170.0,0,0.9714285714285714,0.4444444444444444,0.027352941176470406
all_valid_synthetic,frame_reference,ordinary_jepa,hrnet_w32,17,blur_obstruction,32,32,0,1,32,0,31,140,117,23.0,212.0,0,0.8357142857142857,0.3556231003039514,0.038632478632478665
all_valid_synthetic,frame_reference,ordinary_jepa,hrnet_w32,17,clean,32,32,0,0,32,0,32,140,133,7.0,165.0,0,0.95,0.4463087248322148,0.02616541353383446
all_valid_synthetic,frame_reference,ordinary_jepa,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,130,10.0,284.0,0,0.9285714285714286,0.3140096618357488,0.03692307692307677
all_valid_synthetic,frame_reference,ordinary_jepa,rtmpose_m,17,all_conditions,128,128,0,13,128,0,115,560,493,67.0,489.0,0,0.8803571428571428,0.5020366598778004,0.03602434077079098
all_valid_synthetic,frame_reference,ordinary_jepa,rtmpose_m,17,blur,32,32,0,6,32,0,26,140,127,13.0,76.0,0,0.9071428571428571,0.625615763546798,0.02897637795275579
all_valid_synthetic,frame_reference,ordinary_jepa,rtmpose_m,17,blur_obstruction,32,32,0,3,32,0,29,140,115,25.0,146.0,0,0.8214285714285714,0.44061302681992337,0.049391304347825994
all_valid_synthetic,frame_reference,ordinary_jepa,rtmpose_m,17,clean,32,32,0,4,32,0,28,140,133,7.0,73.0,0,0.95,0.6456310679611651,0.024060150375939802
all_valid_synthetic,frame_reference,ordinary_jepa,rtmpose_m,17,obstruction,32,32,0,0,32,0,32,140,118,22.0,194.0,0,0.8428571428571429,0.3782051282051282,0.044067796610169366
all_valid_synthetic,frame_reference,ordinary_jepa,vitpose_base,17,all_conditions,128,128,0,15,128,0,113,560,483,77.0,542.0,0,0.8625,0.4712195121951219,0.03138716356107657
all_valid_synthetic,frame_reference,ordinary_jepa,vitpose_base,17,blur,32,32,0,7,32,0,25,140,128,12.0,66.0,0,0.9142857142857143,0.6597938144329897,0.02156249999999995
all_valid_synthetic,frame_reference,ordinary_jepa,vitpose_base,17,blur_obstruction,32,32,0,2,32,0,30,140,100,40.0,170.0,0,0.7142857142857143,0.37037037037037035,0.045199999999999935
all_valid_synthetic,frame_reference,ordinary_jepa,vitpose_base,17,clean,32,32,0,5,32,0,27,140,132,8.0,65.0,0,0.9428571428571428,0.6700507614213198,0.02363636363636365
all_valid_synthetic,frame_reference,ordinary_jepa,vitpose_base,17,obstruction,32,32,0,1,32,0,31,140,123,17.0,241.0,0,0.8785714285714286,0.33791208791208793,0.03869918699186986
all_valid_synthetic,frame_reference,paired_jepa,hrnet_w32,17,all_conditions,128,128,0,2,128,0,126,560,522,38.0,820.0,0,0.9321428571428572,0.3889716840536513,0.03509578544061293
all_valid_synthetic,frame_reference,paired_jepa,hrnet_w32,17,blur,32,32,0,1,32,0,31,140,136,4.0,165.0,0,0.9714285714285714,0.45182724252491696,0.02823529411764694
all_valid_synthetic,frame_reference,paired_jepa,hrnet_w32,17,blur_obstruction,32,32,0,1,32,0,31,140,120,20.0,218.0,0,0.8571428571428571,0.35502958579881655,0.04100000000000004
all_valid_synthetic,frame_reference,paired_jepa,hrnet_w32,17,clean,32,32,0,0,32,0,32,140,134,6.0,145.0,0,0.9571428571428572,0.48028673835125446,0.034328358208955086
all_valid_synthetic,frame_reference,paired_jepa,hrnet_w32,17,obstruction,32,32,0,0,32,0,32,140,132,8.0,292.0,0,0.9428571428571428,0.3113207547169811,0.03757575757575745
all_valid_synthetic,frame_reference,paired_jepa,rtmpose_m,17,all_conditions,128,128,0,13,128,0,115,560,491,69.0,494.0,0,0.8767857142857143,0.4984771573604061,0.03413441955193476
all_valid_synthetic,frame_reference,paired_jepa,rtmpose_m,17,blur,32,32,0,5,32,0,27,140,129,11.0,83.0,0,0.9214285714285714,0.6084905660377359,0.02914728682170534
all_valid_synthetic,frame_reference,paired_jepa,rtmpose_m,17,blur_obstruction,32,32,0,3,32,0,29,140,111,29.0,146.0,0,0.7928571428571428,0.43190661478599224,0.04648648648648636
all_valid_synthetic,frame_reference,paired_jepa,rtmpose_m,17,clean,32,32,0,4,32,0,28,140,130,10.0,71.0,0,0.9285714285714286,0.6467661691542289,0.022769230769230757
all_valid_synthetic,frame_reference,paired_jepa,rtmpose_m,17,obstruction,32,32,0,1,32,0,31,140,121,19.0,194.0,0,0.8642857142857143,0.38412698412698415,0.040330578512396645
all_valid_synthetic,frame_reference,paired_jepa,vitpose_base,17,all_conditions,128,128,0,18,128,0,110,560,485,75.0,534.0,0,0.8660714285714286,0.4759568204121688,0.030268041237113363
all_valid_synthetic,frame_reference,paired_jepa,vitpose_base,17,blur,32,32,0,10,32,0,22,140,127,13.0,62.0,0,0.9071428571428571,0.671957671957672,0.021732283464566862
all_valid_synthetic,frame_reference,paired_jepa,vitpose_base,17,blur_obstruction,32,32,0,2,32,0,30,140,105,35.0,174.0,0,0.75,0.3763440860215054,0.04114285714285713
all_valid_synthetic,frame_reference,paired_jepa,vitpose_base,17,clean,32,32,0,6,32,0,26,140,130,10.0,69.0,0,0.9285714285714286,0.6532663316582915,0.02215384615384613
all_valid_synthetic,frame_reference,paired_jepa,vitpose_base,17,obstruction,32,32,0,0,32,0,32,140,123,17.0,229.0,0,0.8785714285714286,0.3494318181818182,0.038373983739837324
all_valid_synthetic,frame_reference,reference_oracle,hrnet_w32,17,all_conditions,128,128,0,128,128,0,0,560,560,0.0,0.0,0,1.0,1.0,0.0
all_valid_synthetic,frame_reference,reference_oracle,hrnet_w32,17,blur,32,32,0,32,32,0,0,140,140,0.0,0.0,0,1.0,1.0,0.0
