person_id,metric,extractor,candidate,comparator,candidate_value,comparator_value,improvement,improvement_percent
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,unchanged,0.00812499941327282,0.017828337327892813,0.009703337914619994,54.426488214573524
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,unchanged,0.007653988321799412,0.015157380190431832,0.007503391868632419,49.503224002845634
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,unchanged,0.009076950678931056,0.021944040504318987,0.012867089825387932,58.635919045334674
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,joint_affine,0.009056944448293663,0.009675858918304444,0.0006189144700107802,6.396480924705712
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,joint_affine,0.008100566415651343,0.00938706453254775,0.0012864981168964063,13.705009829598316
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,joint_affine,0.010383620227154212,0.011040706427301693,0.0006570862001474814,5.951486931330995
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,joint_affine,0.02118999485170608,0.022193887516184535,0.0010038926644784542,4.5232844572469855
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,joint_affine,0.008711782823653775,0.009765025992252076,0.0010532431685983008,10.785871634483943
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,joint_affine,0.00812499941327282,0.008821626153188213,0.0006966267399153934,7.896806414355094
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,joint_affine,0.007653988321799412,0.007651549798207694,-2.4385235917181655e-06,-0.03186966896940758
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,joint_affine,0.009076950678931056,0.01097035462086135,0.0018934039419302943,17.25927745607946
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,static,0.009056944448293663,0.009129280134779743,7.233568648607955e-05,0.7923481963326208
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,static,0.008100566415651343,0.008665968995198612,0.0005654025795472691,6.524401135759093
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,static,0.010383620227154212,0.010237477451186493,-0.00014614277596771905,-1.4275272074057808
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,static,0.02118999485170608,0.021830303960899813,0.0006403091091937325,2.9331204473404866
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,static,0.008711782823653775,0.008512867158471781,-0.00019891566518199372,-2.3366471187564355
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,static,0.00812499941327282,0.0080104235789661,-0.00011457583430671964,-1.430334278546452
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,static,0.007653988321799412,0.007424758915128644,-0.0002292294066707683,-3.0873649810190047
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,static,0.009076950678931056,0.009917052640248739,0.0008401019613176828,8.471286699720608
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,filter1,0.009056944448293663,0.01472803808804363,0.005671093639749967,38.505424862757636
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,filter1,0.008100566415651343,0.013757321137398963,0.00565675472174762,41.11814113555772
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,filter1,0.010383620227154212,0.019143402040989025,0.008759781813834813,45.75875173638806
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,filter1,0.02118999485170608,0.03087488835273887,0.009684893501032788,31.368189547392014
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,filter1,0.008711782823653775,0.02091085421632828,0.012199071392674506,58.338465117072246
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,filter1,0.00812499941327282,0.017825503882562613,0.009700504469289793,54.419244096539046
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,filter1,0.007653988321799412,0.015131930714027212,0.0074779423922278,49.41829653829825
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,filter1,0.009076950678931056,0.02194474829150865,0.012867797612577595,58.637253167112824
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,filter2,0.009056944448293663,0.014777883057341337,0.0057209386090476735,38.71284260979203
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,filter2,0.008100566415651343,0.013813674775024157,0.005713108359372814,41.358352881612724
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,filter2,0.010383620227154212,0.019174358082386933,0.008790737855232721,45.84632151679521
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,filter2,0.02118999485170608,0.030580984782116565,0.009390989930410484,30.70859227496897
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,filter2,0.008711782823653775,0.020993792592170237,0.012282009768516462,58.50305376979438
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,filter2,0.00812499941327282,0.017926298428389026,0.009801299015116206,54.675531896726405
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,filter2,0.007653988321799412,0.015178850115509183,0.0075248617937097705,49.57464983477996
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,filter2,0.009076950678931056,0.021991263589622327,0.012914312910691271,58.72474247812451
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,direct,paired_jepa,0.009056944448293663,0.009561861328570856,0.0005049168802771925,5.280529207932561
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,direct,paired_jepa,0.008100566415651343,0.009399676594298394,0.0012991101786470512,13.820796552033059
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,direct,paired_jepa,0.010383620227154212,0.011058081266332731,0.0006744610391785193,6.09925920179275
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,direct,paired_jepa,0.02118999485170608,0.02167941736677219,0.0004894225150661076,2.257544595346184
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,direct,paired_jepa,0.008711782823653775,0.009450144153091262,0.0007383613294374876,7.813228216163879
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,direct,paired_jepa,0.00812499941327282,0.00880278338900285,0.000677783975730031,7.699655276952216
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,direct,paired_jepa,0.007653988321799412,0.007402809898261869,-0.00025117842353754305,-3.3930146388943214
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,direct,paired_jepa,0.009076950678931056,0.010907813800115518,0.001830863121184462,16.784876921579578
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,paired_jepa,initialized,0.009561861328570856,0.009198018076002406,-0.00036384325256844964,-3.955670118954379
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,paired_jepa,initialized,0.009399676594298394,0.00899446816412068,-0.00040520843017771355,-4.505084934250002
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,paired_jepa,initialized,0.011058081266332731,0.01105169547683895,-6.3857894937804915e-06,-0.05778108442422429
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,paired_jepa,initialized,0.02167941736677219,0.021763830490778426,8.441312400623777e-05,0.3878596832575246
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,paired_jepa,initialized,0.009450144153091262,0.009680677166925932,0.0002305330138346693,2.381372809562188
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,paired_jepa,initialized,0.00880278338900285,0.00878413476020003,-1.8648628802820158e-05,-0.21229898347319406
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,paired_jepa,initialized,0.007402809898261869,0.007281748225441387,-0.00012106167282048205,-1.662535823437425
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,paired_jepa,initialized,0.010907813800115518,0.0111258259665273,0.000218012166411782,1.9595144402553517
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,paired_jepa,coordinate,0.009561861328570856,0.009705758955426087,0.00014389762685523139,1.4826004593364046
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,paired_jepa,coordinate,0.009399676594298394,0.009597007137305987,0.00019733054300759278,2.056167513312762
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,paired_jepa,coordinate,0.011058081266332731,0.011221015380491818,0.0001629341141590867,1.45204429932744
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,paired_jepa,coordinate,0.02167941736677219,0.021765751243989856,8.63338772176675e-05,0.3966501144384196
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,paired_jepa,coordinate,0.009450144153091262,0.009546309720300062,9.616556720879951e-05,1.0073585503339066
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,paired_jepa,coordinate,0.00880278338900285,0.008958354166065063,0.00015557077706221216,1.7365999845320503
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,paired_jepa,coordinate,0.007402809898261869,0.00767084976164195,0.0002680398633800804,3.494265586068607
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,paired_jepa,coordinate,0.010907813800115518,0.011125246044498887,0.00021743224438336949,1.9544039162251468
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.009561861328570856,0.009072156179028745,-0.0004897051495421113,-5.397891525215549
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.009399676594298394,0.008805347833414462,-0.0005943287608839321,-6.74963411017766
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.011058081266332731,0.010827014996834763,-0.0002310662694979676,-2.134164121556301
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.02167941736677219,0.02214468428726355,0.0004652669204913626,2.101032078199279
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.009450144153091262,0.009436072439403687,-1.4071713687575232e-05,-0.14912680861598487
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.00880278338900285,0.008681599835127687,-0.00012118355387516315,-1.3958666164826843
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.007402809898261869,0.007299441907805682,-0.0001033679904561876,-1.4161081321251519
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,paired_jepa,ordinary_jepa,0.010907813800115518,0.011066713384552125,0.0001588995844366073,1.4358335570379284
BioMotionLab_NTroje::rub053,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.009561861328570856,0.009526676586568075,-3.5184742002781e-05,-0.3693286077580186
BioMotionLab_NTroje::rub054,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.009399676594298394,0.009378790166770819,-2.0886427527575316e-05,-0.22269852674150034
BioMotionLab_NTroje::rub070,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.011058081266332731,0.011015005305431856,-4.307596090087455e-05,-0.39106618386858516
BioMotionLab_NTroje::rub072,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.02167941736677219,0.021714371509727687,3.495414295549837e-05,0.16097239074978284
BioMotionLab_NTroje::rub075,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.009450144153091262,0.009453333149972744,3.188996881481332e-06,0.03373410024685871
BioMotionLab_NTroje::rub086,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.00880278338900285,0.008798158869120725,-4.624519882125144e-06,-0.05256235936311652
BioMotionLab_NTroje::rub098,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.007402809898261869,0.007403920200640219,1.1103023783501365e-06,0.014996141885134422
BioMotionLab_NTroje::rub106,visible_nle,rtmpose_m,paired_jepa,shuffled_jepa,0.010907813800115518,0.010925717730376825,1.790393026130689e-05,0.16386960292346295
BioMotionLab_NTroje::rub053,visible_nle,vitpose_base,direct,unchanged,0.010784709087549813,0.016251275676984762,0.00546656658943495,33.6377691086538
BioMotionLab_NTroje::rub054,visible_nle,vitpose_base,direct,unchanged,0.009104705331708512,0.016452590106437258,0.007347884774728745,44.66096053686893
BioMotionLab_NTroje::rub070,visible_nle,vitpose_base,direct,unchanged,0.0110577050141693,0.021602902859616958,0.010545197845447657,48.81380022848761
BioMotionLab_NTroje::rub072,visible_nle,vitpose_base,direct,unchanged,0.031618285183916864,0.04336216970217132,0.011743884518254456,27.083249290605476
BioMotionLab_NTroje::rub075,visible_nle,vitpose_base,direct,unchanged,0.010819876015794806,0.022603087725693263,0.011783211709898458,52.13098251397002
BioMotionLab_NTroje::rub086,visible_nle,vitpose_base,direct,unchanged,0.008960601327040168,0.018011123210946674,0.009050521883906506,50.24962506727978
BioMotionLab_NTroje::rub098,visible_nle,vitpose_base,direct,unchanged,0.008990246774389844,0.018374298249751814,0.00938405147536197,51.07161834324052
BioMotionLab_NTroje::rub106,visible_nle,vitpose_base,direct,unchanged,0.01689624787232671,0.0295404271929475,0.012644179320620789,42.80296705945901
BioMotionLab_NTroje::rub053,visible_nle,vitpose_base,direct,joint_affine,0.010784709087549813,0.011476051446411513,0.0006913423588617001,6.02421801688488
BioMotionLab_NTroje::rub054,visible_nle,vitpose_base,direct,joint_affine,0.009104705331708512,0.010213312503858974,0.0011086071721504616,10.8545310028611
BioMotionLab_NTroje::rub070,visible_nle,vitpose_base,direct,joint_affine,0.0110577050141693,0.012560391752490463,0.0015026867383211625,11.963693234514052
BioMotionLab_NTroje::rub072,visible_nle,vitpose_base,direct,joint_affine,0.031618285183916864,0.03427502372766167,0.002656738543744805,7.751237650057943
BioMotionLab_NTroje::rub075,visible_nle,vitpose_base,direct,joint_affine,0.010819876015794806,0.011313669725974506,0.0004937937101797008,4.364575969952735
BioMotionLab_NTroje::rub086,visible_nle,vitpose_base,direct,joint_affine,0.008960601327040168,0.009949180450668081,0.0009885791236279133,9.936286999011369
BioMotionLab_NTroje::rub098,visible_nle,vitpose_base,direct,joint_affine,0.008990246774389844,0.009341387665451895,0.0003511408910620503,3.7589799678339726
BioMotionLab_NTroje::rub106,visible_nle,vitpose_base,direct,joint_affine,0.01689624787232671,0.019165028252948187,0.002268780380621477,11.838126981484969
BioMotionLab_NTroje::rub053,visible_nle,vitpose_base,direct,static,0.010784709087549813,0.011252093669808751,0.0004673845822589385,4.153756589433747
BioMotionLab_NTroje::rub054,visible_nle,vitpose_base,direct,static,0.009104705331708512,0.009695958497617063,0.0005912531659085507,6.0979341655996215
BioMotionLab_NTroje::rub070,visible_nle,vitpose_base,direct,static,0.0110577050141693,0.011837287554956775,0.0007795825407874747,6.585820756386292
