method,extractor,joint,bias_x_px,bias_y_px,mae_x_px,mae_y_px,scored_frames,missing_predictions
direct,rtmpose_m,left_knee,-1.008735314682126,-1.5139106721803546,1.9121971362829209,3.999261039495468,37.6875,0.0
direct,rtmpose_m,left_shoulder,0.5573165751993656,1.153905138373375,1.6213520877063274,1.7037006691098213,64.0,0.0
direct,rtmpose_m,left_wrist,-0.6632428381999489,0.50671245099511,1.7262603528797626,2.9511278616264462,61.0625,0.0
direct,rtmpose_m,right_ankle,1.2385698357557362,-0.5952492414210784,2.110580120314943,5.058775768635121,32.640625,0.0
direct,rtmpose_m,right_elbow,0.11564140964765102,1.0932443141937256,1.524267554283142,3.264394437894225,63.65625,0.0
direct,rtmpose_m,right_hip,0.9031123259128668,-2.0134224696801257,1.6883896925510504,2.678402779958187,32.671875,0.0
direct,rtmpose_m,right_knee,0.8601500437457542,-2.6148160951303656,1.9136908796967054,4.817422004019628,45.671875,0.0
direct,rtmpose_m,right_shoulder,-0.060642827302217546,2.4097228199243546,1.6992227770388126,2.8898309022188187,64.0,0.0
direct,rtmpose_m,right_wrist,-0.1119779359032691,0.21611791430041194,1.7920370949432254,2.6691950522363186,62.9375,0.0
direct,vitpose_base,left_ankle,-2.806411367010426,2.286759289837367,3.2227328371357276,6.126760500508386,32.078125,0.0
direct,vitpose_base,left_elbow,-2.68778006976936,0.3087977541144937,3.0708574121817946,3.4738728795200586,61.21875,0.0
direct,vitpose_base,left_hip,-3.8952216784159344,-3.2608415795697105,4.267544600698683,4.764332063992819,34.65625,0.0
direct,vitpose_base,left_knee,-1.5870467069000005,-2.7196580576896667,1.8792945384979247,5.43045645236969,37.6875,0.0
direct,vitpose_base,left_shoulder,-1.612515602260828,2.194673392921686,2.253490913659334,2.6624871604144573,64.0,0.0
direct,vitpose_base,left_wrist,-2.4945827174233273,-0.7463950422825292,2.972077894024551,3.906652686651796,61.0625,0.0
direct,vitpose_base,right_ankle,-1.081853723054395,-1.7298874296644267,3.04132749425604,6.078165574276701,32.640625,0.0
direct,vitpose_base,right_elbow,-0.032153238891623914,0.390203470364213,1.9209184180945158,3.089971585199237,63.65625,0.0
direct,vitpose_base,right_hip,-1.331521949515893,-2.774991127160879,2.3825559402123475,3.67931054188655,32.671875,0.0
direct,vitpose_base,right_knee,-1.3226205796980468,-3.579455752353199,2.729199515014398,6.169532263865237,45.671875,0.0
direct,vitpose_base,right_shoulder,-0.0073200128972530365,2.0271345749497414,1.8767823837697506,2.3042098321020603,64.0,0.0
direct,vitpose_base,right_wrist,0.3381097863893956,-1.122999262996018,2.7015490434132516,3.6234505879692733,62.9375,0.0
initialized,hrnet_w32,left_ankle,-0.21592933494547334,2.339014875224313,1.7844891862289325,6.695512541242548,32.078125,0.0
initialized,hrnet_w32,left_elbow,-0.43080724438186735,-0.2809740158263594,1.8133883513510227,3.1562794037163258,61.21875,0.0
initialized,hrnet_w32,left_hip,-2.310202266110314,-3.341756092177497,3.2041171524259777,4.436873609489865,34.65625,0.0
initialized,hrnet_w32,left_knee,-0.688188419342041,-2.7999485808610918,2.645758309960365,5.108852266073227,37.6875,0.0
initialized,hrnet_w32,left_shoulder,0.3469606153666973,1.1800071597099304,2.0699069015681744,1.9334930703043938,64.0,0.0
initialized,hrnet_w32,left_wrist,-0.9461309177568182,-0.15102657943134545,1.804858306888491,2.672794718760997,61.0625,0.0
initialized,hrnet_w32,right_ankle,2.0027949032472803,-3.763809639881266,2.8891595551308167,7.552768236779152,32.640625,0.0
initialized,hrnet_w32,right_elbow,0.9028926763276104,0.5710532860830426,1.8791933869943023,3.1047443514689803,63.65625,0.0
initialized,hrnet_w32,right_hip,1.00430612380688,-1.701765435246321,1.8004134373787122,2.9165834348935347,32.671875,0.0
initialized,hrnet_w32,right_knee,0.7980655462893306,-3.374545670312936,3.0773887546336063,5.705573853899221,45.671875,0.0
initialized,hrnet_w32,right_shoulder,0.6277177259325981,1.8510644771158695,2.0289886966347694,2.325175002217293,64.0,0.0
initialized,hrnet_w32,right_wrist,1.7650137910386547,-0.3141414310084656,2.3899106164462864,2.9555659629404545,62.9375,0.0
initialized,rtmpose_m,left_ankle,-1.276698337213413,3.3850944827537277,1.8353208239014085,7.126700541457614,32.078125,0.0
initialized,rtmpose_m,left_elbow,-0.5939524553723459,-0.7782287639565766,1.6801743698306382,2.8228772953152657,61.21875,0.0
initialized,rtmpose_m,left_hip,-1.787268673049079,-3.1063469131787618,2.504983185397254,3.8851670761903128,34.65625,0.0
initialized,rtmpose_m,left_knee,-0.6270804563164711,-1.1543598432838917,2.2671669429540633,3.3121022188663485,37.6875,0.0
initialized,rtmpose_m,left_shoulder,0.568106222897768,0.9562618769705296,1.8898288942873478,1.5629440806806087,64.0,0.0
initialized,rtmpose_m,left_wrist,-0.8907142140087672,-0.24142383877187967,1.5758650803472847,2.923468110151589,61.0625,0.0
initialized,rtmpose_m,right_ankle,2.3704762566200595,-2.4260745856990207,2.967416933876403,6.608274728693861,32.640625,0.0
initialized,rtmpose_m,right_elbow,0.24025872955098748,0.966986171901226,1.7236799811944366,3.3407426103949547,63.65625,0.0
initialized,rtmpose_m,right_hip,0.7013939626705952,-1.9649638762840858,1.7385963331430385,2.6463065147399902,32.671875,0.0
initialized,rtmpose_m,right_knee,1.6052797398239862,-2.0522064112248968,2.936769340370522,4.263533156426226,45.671875,0.0
initialized,rtmpose_m,right_shoulder,-0.09164370223879813,1.603426182642579,2.0640888698399067,2.553096504881978,64.0,0.0
initialized,rtmpose_m,right_wrist,0.07753758574835957,0.07049165386706593,1.7852305783890188,2.7845976566895843,62.9375,0.0
initialized,vitpose_base,left_ankle,-2.0950917825102806,1.6989116995922617,2.7628161846785932,8.55798228366955,32.078125,0.0
initialized,vitpose_base,left_elbow,-2.4303619634563347,0.30276252096518885,2.9931386429816484,3.8057110039517283,61.21875,0.0
initialized,vitpose_base,left_hip,-3.6383751306268906,-3.7642741150326198,4.179153611924913,5.375487121608522,34.65625,0.0
initialized,vitpose_base,left_knee,-0.11998302273452283,-3.078184387087822,2.7932916420698164,6.012693690061569,37.6875,0.0
initialized,vitpose_base,left_shoulder,-0.8639994785189629,2.486967470496893,1.8721473030745983,2.8023244626820087,64.0,0.0
initialized,vitpose_base,left_wrist,-3.1874545951141044,-0.8510952156502753,3.4359749420545995,3.646306750830263,61.0625,0.0
initialized,vitpose_base,right_ankle,-0.6244909396008688,-1.9193684352918507,3.142467902061787,8.539219936791886,32.640625,0.0
initialized,vitpose_base,right_elbow,0.09191623982042074,0.2559542953968048,2.16312781535089,3.0712795052677393,63.65625,0.0
initialized,vitpose_base,right_hip,-0.6097840630473235,-2.514149011709751,2.296709729310794,4.302207714472061,32.671875,0.0
initialized,vitpose_base,right_knee,-0.8255311926124526,-3.21080396299968,3.255165114754536,6.345833091462245,45.671875,0.0
initialized,vitpose_base,right_shoulder,0.14259999245405197,2.862685166299343,2.2427678778767586,3.1265066415071487,64.0,0.0
initialized,vitpose_base,right_wrist,0.6489808464539237,-1.2689957671100274,2.7023712755180895,3.802720821928233,62.9375,0.0
joint_affine,hrnet_w32,left_ankle,-0.5791221957581433,0.6959923208772384,1.8561835884970759,8.08705198875778,32.078125,0.0
joint_affine,hrnet_w32,left_elbow,-0.46203163765988264,-0.2507739703510307,1.85238950473641,3.070407385096785,61.21875,0.0
joint_affine,hrnet_w32,left_hip,-2.3396421185374647,-3.3903087216951735,3.2603201195510425,4.460799461686634,34.65625,0.0
joint_affine,hrnet_w32,left_knee,-0.6813307654182964,-2.7463004717234014,2.4453909794814632,5.051986608553238,37.6875,0.0
joint_affine,hrnet_w32,left_shoulder,0.3002807320678814,1.1200332731156692,2.0493362633139327,1.9099070496841182,64.0,0.0
joint_affine,hrnet_w32,left_wrist,-0.9327778930894893,-0.4151745118451856,1.8892025312070189,2.60878274759614,61.0625,0.0
joint_affine,hrnet_w32,right_ankle,2.960372868122776,-5.089615605086241,3.2837183564846573,8.02170586331615,32.640625,0.0
joint_affine,hrnet_w32,right_elbow,0.8178248230718008,0.6018816044064476,1.7731366644060518,3.0935930355470145,63.65625,0.0
joint_affine,hrnet_w32,right_hip,1.1153750429430167,-1.8187685537231555,1.836322984288102,2.948524333699233,32.671875,0.0
joint_affine,hrnet_w32,right_knee,0.8089082000652874,-3.3003236273064207,3.1043638821891877,5.553669941392154,45.671875,0.0
joint_affine,hrnet_w32,right_shoulder,0.6044270129953904,1.573065024197855,2.013003476522739,2.1259985975449998,64.0,0.0
joint_affine,hrnet_w32,right_wrist,1.710091621242939,-0.31914760055369834,2.3880229507150355,2.9048020585009287,62.9375,0.0
joint_affine,rtmpose_m,left_ankle,-1.3219154063988858,2.714710984455009,2.0022815476869043,8.672210031486898,32.078125,0.0
joint_affine,rtmpose_m,left_elbow,-0.8232859358794518,-0.5625849868908345,1.6821440367895764,2.6692584648612283,61.21875,0.0
joint_affine,rtmpose_m,left_hip,-1.88563892027355,-2.8663654762714526,2.6029046709583685,3.7318874537206006,34.65625,0.0
joint_affine,rtmpose_m,left_knee,-0.5167351446419651,-1.317152201831065,2.2264852636498116,3.3914902331862544,37.6875,0.0
joint_affine,rtmpose_m,left_shoulder,0.37626312128542094,1.0318983687746668,1.7999761492161899,1.6373462785947734,64.0,0.0
joint_affine,rtmpose_m,left_wrist,-1.2392317370770813,0.26505971836522935,1.7901877624256586,2.766254400210792,61.0625,0.0
joint_affine,rtmpose_m,right_ankle,2.582432437878939,-2.6738703368166434,2.929142527405588,6.911764540335816,32.640625,0.0
joint_affine,rtmpose_m,right_elbow,-0.0010852097476521361,0.9939778394795125,1.6247455722440425,3.3337860472046374,63.65625,0.0
joint_affine,rtmpose_m,right_hip,0.5874405518994156,-1.7919881463819736,1.6516921875791313,2.548162225289258,32.671875,0.0
joint_affine,rtmpose_m,right_knee,0.9452657191122359,-1.8249362968710512,2.6391577629647247,4.061108895712452,45.671875,0.0
joint_affine,rtmpose_m,right_shoulder,-0.09900610992265363,2.3013099114795534,2.0919342571115465,2.7901194719894407,64.0,0.0
joint_affine,rtmpose_m,right_wrist,0.02324535595043999,0.13127177989832328,1.8061659569425537,2.7740124120707503,62.9375,0.0
joint_affine,vitpose_base,left_ankle,-2.4397949857949257,-0.15915903968263306,3.0403154584919503,9.619368277357491,32.078125,0.0
joint_affine,vitpose_base,left_elbow,-2.444871168943525,0.2115729583577125,2.9865188387562904,3.782564330578914,61.21875,0.0
joint_affine,vitpose_base,left_hip,-3.6780667024393945,-3.9217768582674895,4.243290775758508,5.4786954427060115,34.65625,0.0
joint_affine,vitpose_base,left_knee,-0.3958878118010598,-3.016668920356197,2.592712970049918,5.894964075587877,37.6875,0.0
joint_affine,vitpose_base,left_shoulder,-0.8732201819728935,2.381718523658777,1.8718847638769647,2.7601584497569105,64.0,0.0
joint_affine,vitpose_base,left_wrist,-3.1385532706512307,-1.1019444901095443,3.4106561309570393,3.735200167423554,61.0625,0.0
joint_affine,vitpose_base,right_ankle,1.009171807011195,-4.2175767371727355,2.9882363571058543,9.195799585442309,32.640625,0.0
joint_affine,vitpose_base,right_elbow,0.037503450686115575,0.29597347427900883,2.0606514731548353,3.061032802853204,63.65625,0.0
joint_affine,vitpose_base,right_hip,-0.4245028698725265,-2.7112487770816855,2.322108954081353,4.311455667721165,32.671875,0.0
joint_affine,vitpose_base,right_knee,-0.39031548048916875,-3.41548160408818,2.7514899441658414,6.357413636472232,45.671875,0.0
joint_affine,vitpose_base,right_shoulder,0.0976417806533175,2.128987335145073,2.262491912587383,2.378182938973691,64.0,0.0
joint_affine,vitpose_base,right_wrist,0.6127372951116516,-1.1730539191465341,2.713157931633258,3.7396979559415384,62.9375,0.0
joint_offset,hrnet_w32,left_ankle,-0.9171038753447512,0.4092437089848939,1.8380034388492446,7.754269170239904,32.078125,0.0
joint_offset,hrnet_w32,left_elbow,-0.4499095918895445,-0.2782599808286952,1.8412873215440746,3.2018907745652934,61.21875,0.0
joint_offset,hrnet_w32,left_hip,-2.350500942999659,-3.4026516670254257,3.2748471636151666,4.494994833446804,34.65625,0.0
joint_offset,hrnet_w32,left_knee,-0.7934165903684754,-2.733896784310698,2.6624581917508383,5.105163349527205,37.6875,0.0
joint_offset,hrnet_w32,left_shoulder,0.3003418166226072,1.1156919327596662,2.054888354266553,1.9215623827837138,64.0,0.0
joint_offset,hrnet_w32,left_wrist,-0.916542645388242,-0.4019928327782846,1.854569210970284,2.599113610024374,61.0625,0.0
joint_offset,hrnet_w32,right_ankle,2.624389264760651,-5.292401572873676,2.9455240045158857,8.132496065819964,32.640625,0.0
joint_offset,hrnet_w32,right_elbow,0.8645823756055392,0.5744009784090872,1.8070637892040728,3.1099802207021954,63.65625,0.0
joint_offset,hrnet_w32,right_hip,1.0971077221868757,-1.8018730087068422,1.824706999419443,2.9583926204310975,32.671875,0.0
joint_offset,hrnet_w32,right_knee,0.7482829411115017,-3.2691766494502423,3.1869857689433903,5.580898710313244,45.671875,0.0
joint_offset,hrnet_w32,right_shoulder,0.5997642101696139,1.5782964973854217,2.0244673627288,2.133818974289156,64.0,0.0
joint_offset,hrnet_w32,right_wrist,1.7295418956548576,-0.3520880898469448,2.377302393007077,2.934197077388465,62.9375,0.0
joint_offset,rtmpose_m,left_ankle,-1.7111402818627484,2.4905388017117134,2.0427416407988446,8.398032770918729,32.078125,0.0
joint_offset,rtmpose_m,left_elbow,-0.8060405846199385,-0.6130687403995481,1.7272357188587735,2.759253905114373,61.21875,0.0
joint_offset,rtmpose_m,left_hip,-1.8908976632843684,-2.8767414639730804,2.607963173226609,3.759223997344537,34.65625,0.0
joint_offset,rtmpose_m,left_knee,-0.6195820291290809,-1.2462575679836663,2.3560916287703155,3.361855422750656,37.6875,0.0
joint_offset,rtmpose_m,left_shoulder,0.38055664109033893,1.0331182744315903,1.8130266145550988,1.6410591388457825,64.0,0.0
joint_offset,rtmpose_m,left_wrist,-1.2118071970722621,0.2760446774190707,1.736728064167073,2.7705376993285906,61.0625,0.0
joint_offset,rtmpose_m,right_ankle,2.260651062189559,-2.8270128206460514,2.6075285382422,7.045216174817841,32.640625,0.0
joint_offset,rtmpose_m,right_elbow,0.0462727721134381,0.9786202449044339,1.6988933876980452,3.3334427736024486,63.65625,0.0
joint_offset,rtmpose_m,right_hip,0.5666592854150214,-1.7795699811150616,1.634596957076622,2.5486379978383575,32.671875,0.0
joint_offset,rtmpose_m,right_knee,0.9038602978826336,-1.769942710792355,2.6509869762244893,4.0637721965344396,45.671875,0.0
joint_offset,rtmpose_m,right_shoulder,-0.11803208245040758,2.3230980465805993,2.085294930198702,2.8026379386400855,64.0,0.0
joint_offset,rtmpose_m,right_wrist,0.0548314859246847,0.08517212317598084,1.7911891224206797,2.7475165312228853,62.9375,0.0
joint_offset,vitpose_base,left_ankle,-2.8975135855095457,-0.49827273967415214,3.2245003938152887,9.333967563382975,32.078125,0.0
joint_offset,vitpose_base,left_elbow,-2.3969904378589977,0.2402120705037551,2.975863190034369,3.9004877419252804,61.21875,0.0
joint_offset,vitpose_base,left_hip,-3.688926318569691,-3.930130284311033,4.257765668993388,5.506908735548028,34.65625,0.0
joint_offset,vitpose_base,left_knee,-0.3190612952930837,-2.9603974993368904,2.9722735250219303,5.978353190744971,37.6875,0.0
joint_offset,vitpose_base,left_shoulder,-0.855336946025731,2.4017088967970563,1.88134750766149,2.782854285571039,64.0,0.0
joint_offset,vitpose_base,left_wrist,-3.098088143447064,-1.0867150578531695,3.3740341310425195,3.7362705588755203,61.0625,0.0
joint_offset,vitpose_base,right_ankle,0.5101118166369875,-4.469135343506909,2.6934194469958603,9.502999192052958,32.640625,0.0
joint_offset,vitpose_base,right_elbow,0.08771799086179427,0.26632341297203205,2.1300342500256937,3.070018651359805,63.65625,0.0
joint_offset,vitpose_base,right_hip,-0.44968724796901144,-2.699647404299784,2.314325702709365,4.332638580646524,32.671875,0.0
joint_offset,vitpose_base,right_knee,-0.46789471989762715,-3.2935242595672642,2.8723521901521107,6.3504580938615005,45.671875,0.0
joint_offset,vitpose_base,right_shoulder,0.08474443895098305,2.142182152659065,2.273487502912905,2.38911743821078,64.0,0.0
joint_offset,vitpose_base,right_wrist,0.6385663118421653,-1.218447107668544,2.701592802544287,3.7613747605633985,62.9375,0.0
paired_jepa,hrnet_w32,left_ankle,-0.06754977975946826,2.9162990245968103,1.8326585816370475,6.72696045604912,32.078125,0.0
paired_jepa,hrnet_w32,left_elbow,-0.4095835583284497,-0.36409668647684157,1.7958334311842918,3.179064459167421,61.21875,0.0
paired_jepa,hrnet_w32,left_hip,-2.333103632926941,-3.6124653862582314,3.202742168638441,4.471594776047601,34.65625,0.0
paired_jepa,hrnet_w32,left_knee,-0.5231986993830651,-2.959302903413773,2.707299299836159,5.12967069864273,37.6875,0.0
paired_jepa,hrnet_w32,left_shoulder,0.34688904136419296,1.145564440637827,2.0657838359475136,1.9187710583209991,64.0,0.0
paired_jepa,hrnet_w32,left_wrist,-0.907934459450189,-0.1849605729730683,1.7746518482454121,2.636947645805776,61.0625,0.0
paired_jepa,hrnet_w32,right_ankle,2.060540298852039,-3.7281246973162,3.0286383508367742,7.60327178113004,32.640625,0.0
paired_jepa,hrnet_w32,right_elbow,0.898826233606087,0.5216052988544106,1.8617542330175638,3.080428421497345,63.65625,0.0
paired_jepa,hrnet_w32,right_hip,0.9965534691627209,-2.2567647620557976,1.7846289040186467,3.0671320282495937,32.671875,0.0
paired_jepa,hrnet_w32,right_knee,0.7058150481860168,-3.49030142796577,3.0544562393524606,5.660442541857234,45.671875,0.0
paired_jepa,hrnet_w32,right_shoulder,0.6009839810431004,1.6794331315904856,2.0328073613345623,2.166851894930005,64.0,0.0
paired_jepa,hrnet_w32,right_wrist,1.7613576069124974,-0.33237106614978984,2.4215690242126584,2.9203025177121162,62.9375,0.0
paired_jepa,rtmpose_m,left_ankle,-1.4459433813352842,3.4268375357260576,1.9513110792314685,7.1190578003187435,32.078125,0.0
paired_jepa,rtmpose_m,left_elbow,-0.4439149060053751,-0.5199609284754843,1.6737884795293212,2.7855741092935205,61.21875,0.0
paired_jepa,rtmpose_m,left_hip,-1.7786341534720527,-2.8746372441450756,2.4842450393570794,3.631936333576838,34.65625,0.0
paired_jepa,rtmpose_m,left_knee,-1.11749719068408,-1.0258244323730468,2.3795413851737974,3.199132421016693,37.6875,0.0
paired_jepa,rtmpose_m,left_shoulder,0.7354354932904243,1.0442784391343594,1.9773820862174034,1.630033377557993,64.0,0.0
paired_jepa,rtmpose_m,left_wrist,-0.7232701039611129,-0.22138212859863418,1.5474142911843956,2.9829340055584908,61.0625,0.0
paired_jepa,rtmpose_m,right_ankle,2.84599102522306,-2.4281360308857676,3.2918068159450877,6.661633658916392,32.640625,0.0
paired_jepa,rtmpose_m,right_elbow,0.16744075436145067,1.1555653419345617,1.728630623780191,3.3152447575703263,63.65625,0.0
paired_jepa,rtmpose_m,right_hip,0.806660105020572,-1.5876028319964042,1.7866487571826348,2.2851748695740333,32.671875,0.0
paired_jepa,rtmpose_m,right_knee,1.7708618500180253,-1.6011590046472237,2.9709497387291957,4.000489910117915,45.671875,0.0
paired_jepa,rtmpose_m,right_shoulder,-0.07214651256799698,2.1605511102825403,2.091871961951256,2.6939169000834227,64.0,0.0
paired_jepa,rtmpose_m,right_wrist,0.2754939391743392,0.26030827686190605,1.819937089458108,2.761711490340531,62.9375,0.0
paired_jepa,vitpose_base,left_ankle,-1.727984457402616,2.583095855655375,2.7717011578985162,8.621073026914853,32.078125,0.0
paired_jepa,vitpose_base,left_elbow,-2.433385612372149,-0.0334089072421192,2.9922271175310016,3.8759163096547127,61.21875,0.0
paired_jepa,vitpose_base,left_hip,-3.611718142694897,-4.366350586215655,4.1520525680647955,5.533647641870711,34.65625,0.0
paired_jepa,vitpose_base,left_knee,0.3335461349785328,-3.3904743629693983,2.5583438020944596,6.141758588552475,37.6875,0.0
paired_jepa,vitpose_base,left_shoulder,-0.8878191448748112,2.3143183905631304,1.8738191537559032,2.7153616454452276,64.0,0.0
paired_jepa,vitpose_base,left_wrist,-3.107591099687852,-0.949954485692615,3.365369392093271,3.5848140097223222,61.0625,0.0
paired_jepa,vitpose_base,right_ankle,-0.8031532946736255,-1.6600167634005243,3.347313760442937,8.533195293330131,32.640625,0.0
paired_jepa,vitpose_base,right_elbow,0.1686768620274961,0.03550135903060436,2.156023803167045,3.06828885525465,63.65625,0.0
paired_jepa,vitpose_base,right_hip,-0.5947877055941484,-3.4610390999378304,2.262260698355161,4.470020456191821,32.671875,0.0
paired_jepa,vitpose_base,right_knee,-0.9988612545058742,-3.726440331883362,3.3847289129358824,6.505272341556236,45.671875,0.0
paired_jepa,vitpose_base,right_shoulder,0.11935818567872047,2.2559719551354647,2.2665286622941494,2.4907666835933924,64.0,0.0
paired_jepa,vitpose_base,right_wrist,0.701013611338567,-1.370598785346374,2.7039358164183795,3.819044134579599,62.9375,0.0
unchanged,hrnet_w32,left_ankle,3.499164600025963,1.0703711268064138,3.9387112404849076,7.535470865868233,32.078125,0.0
unchanged,hrnet_w32,left_elbow,-0.07575257821008563,-5.176288390532136,1.866207081824541,6.208229802548885,61.21875,0.0
unchanged,hrnet_w32,left_hip,5.03870185746087,-10.355588038762411,7.568586166699728,10.38296873834398,34.65625,0.0
