method,split,seed,extractor,evidence_status,person_id,visible_nle,lower_limb_nle,missing_rate,displacement_nle,ankle_separation_mae,amplitude_error,amplitude_ratio,event_timing_mae_s,endpoint,scale_policy,condition
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.0144357207005159,0.020114214116610157,0.0,0.013671532925464613,0.01489659664553483,0.0022104404843868563,0.9614315358454493,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.0136948433276862,0.01796839081750268,0.0,0.011518783544808694,0.015058525535723795,0.009665369273499674,0.7399802231100839,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.010063908740786207,0.01323834663559145,0.0,0.0077840525360233755,0.011672539006862393,0.002901618706515014,0.8313641596466332,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.01572320802392603,0.022788835531516713,0.0,0.010155269983172231,0.013859853131858843,0.006188854302954969,0.6698829729297427,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.020113453832016136,0.03088367881983688,0.0,0.011510919240243831,0.016308686328570608,0.006170561737567644,1.320343640754288,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.017335758843119775,0.025900776059338944,0.0,0.014632687274272825,0.01634402699268922,0.009348544230652218,0.6636214363449393,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.022901217796523557,0.036529536581480004,0.0,0.014791501256842594,0.025802729991543948,0.018147991855108923,0.4901581201687114,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.04057798172705202,0.04708788968351002,0.0,0.0168204023322369,0.023060870201164485,0.021637975069770943,4.251225469403843,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.019342883723193826,0.028630841820947363,0.0,0.014899678366096368,0.016284341231021675,0.001591273961769289,0.9382576700258197,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.0161774685608339,0.022182451064758777,0.0,0.013369010079295413,0.015326867763523263,0.008058828539989526,0.8299231746992821,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.012896680680182062,0.017906143465654705,0.0,0.008696227023576432,0.010852188118784188,0.00392150392056385,0.9363654721346654,,all_valid_synthetic,frame_reference,all_conditions
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.023300866168969852,0.029750204069466102,0.0,0.013580220688614492,0.015560355501255875,0.006250621903160893,0.6730544517485572,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.014096969917199238,0.02003212311049006,0.0,0.011153542888667232,0.012411701491513,0.0034225517265149934,1.3840764872591915,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.012963276195677094,0.018020771033089963,0.0,0.012826177368792175,0.014503661726056412,0.006356155273708031,1.1522974272560713,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.02062764150216855,0.027784344783299525,0.0,0.017400844738541324,0.01896644356308236,0.007963326645747306,0.909710241416317,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.026431661412896917,0.03369196682577771,0.0,0.015025749579209555,0.013551342863927212,0.011559133166088465,2.703703637362456,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.01567928489925608,0.02175688769889708,0.0,0.01387852305737352,0.01237775892509737,0.004709235297418025,1.5501501541740548,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.013232616372413963,0.017812340871253537,0.0,0.012411871210249968,0.01248488590900832,0.007840879213870368,1.711916078838412,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.010530302062854855,0.013991822276212205,0.0,0.009543945212670144,0.010529126143659856,0.005084575026822256,1.4998566463219198,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.014537472360706625,0.021871140826733068,0.0,0.011522808801258206,0.012428553567218212,0.005785323936550921,1.0907111861607586,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.013736178928330806,0.01941384757479289,0.0,0.00914702669415015,0.010981994102176743,0.002819928911833251,1.211446062419492,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.01263003395079625,0.01788877565322962,0.0,0.009933625171919225,0.010285612316203788,0.005414860987810275,0.9451832441469171,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.014764464881525,0.020843443713109477,0.0,0.012392854826224375,0.015919414159456698,0.00852375297640415,0.7465861644662541,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.0243717310929221,0.026385323516521068,0.0,0.017011575051441,0.018369676639741907,0.015828056697084883,3.3061928154202413,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.012956700497840475,0.017146392460524823,0.0,0.011534934079138356,0.012531709481069169,0.0037679273245732935,1.388782844690951,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.011578853951364787,0.01411236457648122,0.0,0.009305349627431507,0.008723116549059,0.0034963385572693967,1.0750125181938186,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.010092230516663681,0.013499068055332424,0.0,0.0065771411150078495,0.010189313030363537,0.003033414714236087,1.221467319721601,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.013335719236262675,0.01961971647016964,0.0,0.009071572069466275,0.011970262741103544,0.005962365164235763,0.9887739403073523,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.019211718034672483,0.029418913350349532,0.0,0.010857810534593794,0.016171935005437586,0.006717620678854706,1.6544018992721825,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.01433126316064795,0.020107413357461607,0.0,0.012002910565137569,0.010922612449454487,0.0033270695171188254,0.922707362697974,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.017119227343942212,0.025581791435256004,0.0,0.011785971673089325,0.01938842811066873,0.010145709135956369,0.8233257682464332,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.037112277248681616,0.04128253531191245,0.0,0.015765089387491764,0.024621914483623525,0.021677441905624453,4.237815686263346,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.017755715300100863,0.02570400738723627,0.0,0.01315596811578532,0.012924362487743356,0.0030252601158966127,1.3298433835862382,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.01392468585583194,0.018004486370822907,0.0,0.011022273848540537,0.010313729603839313,0.0045935313201034625,1.1789951541070844,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.012486343012675406,0.017391867790848267,0.0,0.007986994791159406,0.008781559654334975,0.003488637469217194,1.4059933395960929,,all_valid_synthetic,frame_reference,all_conditions
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.019835940506400074,0.024128107609022544,0.0,0.012218635378023125,0.016623428050934443,0.0049051166938665,1.0676291093750052,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.021716515740254485,0.029311802190077774,0.0,0.011883018885254512,0.03521920771798717,0.004539433768172432,1.3823490880600957,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.02348134053208259,0.03255045320385397,0.0,0.015968967392959714,0.02858161205113223,0.009274767252341195,1.2358428121729135,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.03266272508989965,0.04364001157037625,0.0,0.01997387403431973,0.034375226948305374,0.009454235843011619,1.0052719801668557,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.03662699428410637,0.047196221313797186,0.0,0.01654194351760472,0.024472945479210376,0.010834759350964855,2.6436499254812342,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.027444574469910617,0.0336418518102407,0.0,0.01593608423736074,0.0293666839322093,0.004230243382969856,1.3927757577545896,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.026354472466054317,0.034354385028151205,0.0,0.014696555930867794,0.026233924293048275,0.008903580955224099,1.775814830596639,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.02034566414827042,0.025538444714266334,0.0,0.010884847679121469,0.017549322868070406,0.005398701499471686,1.4873853646449677,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.027575781510804226,0.03552455362673612,0.0,0.012329075062709006,0.026681342394406407,0.0073689271197228,1.1770614234601926,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.019997794880678776,0.02725655967315288,0.0,0.008459153378302532,0.03372520479287635,0.004593155952280884,1.3408736154473926,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.019831345704098207,0.02780920401899742,0.0,0.012781878519078405,0.02202002319738202,0.004896597048810675,0.9791201894076609,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.025559428172302782,0.03446551591614549,0.0,0.014439016154429331,0.03828562680602208,0.0118924034192426,0.7366354339399068,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.03695993810458544,0.043217366922596236,0.0,0.018025219394794345,0.03625247321160516,0.01909678630626468,3.608143665378109,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.0255137297783415,0.03082292075105418,0.0,0.013873897435194656,0.03286054157978256,0.002688800891796895,1.128105091366447,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.02290989725848981,0.0274712059450548,0.0,0.011445912662569956,0.025304476324235665,0.005406446411758326,0.9705435084672644,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.018808675645430692,0.023581138084357526,0.0,0.007831427694950426,0.0197494284601861,0.0024792372948058,1.06685237681895,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.0263065408743146,0.0326352043513112,0.0,0.010338221923493787,0.026901456448428986,0.008566957482413456,0.9668633438479713,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.02566309364104928,0.037821514825991366,0.0,0.011626223161709387,0.03458340429404966,0.011083940495178878,1.8057402639267166,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.02478335001928847,0.03460302314236971,0.0,0.014891255944175511,0.036968843497675,0.005190583153862319,0.9212445266659957,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.032120262881491494,0.04609677529585806,0.0,0.01455660345792845,0.041956795305897326,0.013221248842696955,0.875669891099716,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.050786115061880896,0.05898018889436334,0.0,0.017899997165446505,0.042403395526360195,0.030191032317762097,5.579055700823873,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.03051796974841669,0.039301381699146376,0.0,0.01486327824464593,0.038705069602744155,0.0032915041456716963,1.0860176030952675,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.025004529791459333,0.03178672805327895,0.0,0.013398123520648612,0.02782320225559291,0.006905991668083643,1.1292059444674463,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.02249772133770119,0.02825989521563162,0.0,0.00863529516191175,0.01934288947885685,0.003201782253178325,1.207564219343018,,all_valid_synthetic,frame_reference,all_conditions
filter0,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.03360437504995689,0.03931135924255694,0.0,0.013605393011746361,0.03295266457179182,0.008169563074115113,0.9266931894865607,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.021398737542798044,0.02891556551713821,0.0,0.010394353821556918,0.03473001735815909,0.0036820067960518753,1.1880398549908473,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.022999557556388002,0.03189927069697765,0.0,0.014397760984621876,0.027106822457847145,0.007948558924404495,1.0925488723951133,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.032260984511644025,0.0431164303436407,0.0,0.018127239974804556,0.033378699148780326,0.008764856766068745,0.9258255532814612,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.036072450811800286,0.04642408433022264,0.0,0.014397062970327475,0.022313066245441163,0.006719705771503512,1.9552888454438362,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.027106269477755126,0.03312523940320075,0.0,0.014670573088427482,0.029156528986026765,0.0033232776203956315,1.191923600654225,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.025953593716046594,0.0337843707255889,0.0,0.012684828670975593,0.02490524535288636,0.007459234878190906,1.4210930395706964,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.020086537284071462,0.02525880340515255,0.0,0.009576730961460368,0.01693658538723533,0.004450212478839394,1.286749080425033,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.027409408924791063,0.0353124822274113,0.0,0.011074714012082907,0.025802051863942348,0.006561678071209956,1.0942796638079253,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.01994682050553996,0.027172798429718818,0.0,0.008174901431078362,0.03347984706560863,0.004242738786359688,1.2779646729039085,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.019713252975601163,0.027644117258676416,0.0,0.012438306224072077,0.021571108796637907,0.004944329447032894,0.9252470366117314,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.025469531095078386,0.034372389238419225,0.0,0.014127110738499869,0.03804758950902702,0.012452706960426312,0.6968317766034686,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.036460022972252454,0.04285053337513695,0.0,0.01695220245940028,0.03525656095268894,0.017299449763243862,3.237185493029103,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.025504510253878662,0.030812781481476315,0.0,0.013696700350854038,0.03278446941359975,0.0024555087256454187,1.0540692964927532,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.022851712593673225,0.027374974503631633,0.0,0.011102302153547381,0.025165376162558477,0.005796683149958574,0.931004484482413,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.018778318581023093,0.023557390200802976,0.0,0.007637190257894456,0.01969685763761055,0.002380438717596525,1.0210576669808562,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.026290097192683076,0.03261321180597434,0.0,0.0100713265325257,0.026636470971266507,0.0084203017449698,0.9304290016141324,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.025580972947315,0.03766959693015508,0.0,0.010953096227330456,0.03372297481333123,0.009700975824169168,1.6494814946764969,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub054,0.0246854290381654,0.034440929238582677,0.0,0.014461323355567206,0.03679417967128261,0.0058058724618401565,0.8777612487932167,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub070,0.03205329768747879,0.04596762111066202,0.0,0.01413064531065042,0.041287907238662845,0.012625593605003382,0.8396606208583469,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub072,0.05038534846370419,0.05854705618617965,0.0,0.01661224803476071,0.04097721244735991,0.02551095159393629,4.817965213489967,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub075,0.030414295491123657,0.03908738047337941,0.0,0.014505616859919369,0.03862001425213345,0.003353493821287444,1.0170298309305337,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub086,0.02484982101307735,0.03149160746831474,0.0,0.012780190705650186,0.027421214865509982,0.0063466732898889815,1.0741989888091905,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub098,0.022485265644502907,0.028250661061664694,0.0,0.008432385522489944,0.018981670944508783,0.0030046826806850438,1.1016727543938891,,all_valid_synthetic,frame_reference,all_conditions
filter1,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub106,0.03351023269066397,0.03921892130201576,0.0,0.012928933831126262,0.03247685685816038,0.0084080629805633,0.8761568011021597,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub053,0.021343450772039606,0.028831267114038037,0.0,0.009848215407955557,0.03454468204399987,0.0035065015692867713,1.0831596755665216,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub054,0.022901873800105357,0.03177329698153977,0.0,0.013949814209657194,0.02650068539182687,0.007916772325136176,1.0118027430862968,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub070,0.03213429700939042,0.04299459677960603,0.0,0.017297286200984443,0.03293053665515569,0.008595625493895712,0.8716821651569475,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub072,0.035872331272168816,0.04618831642548069,0.0,0.013285578745981968,0.021408071519038112,0.005319336877253436,1.6845375530715205,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub075,0.02703980528236245,0.033017816042000804,0.0,0.014270568937727013,0.029039446732786044,0.0030870109353719312,1.0930063519481235,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub086,0.025881127202878502,0.033673477555152036,0.0,0.012111073292024762,0.024594581374161668,0.006880384870642667,1.2749671586814362,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub098,0.02005787021138647,0.025255913009508878,0.0,0.009195991251555794,0.01675223370260165,0.004145192220366512,1.1824002837364895,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub106,0.027401875089536308,0.03532659711186427,0.0,0.0106411546485976,0.025303827853903182,0.006189835554511688,1.040605515265537,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub053,0.019967403337536195,0.027175602375715258,0.0,0.008206258046333407,0.03324875677616859,0.003892079297252945,1.2153485856663446,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub054,0.0197154907199406,0.027644935666609485,0.0,0.012453905118088719,0.021318869634049227,0.005176205930625194,0.8855925835257727,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub070,0.0254765199080208,0.034412497233978344,0.0,0.014221375835359207,0.037866759791587996,0.013031342985015444,0.6627743204272307,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub072,0.03620446003036959,0.04267464728311528,0.0,0.01616778464464915,0.0344456832865868,0.016218221636760673,2.9872250887904648,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub075,0.02556522108882784,0.030891785614853784,0.0,0.013841789179986637,0.03272911379636816,0.0023848496474930753,0.9937180565915771,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub086,0.022908496482916076,0.027445304729674908,0.0,0.011164412518969281,0.02502219538092643,0.005888439020900756,0.9009387323383804,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub098,0.018819949160574993,0.02362872108572109,0.0,0.007744742384057738,0.01964749853420839,0.002457913484141375,0.978137737712531,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub106,0.026328600102727733,0.032686966519249745,0.0,0.010053654959175994,0.02635045618504027,0.00813543582746152,0.8972041014681362,,all_valid_synthetic,frame_reference,all_conditions
filter2,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub053,0.025568292396447694,0.03761944234285183,0.0,0.010618214177357588,0.03306994307709647,0.008771357754521657,1.539191496478927,,all_valid_synthetic,frame_reference,all_conditions
