method,joint,bias_x_px,bias_y_px,mae_x_px,mae_y_px
joint_offset,right_wrist,0.2275675227778442,0.21250620298185866,0.9313812742854254,1.839353335240741
paired_jepa,left_ankle,-0.40463322090605897,-1.83835614969333,1.1585940693815548,5.126210048794746
paired_jepa,left_elbow,-1.3071244259675343,2.4119261354207993,1.6541487673918407,2.9534636586904526
paired_jepa,left_hip,-0.9722351829210917,-0.971808006366094,1.5603387951850891,2.036578744649887
paired_jepa,left_knee,1.035386628471315,-4.187323985000451,2.163111560046673,5.161538166304429
paired_jepa,left_shoulder,1.3973328272501628,0.6039387136697769,1.9895498355229695,1.445975735783577
paired_jepa,left_wrist,-1.0608921349048615,-0.34774525960286456,1.6044983367125194,2.688805729150772
paired_jepa,right_ankle,3.419363186849902,-5.769268194834392,5.107223637402058,8.203234288427565
paired_jepa,right_elbow,-0.1998046338558197,3.3102295150359473,1.1039292713006337,3.9403793861468634
paired_jepa,right_hip,1.0337006052335103,0.007433205842971802,2.4010183215141296,2.0333003302415213
paired_jepa,right_knee,2.215481188325655,-1.321731673110099,3.9452414995148066,3.204179570788429
paired_jepa,right_shoulder,-0.8043171068032583,0.34934892257054645,1.4702127675215404,2.010217249393463
paired_jepa,right_wrist,0.3313017388184865,0.21188547710577652,1.019159346818924,2.0676735192537308
unchanged,left_ankle,3.915551503499349,-3.5502340655463436,3.91676793495814,5.881976336240768
unchanged,left_elbow,-0.8894348541895548,-4.032370020945867,1.3940381209055583,4.134923001130422
unchanged,left_hip,7.311375081539154,-8.731255809466044,7.311375081539154,8.731255809466044
unchanged,left_knee,0.6788717871531844,-6.268900680045287,1.9040253708759944,6.578895101944606
unchanged,left_shoulder,-4.921581159035365,-7.116440802812576,4.921581159035365,7.116440802812576
unchanged,left_wrist,-0.14952079455057782,-2.7640421191851297,1.1533681948979695,3.3259413888057074
unchanged,right_ankle,-1.2032827867401972,-5.313427064153883,3.437117361360126,7.638634814156426
unchanged,right_elbow,1.2602865795294445,-3.5789687782526016,1.4226612349351246,3.78128020465374
unchanged,right_hip,-6.829591770966847,-9.348770101865133,6.829591770966847,9.348770101865133
unchanged,right_knee,2.6695717523495355,-5.176770138598624,3.2543659039906094,5.339070754391806
unchanged,right_shoulder,5.493896027406056,-6.4887929658095045,5.493896027406056,6.4887929658095045
unchanged,right_wrist,1.058465152978897,-3.2843110859394073,1.2678002019723256,3.4543660084406533
