method,split,seed,extractor,evidence_status,person_id,value,metric
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.019230009526716187,lower_limb_nle
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.01884308175375015,lower_limb_nle
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.017946419646743136,lower_limb_nle
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.013746551969041588,lower_limb_nle
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.017620037474144788,lower_limb_nle
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.018806786715108888,lower_limb_nle
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0202459942725407,lower_limb_nle
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.025725468134740324,lower_limb_nle
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.024525435575177473,lower_limb_nle
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.017753842247657102,lower_limb_nle
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.020936604172266872,lower_limb_nle
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.026456434371182187,lower_limb_nle
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.027994585525756538,lower_limb_nle
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0,missing_rate
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0,missing_rate
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007891108083980938,displacement_nle
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007826135951720936,displacement_nle
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.005974020509150749,displacement_nle
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.004971965201242913,displacement_nle
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0057363175594537,displacement_nle
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0059280881730971995,displacement_nle
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007831832423842989,displacement_nle
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007985914245183575,displacement_nle
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.006072250448658688,displacement_nle
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.005145757106596012,displacement_nle
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.005790789942540288,displacement_nle
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.006101396792284112,displacement_nle
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007885118626611712,displacement_nle
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007826999361073212,displacement_nle
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.00604389335330585,displacement_nle
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.004987985050265088,displacement_nle
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.005762825490412125,displacement_nle
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.005966372054580451,displacement_nle
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007470543850068276,displacement_nle
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007460301034952313,displacement_nle
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.0057052403049370004,displacement_nle
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.0046258578599854255,displacement_nle
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.005326694629048513,displacement_nle
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.005416362314222526,displacement_nle
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.0078088772551383875,displacement_nle
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007813185570510724,displacement_nle
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.005910588665839912,displacement_nle
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.004898393852825788,displacement_nle
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.005673610270567312,displacement_nle
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.0058331636062464625,displacement_nle
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007885897240116124,displacement_nle
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.007928825654640637,displacement_nle
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.00611522849516235,displacement_nle
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.005173892919657813,displacement_nle
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.005799767440191726,displacement_nle
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.006060896033418325,displacement_nle
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,0.007808877082464662,displacement_nle
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,0.00781318551301555,displacement_nle
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,0.005910588772222088,displacement_nle
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,0.004898393830280325,displacement_nle
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,0.0056736103386829245,displacement_nle
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,0.005833163739379163,displacement_nle
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,ankle_separation_mae
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,ankle_separation_mae
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
coordinate,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
coordinate,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
direct,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
direct,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
direct,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
initialized,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
initialized,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
initialized,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_affine,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_affine,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_affine,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_offset,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_offset,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
joint_offset,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
paired_jepa,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
paired_jepa,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
paired_jepa,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
unchanged,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
unchanged,development,17,rtmpose_m,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_error
unchanged,development,17,vitpose_base,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_error
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub023,,amplitude_ratio
coordinate,development,17,hrnet_w32,automated-source-screen,BioMotionLab_NTroje::rub044,,amplitude_ratio
