method,split,seed,extractor,evidence_status,recomputed,value,absolute_difference,metric,variant
direct,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
direct,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
initialized,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,all
initialized,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
initialized,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_affine,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_affine,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_affine,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_offset,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_offset,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
joint_offset,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
unchanged,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,all
unchanged,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,all
unchanged,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,all
coordinate,development,17,hrnet_w32,automated-source-screen,0.007858622017850937,0.0078586220178509,3.642919299551295e-17,displacement_nle,all
coordinate,development,17,rtmpose_m,automated-source-screen,0.005472992855196831,0.0054729928551968,3.122502256758253e-17,displacement_nle,all
coordinate,development,17,vitpose_base,automated-source-screen,0.00583220286627545,0.0058322028662755,5.0306980803327406e-17,displacement_nle,all
direct,development,17,hrnet_w32,automated-source-screen,0.007908873334513282,0.0079088733345133,1.734723475976807e-17,displacement_nle,all
direct,development,17,rtmpose_m,automated-source-screen,0.00560900377762735,0.0056090037776273,5.0306980803327406e-17,displacement_nle,all
direct,development,17,vitpose_base,automated-source-screen,0.0059460933674122,0.0059460933674122,0.0,displacement_nle,all
initialized,development,17,hrnet_w32,automated-source-screen,0.007856058993842462,0.0078560589938425,3.8163916471489756e-17,displacement_nle,all
initialized,development,17,rtmpose_m,automated-source-screen,0.005515939201785469,0.0055159392017855,3.122502256758253e-17,displacement_nle,all
initialized,development,17,vitpose_base,automated-source-screen,0.005864598772496288,0.0058645987724963,1.214306433183765e-17,displacement_nle,all
joint_affine,development,17,hrnet_w32,automated-source-screen,0.007465422442510294,0.0074654224425103,6.071532165918825e-18,displacement_nle,all
joint_affine,development,17,rtmpose_m,automated-source-screen,0.005165549082461213,0.0051655490824612,1.3010426069826053e-17,displacement_nle,all
joint_affine,development,17,vitpose_base,automated-source-screen,0.005371528471635519,0.0053715284716355,1.9081958235744878e-17,displacement_nle,all
joint_offset,development,17,hrnet_w32,automated-source-screen,0.007811031412824555,0.0078110314128246,4.5102810375396984e-17,displacement_nle,all
joint_offset,development,17,rtmpose_m,automated-source-screen,0.00540449125933285,0.0054044912593328,5.0306980803327406e-17,displacement_nle,all
joint_offset,development,17,vitpose_base,automated-source-screen,0.005753386938406888,0.0057533869384069,1.214306433183765e-17,displacement_nle,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.00790736144737838,0.0079073614473784,1.9081958235744878e-17,displacement_nle,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.005644560707410082,0.0056445607074101,1.8214596497756474e-17,displacement_nle,all
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0059303317368050255,0.005930331736805,2.5153490401663703e-17,displacement_nle,all
unchanged,development,17,hrnet_w32,automated-source-screen,0.007811031297740106,0.0078110312977401,6.071532165918825e-18,displacement_nle,all
unchanged,development,17,rtmpose_m,automated-source-screen,0.005404491301251207,0.0054044913012512,6.938893903907228e-18,displacement_nle,all
unchanged,development,17,vitpose_base,automated-source-screen,0.005753387039031044,0.005753387039031,4.336808689942018e-17,displacement_nle,all
coordinate,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
coordinate,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
coordinate,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
direct,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
direct,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
direct,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
initialized,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
initialized,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
initialized,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
joint_affine,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
joint_offset,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
unchanged,development,17,hrnet_w32,automated-source-screen,,,,ankle_separation_mae,all
unchanged,development,17,rtmpose_m,automated-source-screen,,,,ankle_separation_mae,all
unchanged,development,17,vitpose_base,automated-source-screen,,,,ankle_separation_mae,all
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_error,all
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_error,all
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_error,all
coordinate,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
coordinate,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
coordinate,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
direct,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
direct,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
direct,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
initialized,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
initialized,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
initialized,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
joint_affine,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
joint_offset,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
unchanged,development,17,hrnet_w32,automated-source-screen,,,,amplitude_ratio,all
unchanged,development,17,rtmpose_m,automated-source-screen,,,,amplitude_ratio,all
unchanged,development,17,vitpose_base,automated-source-screen,,,,amplitude_ratio,all
coordinate,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
coordinate,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
coordinate,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
direct,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
direct,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
direct,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
initialized,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
initialized,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
initialized,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
joint_affine,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
joint_affine,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
joint_affine,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
joint_offset,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
joint_offset,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
joint_offset,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
paired_jepa,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
paired_jepa,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
paired_jepa,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
unchanged,development,17,hrnet_w32,automated-source-screen,,,,event_timing_mae_s,all
unchanged,development,17,rtmpose_m,automated-source-screen,,,,event_timing_mae_s,all
unchanged,development,17,vitpose_base,automated-source-screen,,,,event_timing_mae_s,all
coordinate,development,17,hrnet_w32,automated-source-screen,0.010822869284931199,0.0108228692849312,1.734723475976807e-18,visible_nle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,0.00881972044224285,0.0088197204422428,5.0306980803327406e-17,visible_nle,blur
coordinate,development,17,vitpose_base,automated-source-screen,0.0114629179592243,0.0114629179592243,0.0,visible_nle,blur
direct,development,17,hrnet_w32,automated-source-screen,0.010663482039413376,0.0106634820394134,2.42861286636753e-17,visible_nle,blur
direct,development,17,rtmpose_m,automated-source-screen,0.00897755475310665,0.0089775547531066,5.0306980803327406e-17,visible_nle,blur
direct,development,17,vitpose_base,automated-source-screen,0.011943606943153676,0.0119436069431537,2.42861286636753e-17,visible_nle,blur
initialized,development,17,hrnet_w32,automated-source-screen,0.010800920579021624,0.0108009205790216,2.42861286636753e-17,visible_nle,blur
initialized,development,17,rtmpose_m,automated-source-screen,0.008842488848366602,0.0088424888483666,1.734723475976807e-18,visible_nle,blur
initialized,development,17,vitpose_base,automated-source-screen,0.011517147035715675,0.0115171470357157,2.42861286636753e-17,visible_nle,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,0.0102417918283838,0.0102417918283838,0.0,visible_nle,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,0.008235575247935601,0.0082355752479356,1.734723475976807e-18,visible_nle,blur
joint_affine,development,17,vitpose_base,automated-source-screen,0.011146665345726274,0.0111466653457263,2.6020852139652106e-17,visible_nle,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,0.0107523190243869,0.0107523190243869,0.0,visible_nle,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,0.008741510695232099,0.0087415106952321,1.734723475976807e-18,visible_nle,blur
joint_offset,development,17,vitpose_base,automated-source-screen,0.011449331228593125,0.0114493312285931,2.6020852139652106e-17,visible_nle,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.010713779842113375,0.0107137798421134,2.42861286636753e-17,visible_nle,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.009800288717371675,0.0098002887173717,2.42861286636753e-17,visible_nle,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,0.011705778897733776,0.0117057788977338,2.42861286636753e-17,visible_nle,blur
unchanged,development,17,hrnet_w32,automated-source-screen,0.02039891522575225,0.0203989152257522,5.204170427930421e-17,visible_nle,blur
unchanged,development,17,rtmpose_m,automated-source-screen,0.017742477104531924,0.0177424771045319,2.42861286636753e-17,visible_nle,blur
unchanged,development,17,vitpose_base,automated-source-screen,0.0222616938740825,0.0222616938740825,0.0,visible_nle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,0.012887719047127075,0.0128877190471271,2.42861286636753e-17,lower_limb_nle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,0.009851649756233325,0.0098516497562333,2.42861286636753e-17,lower_limb_nle,blur
coordinate,development,17,vitpose_base,automated-source-screen,0.014316130389783775,0.0143161303897838,2.6020852139652106e-17,lower_limb_nle,blur
direct,development,17,hrnet_w32,automated-source-screen,0.012657784962500026,0.0126577849625,2.6020852139652106e-17,lower_limb_nle,blur
direct,development,17,rtmpose_m,automated-source-screen,0.00979070444190585,0.0097907044419059,5.0306980803327406e-17,lower_limb_nle,blur
direct,development,17,vitpose_base,automated-source-screen,0.0154659907251674,0.0154659907251674,0.0,lower_limb_nle,blur
initialized,development,17,hrnet_w32,automated-source-screen,0.0129140749123976,0.0129140749123976,0.0,lower_limb_nle,blur
initialized,development,17,rtmpose_m,automated-source-screen,0.009882929550699176,0.0098829295506992,2.42861286636753e-17,lower_limb_nle,blur
initialized,development,17,vitpose_base,automated-source-screen,0.0144211858741686,0.0144211858741686,0.0,lower_limb_nle,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,0.011996057248914026,0.011996057248914,2.6020852139652106e-17,lower_limb_nle,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,0.00893352366979945,0.0089335236697995,4.85722573273506e-17,lower_limb_nle,blur
joint_affine,development,17,vitpose_base,automated-source-screen,0.01386772564572925,0.0138677256457292,5.0306980803327406e-17,lower_limb_nle,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,0.012883389486589349,0.0128833894865894,5.0306980803327406e-17,lower_limb_nle,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,0.00977633290322415,0.0097763329032241,5.0306980803327406e-17,lower_limb_nle,blur
joint_offset,development,17,vitpose_base,automated-source-screen,0.014400420373841975,0.014400420373842,2.42861286636753e-17,lower_limb_nle,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.01278086412290645,0.0127808641229064,5.0306980803327406e-17,lower_limb_nle,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.011313907771771499,0.0113139077717715,1.734723475976807e-18,lower_limb_nle,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,0.014844336664386825,0.0148443366643868,2.42861286636753e-17,lower_limb_nle,blur
unchanged,development,17,hrnet_w32,automated-source-screen,0.024582264775297673,0.0245822647752977,2.7755575615628914e-17,lower_limb_nle,blur
unchanged,development,17,rtmpose_m,automated-source-screen,0.02019360735896005,0.0201936073589601,4.85722573273506e-17,lower_limb_nle,blur
unchanged,development,17,vitpose_base,automated-source-screen,0.0269486235289602,0.0269486235289602,0.0,lower_limb_nle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
coordinate,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
coordinate,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
direct,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
direct,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
direct,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
initialized,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
initialized,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
initialized,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_affine,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
joint_offset,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
unchanged,development,17,hrnet_w32,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
unchanged,development,17,rtmpose_m,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
unchanged,development,17,vitpose_base,automated-source-screen,0.0,0.0,0.0,missing_rate,blur
coordinate,development,17,hrnet_w32,automated-source-screen,0.009227991128791375,0.0092279911287914,2.6020852139652106e-17,displacement_nle,blur
coordinate,development,17,rtmpose_m,automated-source-screen,0.006805525776243975,0.006805525776244,2.5153490401663703e-17,displacement_nle,blur
coordinate,development,17,vitpose_base,automated-source-screen,0.007008282966716925,0.0070082829667169,2.42861286636753e-17,displacement_nle,blur
direct,development,17,hrnet_w32,automated-source-screen,0.009235050069628025,0.009235050069628,2.6020852139652106e-17,displacement_nle,blur
direct,development,17,rtmpose_m,automated-source-screen,0.006911310315190425,0.0069113103151904,2.5153490401663703e-17,displacement_nle,blur
direct,development,17,vitpose_base,automated-source-screen,0.007149611357862625,0.0071496113578626,2.5153490401663703e-17,displacement_nle,blur
initialized,development,17,hrnet_w32,automated-source-screen,0.00923486823953865,0.0092348682395387,5.0306980803327406e-17,displacement_nle,blur
initialized,development,17,rtmpose_m,automated-source-screen,0.006827615276218725,0.0068276152762187,2.5153490401663703e-17,displacement_nle,blur
initialized,development,17,vitpose_base,automated-source-screen,0.0070292896330177,0.0070292896330177,0.0,displacement_nle,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,0.008634197800217526,0.0086341978002175,2.6020852139652106e-17,displacement_nle,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,0.0063327463113321495,0.0063327463113322,5.0306980803327406e-17,displacement_nle,blur
joint_affine,development,17,vitpose_base,automated-source-screen,0.006470498756344075,0.0064704987563441,2.5153490401663703e-17,displacement_nle,blur
joint_offset,development,17,hrnet_w32,automated-source-screen,0.00919229769338965,0.0091922976933896,5.0306980803327406e-17,displacement_nle,blur
joint_offset,development,17,rtmpose_m,automated-source-screen,0.006753056650640075,0.0067530566506401,2.5153490401663703e-17,displacement_nle,blur
joint_offset,development,17,vitpose_base,automated-source-screen,0.006937649618763325,0.0069376496187633,2.5153490401663703e-17,displacement_nle,blur
paired_jepa,development,17,hrnet_w32,automated-source-screen,0.009320307332628775,0.0093203073326288,2.42861286636753e-17,displacement_nle,blur
paired_jepa,development,17,rtmpose_m,automated-source-screen,0.006928996742846525,0.0069289967428465,2.5153490401663703e-17,displacement_nle,blur
paired_jepa,development,17,vitpose_base,automated-source-screen,0.0071136439637851,0.0071136439637851,0.0,displacement_nle,blur
unchanged,development,17,hrnet_w32,automated-source-screen,0.009192297568400901,0.0091922975684009,1.734723475976807e-18,displacement_nle,blur
unchanged,development,17,rtmpose_m,automated-source-screen,0.00675305675402585,0.0067530567540259,5.0306980803327406e-17,displacement_nle,blur
unchanged,development,17,vitpose_base,automated-source-screen,0.006937649812975824,0.0069376498129758,2.42861286636753e-17,displacement_nle,blur
coordinate,development,17,hrnet_w32,automated-source-screen,0.009544877394085126,0.0095448773940851,2.6020852139652106e-17,ankle_separation_mae,blur
coordinate,development,17,rtmpose_m,automated-source-screen,0.0108130448883292,0.0108130448883292,0.0,ankle_separation_mae,blur
coordinate,development,17,vitpose_base,automated-source-screen,0.0069454836463124,0.0069454836463124,0.0,ankle_separation_mae,blur
direct,development,17,hrnet_w32,automated-source-screen,0.005257034554741425,0.0052570345547414,2.5153490401663703e-17,ankle_separation_mae,blur
direct,development,17,rtmpose_m,automated-source-screen,0.006043305154019201,0.0060433051540192,8.673617379884035e-19,ankle_separation_mae,blur
direct,development,17,vitpose_base,automated-source-screen,0.00629687128221195,0.0062968712822119,5.0306980803327406e-17,ankle_separation_mae,blur
initialized,development,17,hrnet_w32,automated-source-screen,0.009537783079466575,0.0095377830794666,2.42861286636753e-17,ankle_separation_mae,blur
initialized,development,17,rtmpose_m,automated-source-screen,0.0111989201831479,0.0111989201831479,0.0,ankle_separation_mae,blur
initialized,development,17,vitpose_base,automated-source-screen,0.0070270696880025,0.0070270696880025,0.0,ankle_separation_mae,blur
joint_affine,development,17,hrnet_w32,automated-source-screen,0.006885081286112575,0.0068850812861126,2.5153490401663703e-17,ankle_separation_mae,blur
joint_affine,development,17,rtmpose_m,automated-source-screen,0.0078176009687729,0.0078176009687729,0.0,ankle_separation_mae,blur
joint_affine,development,17,vitpose_base,automated-source-screen,0.0055055364546336,0.0055055364546336,0.0,ankle_separation_mae,blur
