audio_streams,avg_frame_rate,bytes,codec_name,condition_label,container_duration,duration,height,lfs_pointer,nb_frames,path,pix_fmt,r_frame_rate,rotation,sha256,source_id,start_time,time_base,width
1,30/1,326142,h264,MS,3.917000,3.900000,360,False,117,video-data-full/MS/tsOMPBS277Q_P6_03.mp4,yuv420p,30/1,[],5c73f54da820a7584c3b8f7c8ffecfdbf372042fccde1c54e92e8ff339dbca60,tsOMPBS277Q,0.000000,1/15360,640
1,30/1,583746,h264,MS,6.751000,6.733333,360,False,202,video-data-full/MS/tsOMPBS277Q_P7_01.mp4,yuv420p,30/1,[],e9d1de0af3f6a87e4684c6ae96b45b48b38a7b0125fc14c44c0b684687a64d56,tsOMPBS277Q,0.000000,1/15360,640
1,30/1,357844,h264,MS,4.458000,4.433333,360,False,133,video-data-full/MS/tsOMPBS277Q_P7_02.mp4,yuv420p,30/1,[],7ff83de3277bdc64ffb7e731eb684ac99ba41882eca8629185930fb647a15a8e,tsOMPBS277Q,0.000000,1/15360,640
1,30/1,17203881,h264,MS,13.900000,13.900000,1080,False,417,video-data-full/MS/zOxtPrKySB8.mp4,yuv420p,30/1,[],5b95e5a5f82e63e4aa35754bcbbb2d7f455f3931e4915f8c1bd8360e40a67e62,zOxtPrKySB8,0.000000,1/15360,1920
0,60000/1001,11865044,h264,Normal,4.504500,4.504500,1080,False,270,video-data-full/Normal/-0wbleNgAwg_P1_01.mp4,yuv420p,60000/1001,[],deaa2a1e0fa424fbe0f4e0d7e3bf6d7772c139139e15ee40d1bfd3e0063f93a1,-0wbleNgAwg,0.000000,1/60000,1920
0,60000/1001,12130522,h264,Normal,4.554550,4.554550,1080,False,273,video-data-full/Normal/-0wbleNgAwg_P1_02.mp4,yuv420p,60000/1001,[],2c5cc5d1cfaea595e59be1390dbd0209c7386cc012b5b88d12a0c9da2ec157de,-0wbleNgAwg,0.000000,1/60000,1920
1,30/1,537663,h264,Normal,3.333333,3.333333,1080,False,100,video-data-full/Normal/DfRhvdCiUJk.mp4,yuv420p,30/1,[],a1ae6a987e3d83160782d906ac73888f1a6f9ddd9273fcdd37c20175316bb954,DfRhvdCiUJk,0.000000,1/15360,608
1,30000/1001,5633306,h264,Normal,6.373042,6.373033,720,False,191,video-data-full/Normal/EHymg4AGMJs_P1_01.mp4,yuv420p,30000/1001,[],9effa0dff9d49b22ed9e8b3d48bb64375a3c70a69e361d5f69e431c11fc67c93,EHymg4AGMJs,0.000000,1/30000,1280
1,30000/1001,5264880,h264,Normal,6.172833,6.172833,720,False,185,video-data-full/Normal/EHymg4AGMJs_P1_02.mp4,yuv420p,30000/1001,[],a6c4599ce8c4c2509d5e23c0c5c0df540194d7bec35de388b48898ab31c14ffd,EHymg4AGMJs,0.000000,1/30000,1280
1,30000/1001,3876299,h264,Normal,5.138467,5.138467,720,False,154,video-data-full/Normal/EHymg4AGMJs_P2.mp4,yuv420p,30000/1001,[],a68988ad94da513967ee295854206b98f7bccec52c11c762c9f30de422a271c6,EHymg4AGMJs,0.000000,1/30000,1280
1,30000/1001,4050882,h264,Normal,3.937271,3.937267,720,False,118,video-data-full/Normal/FTHc-TJOQ34.mp4,yuv420p,30000/1001,[],a2141061d93d19b58dfff28c4b9aa4b3a5ea890760741178ade966060092a612,FTHc-TJOQ34,0.000000,1/30000,1280
1,30000/1001,6681371,h264,Normal,7.340667,7.340667,720,False,220,video-data-full/Normal/JD1AGVpftps_P1_01.mp4,yuv420p,30000/1001,[],f002ffb4666ae16b131c10bf8a3a95fab6d0441a98f0ae8f6800127a86978e23,JD1AGVpftps,0.000000,1/30000,1280
1,30000/1001,1830939,h264,Normal,3.136467,3.136467,720,False,94,video-data-full/Normal/JD1AGVpftps_P1_02.mp4,yuv420p,30000/1001,[],3489b4fbc20f073d55b4fe33b717370d66f9cfc63040c57918e1f186335b2b51,JD1AGVpftps,0.000000,1/30000,1280
1,30000/1001,1280147,h264,Normal,1.434771,1.434767,720,False,43,video-data-full/Normal/JD1AGVpftps_P1_03.mp4,yuv420p,30000/1001,[],3cb1411fea1ffbf266a3e66c6f0c5b48a12cb12dde891440f92131bc975af026,JD1AGVpftps,0.000000,1/30000,1280
1,314880/10531,449121,h264,Normal,6.789002,6.788997,480,False,205,video-data-full/Normal/MN4vnaNwIsA.mp4,yuv420p,30/1,[],0e55912f03b4fdde283b668e81da82e1f05da36ada265771e50f9abf607b9eea,MN4vnaNwIsA,0.000000,1/15360,640
1,2328000/97997,1169144,h264,Normal,3.999002,3.999000,720,False,97,video-data-full/Normal/PAeh4qBwsUk.mp4,yuv420p,24000/1001,[],05c30bfabc4d35ac80e4b1f446797574d665cd80bc6dfd245e3b1b6ab307dc70,PAeh4qBwsUk,0.000000,1/24000,1280
1,637440/21641,812846,h264,Normal,2.652995,2.652995,1280,False,83,video-data-full/Normal/VL0AOiZt_lg.mp4,yuv420p,30/1,[],5c8222533eb4639d45da58f3571131ec6d021d498682931d216607aaac072017,VL0AOiZt_lg,0.000000,1/15360,720
1,286875/9584,1771396,h264,Normal,3.448000,3.448000,1920,False,153,video-data-full/Normal/WpARylM4UYU.mp4,yuv420p,30000/1001,[],0f5d2f314333999f2303f6866859a0e956b8b4cb158345f6c563c39471ae208f,WpARylM4UYU,0.000000,1/30000,1080
1,60000/1001,7861756,h264,Normal,5.271938,5.271933,1080,False,316,video-data-full/Normal/_-Ubl8iD2B0.mp4,yuv420p,60000/1001,[],33357b91b8a6fef1acdde69eefc67eda86176182fdb5de2de1bdd3663677f8fd,_-Ubl8iD2B0,0.000000,1/60000,1920
1,30000/1001,1546518,h264,Normal,2.602604,2.602600,720,False,78,video-data-full/Normal/diCVwltkV5M_P1_01.mp4,yuv420p,30000/1001,[],961d12a61974315aa15f3084940d6cec10a29f886c5631288f7316e5d3ad8644,diCVwltkV5M,0.000000,1/30000,1280
1,30000/1001,1695943,h264,Normal,2.435771,2.435767,720,False,73,video-data-full/Normal/diCVwltkV5M_P1_02.mp4,yuv420p,30000/1001,[],9d671c7b41d2c40b141c053423609d62b1f66e1a22c36d9060290f7f3e59cf6c,diCVwltkV5M,0.000000,1/30000,1280
1,850000/28507,2360074,h264,Normal,4.544000,4.544000,1920,False,255,video-data-full/Normal/eCCYhDSDlDc.mp4,yuv420p,30000/1001,[],5b652f26397240ea96867edcd2b6a482ce10feaa274d3ae103864569f3077864,eCCYhDSDlDc,0.000000,1/30000,1080
1,30000/1001,5302060,h264,Normal,4.471133,4.471133,720,False,134,video-data-full/Normal/gp4H7Z2Vvn0_P1_01.mp4,yuv420p,30000/1001,[],ab13913c560d461fe7a5632dac8a13e527607486dd9a965f3d33a6862a96e0c9,gp4H7Z2Vvn0,0.000000,1/30000,1280
1,30000/1001,4945977,h264,Normal,4.070733,4.070733,720,False,122,video-data-full/Normal/gp4H7Z2Vvn0_P1_02.mp4,yuv420p,30000/1001,[],1c0e99a49b08eec888a2896445521210182f90c37b9cdd0742e6332a909bcf15,gp4H7Z2Vvn0,0.000000,1/30000,1280
1,30000/1001,207228,h264,Normal,1.901900,1.901900,480,False,57,video-data-full/Normal/gp4H7Z2Vvn0_P1_03.mp4,yuv420p,30000/1001,[],06ee8e1a0cf8fb98fffcf2e3f643bed9e90fc1d97fb9d488f5112c2dd9263eb9,gp4H7Z2Vvn0,0.000000,1/30000,640
1,30000/1001,7071108,h264,Normal,7.774438,7.774433,720,False,233,video-data-full/Normal/n-O8dHyYIF0_P1_01.mp4,yuv420p,30000/1001,[],93d43f17803b27b8d78ee8faa0286661ca8826f5086e1f87f35208f19ffc5f55,n-O8dHyYIF0,0.000000,1/30000,1280
1,30000/1001,1297011,h264,Normal,2.002000,2.002000,720,False,60,video-data-full/Normal/n-O8dHyYIF0_P1_02.mp4,yuv420p,30000/1001,[],c7dc3e73d6386dd30e46a536a193740b749128789ff5a4a57a63d995d4a42c67,n-O8dHyYIF0,0.000000,1/30000,1280
1,830000/27731,411767,h264,Normal,5.479002,5.479000,360,False,166,video-data-full/Normal/nXuJIs25z1U_P1.mp4,yuv420p,30000/1001,[],ef83a41667761ba310cf9503e08ab28ec6b9da99e0178de82999eba72209959e,nXuJIs25z1U,0.000000,1/30000,640
1,30000/1001,1852545,h264,Normal,6.740067,6.740067,360,False,202,video-data-full/Normal/nXuJIs25z1U_P2.mp4,yuv420p,30000/1001,[],3ffddd963132a47e76950903a4d399790a7f060ef1724bdba0c720526dd17cee,nXuJIs25z1U,0.000000,1/30000,352
1,1292800/51939,407814,h264,Normal,3.977031,3.977031,1080,False,101,video-data-full/Normal/tUT8Fh1zGKA.mp4,yuv420p,25/1,[],ae8a9b9bb96b5004d421bab265a94a49c8cede9d3b01b526bf6935384268671e,tUT8Fh1zGKA,0.000000,1/12800,1920
1,30000/1001,9499471,h264,PD,6.039375,6.039367,720,False,181,video-data-full/PD/-oJM2wUUjws_P1_01.mp4,yuv420p,30000/1001,[],b899c2290a4be408b48010600eb2d1081d36e1f08cd8602b39f8c0f9a729f48b,-oJM2wUUjws,0.000000,1/30000,1280
1,30000/1001,7268148,h264,PD,4.704708,4.704700,720,False,141,video-data-full/PD/-oJM2wUUjws_P1_02.mp4,yuv420p,30000/1001,[],8a3df9235949c608e308326cb233f4a3ae7fb0ba7fc47459113115e454aedfc8,-oJM2wUUjws,0.000000,1/30000,1280
1,30000/1001,21011783,h264,PD,16.716708,16.716700,720,False,501,video-data-full/PD/B5hrxKe2nP8_P1_01.mp4,yuv420p,30000/1001,[],5337e96e8a77bf8119cbb30b2cda86945f06ea3ee44d11f35fef7aa9d23ab434,B5hrxKe2nP8,0.000000,1/30000,1280
1,30000/1001,6200872,h264,PD,6.840167,6.840167,720,False,205,video-data-full/PD/B5hrxKe2nP8_P1_02.mp4,yuv420p,30000/1001,[],bb8f60edd6d1b0e98c589a6db6198853d7054be543cf0c15a2874ae794067c00,B5hrxKe2nP8,0.000000,1/30000,1280
1,30000/1001,1583206,h264,PD,4.771438,4.771433,720,False,143,video-data-full/PD/BzGIT1F0lVY_P1_01.mp4,yuv420p,30000/1001,[],7f3cf878343b4b5fb95fd65697c0ec3351348c39757e0fea128a63e3ca7f592a,BzGIT1F0lVY,0.000000,1/30000,1280
1,30000/1001,881853,h264,PD,3.703708,3.703700,720,False,111,video-data-full/PD/BzGIT1F0lVY_P1_02.mp4,yuv420p,30000/1001,[],ee067508aa1c4cc8019fad70f5abb84f963f0f84a248eb80ae7786b06b47d1b9,BzGIT1F0lVY,0.000000,1/30000,1280
1,30000/1001,578283,h264,PD,2.002000,2.002000,720,False,60,video-data-full/PD/LEZpKi0ivWg_P1_01.mp4,yuv420p,30000/1001,[],817d74e38a1c5487478d35c570f7aa82c5f3eae556819727a96c42421de43dc9,LEZpKi0ivWg,0.000000,1/30000,1280
1,30000/1001,500565,h264,PD,1.801800,1.801800,720,False,54,video-data-full/PD/LEZpKi0ivWg_P1_02.mp4,yuv420p,30000/1001,[],836c9e83453e1f9a19492e67707e6e9cecc508c9682ed9a1772f9af61aa10ae4,LEZpKi0ivWg,0.000000,1/30000,1280
1,30000/1001,8164516,h264,PD,8.475133,8.475133,720,False,254,video-data-full/PD/M-_cogKwXK4_P1_01.mp4,yuv420p,30000/1001,[],20925e66b678e69babc8a719009cda6d18d0d6032708de22b01072b04e6a6ee8,M-_cogKwXK4,0.000000,1/30000,1280
1,30000/1001,3090337,h264,PD,4.304300,4.304300,720,False,129,video-data-full/PD/M-_cogKwXK4_P1_02.mp4,yuv420p,30000/1001,[],b8d8c8248fb6dc6b7131dbd71eec29a1cb6b5bdf17438271fb0ae9d931b0c664,M-_cogKwXK4,0.000000,1/30000,1280
1,30000/1001,2162534,h264,PD,3.470133,3.470133,720,False,104,video-data-full/PD/M-_cogKwXK4_P1_03.mp4,yuv420p,30000/1001,[],e5d15c5402e4059087bafc227b1a7c93eec85dabcb2cd0683823c22513df292f,M-_cogKwXK4,0.000000,1/30000,1280
0,1668000/70069,398429,h264,PD,3.391000,3.391000,480,False,278,video-data-full/PD/M-_cogKwXK4_P1_04.mp4,yuv420p,24000/1001,[],c977091fa01bcd525dfcc0a945872f550bd352ade12fae2f48cddb98201fe4fd,M-_cogKwXK4,0.000000,1/24000,640
1,30000/1001,1161410,h264,PD,7.741067,7.741067,222,False,232,video-data-full/PD/_Wn9oYGpRdM_P1.mp4,yuv420p,30000/1001,[],1280ace09e0c0b4d29a46a58470bb2b2ff27b78a1fc8fedc3bdf9fcc86c7e30e,_Wn9oYGpRdM,0.000000,1/30000,110
0,30000/1001,3803393,h264,PD,4.971633,4.971633,720,False,149,video-data-full/PD/_Wn9oYGpRdM_P2_01.mp4,yuv420p,30000/1001,[],cb5f2b4365be9a46c978db66fd3dc48a31a5bbf001b88201a4235903454db5ec,_Wn9oYGpRdM,0.000000,1/30000,1280
0,30000/1001,1055018,h264,PD,2.035367,2.035367,720,False,61,video-data-full/PD/_Wn9oYGpRdM_P2_02.mp4,yuv420p,30000/1001,[],af0ef439a04bcdb967c4c7d544c1ce3bcf7c2dfb52211b107fa33f1ac7ea0180,_Wn9oYGpRdM,0.000000,1/30000,1280
0,30000/1001,3182754,h264,PD,3.670333,3.670333,720,False,110,video-data-full/PD/_Wn9oYGpRdM_P3_01.mp4,yuv420p,30000/1001,[],0a20dfa3e22ae0d6e02dbe44223ecd47e1737b3ab6867c5237f5bf738c2df269,_Wn9oYGpRdM,0.000000,1/30000,1280
0,30000/1001,1432027,h264,PD,1.901900,1.901900,720,False,57,video-data-full/PD/_Wn9oYGpRdM_P3_02.mp4,yuv420p,30000/1001,[],8c0031ce616e398cd7184508fda7a10d4b6794368d49f2ba25978d5f44329b8d,_Wn9oYGpRdM,0.000000,1/30000,1280
1,30000/1001,15413341,h264,PD,13.079733,13.079733,720,False,392,video-data-full/PD/b0KrA_96Ks0_P1_01.mp4,yuv420p,30000/1001,[],2ccd687d1a22a7ce1b627472f20d7b6e0fc3d65fd4a3de74614c30db5cdca2b8,b0KrA_96Ks0,0.000000,1/30000,1280
1,30000/1001,12993875,h264,PD,11.711708,11.711700,720,False,351,video-data-full/PD/b0KrA_96Ks0_P1_02.mp4,yuv420p,30000/1001,[],a0582f8b7e118402eccca797c5848571bed1383d9ffbf49e4f00d9451fdf24d3,b0KrA_96Ks0,0.000000,1/30000,1280
1,24000/1001,1894153,h264,PD,5.046708,5.046708,1080,False,121,video-data-full/PD/bmi1hYOnTHs_P1_01.mp4,yuv420p,24000/1001,[],05a913872cdc8fd9e60934cb30eda5a2d8ee1307e26f981658a1dadcb6bf9170,bmi1hYOnTHs,0.000000,1/24000,1920
1,24000/1001,4141427,h264,PD,12.303958,12.303958,1080,False,295,video-data-full/PD/bmi1hYOnTHs_P1_02.mp4,yuv420p,24000/1001,[],e2dcc263d2c806251185007a180e6d2b97070bc0035e21cfc7f82c30e620445f,bmi1hYOnTHs,0.000000,1/24000,1920
1,30000/1001,636824,h264,PD,2.035375,2.035367,720,False,61,video-data-full/PD/gNgvGCXmjwk_P1_01.mp4,yuv420p,30000/1001,[],ee8a00539e60ac08d6228c13dffb262014bb5a4589aa458d4e3d1f0af60dcc68,gNgvGCXmjwk,0.000000,1/30000,1280
1,30000/1001,800780,h264,PD,2.836167,2.836167,720,False,85,video-data-full/PD/gNgvGCXmjwk_P1_02.mp4,yuv420p,30000/1001,[],2b3c55d35727ee69b8913ec8384b6da063b30cc6a38f4d79e4ac353e132d87e1,gNgvGCXmjwk,0.000000,1/30000,1280
1,30/1,518825,h264,PD,1.708000,1.700000,720,False,51,video-data-full/PD/pFLC9C-xH8E_P1.mp4,yuv420p,30/1,[],b00462fa9f2e00e37dd59d97b43ac303030eed67735a9601d1fb70abc1580969,pFLC9C-xH8E,0.000000,1/15360,1280
1,30000/1001,1031817,h264,PD,3.803800,3.803800,720,False,114,video-data-full/PD/pFLC9C-xH8E_P2.mp4,yuv420p,30000/1001,[],500c91c523f356b38f2345dd4e6c61e92cb42206f270fdde2d437d8486e0c95c,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,5809639,h264,PD,8.441771,8.441767,720,False,253,video-data-full/PD/pFLC9C-xH8E_P3.mp4,yuv420p,30000/1001,[],9fef9aac34dd5cb4c8f869443aa503237a84b8a3db78307a41a62e2d393685f9,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,252174,h264,PD,0.900900,0.900900,720,False,27,video-data-full/PD/pFLC9C-xH8E_P4_01.mp4,yuv420p,30000/1001,[],f0847c6e67da406208ca3e95d477191a93dcbce308deac6d1d0b479e5e7c4b79,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,493569,h264,PD,1.468133,1.468133,720,False,44,video-data-full/PD/pFLC9C-xH8E_P4_02.mp4,yuv420p,30000/1001,[],a68ec2344b2108c7deaf6565c189150497745029c8525920b5ca128a03787db3,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,787112,h264,PD,1.701708,1.701700,720,False,51,video-data-full/PD/pFLC9C-xH8E_P5_01.mp4,yuv420p,30000/1001,[],dce761c36dfbed95f9574b0649e58a577aa657c79a066725e55455985a1e8150,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,825519,h264,PD,1.801800,1.801800,720,False,54,video-data-full/PD/pFLC9C-xH8E_P5_02.mp4,yuv420p,30000/1001,[],1032529f711e2fea9a59652b8e816a0231965e58a49226f31040b6365d429671,pFLC9C-xH8E,0.000000,1/30000,1280
1,30000/1001,6317854,h264,PD,7.207208,7.207200,720,False,216,video-data-full/PD/pu5Vwf1CBO0_P1_01.mp4,yuv420p,30000/1001,[],b604c4eb45fd064603b12c51a3da1d93e04177c13520fcea9508a2e95699aaad,pu5Vwf1CBO0,0.000000,1/30000,1280
1,30000/1001,5115374,h264,PD,6.473133,6.473133,720,False,194,video-data-full/PD/pu5Vwf1CBO0_P1_02.mp4,yuv420p,30000/1001,[],14f63f1988bd5d329ef2811c772797ec68567b191a91f9971b9e01464bfd3218,pu5Vwf1CBO0,0.000000,1/30000,1280
1,30000/1001,6227722,h264,PD,7.407400,7.407400,720,False,222,video-data-full/PD/pu5Vwf1CBO0_P1_03.mp4,yuv420p,30000/1001,[],8c54fa34545fa4c62327682c6ce75b208fdc3939e474c65ccf8eace7d4eab0ef,pu5Vwf1CBO0,0.000000,1/30000,1280
1,30000/1001,7249430,h264,PD,8.375042,8.375033,720,False,251,video-data-full/PD/pu5Vwf1CBO0_P1_04.mp4,yuv420p,30000/1001,[],f3abbdb7e46f97c86bd9daa381cd57b86fca7eda812eedc52637833c74dfed7e,pu5Vwf1CBO0,0.000000,1/30000,1280
1,4356000/182467,1396492,h264,PD,7.523000,7.523000,1080,False,363,video-data-full/PD/v1SoZ_S31pk.mp4,yuv420p,24000/1001,[],4f44b383857dad21935732af7f369045e2ab237bfa6ba381ec3bb1d20fd57240,v1SoZ_S31pk,0.000000,1/24000,1920
